变量名,hp,mp1,initMp1,hpRecover,mp1Recover,mp2Recover,damage,specialDamage,defence,specialDefence,defenceIgnore,specialDefenceIgnore,speed,strike,strikeDamage,strikeResistance,block,breakBlock,blockPower,hit,dodge,damageHit,damageDodge,damageAdd,damageSub,ultimateAdd,ultimateSub,damageDeepen,damageReduce,suckBlood,rebound,cure,natureRestraint,controlPer,immuneControl
22,1754,1000,0,0,0,0,277,277,83,83,0,0,33,,,,,,,,,,,,,,,,,,,,,,
23,1858,1000,0,0,0,0,287,287,86,86,0,0,34,,,,,,,,,,,,,,,,,,,,,,
24,1963,1000,0,0,0,0,296,296,89,89,0,0,36,,,,,,,,,,,,,,,,,,,,,,
25,2067,1000,0,0,0,0,306,306,92,92,0,0,37,,,,,,,,,,,,,,,,,,,,,,
26,2171,1000,0,0,0,0,316,316,95,95,0,0,38,,,,,,,,,,,,,,,,,,,,,,
27,2290,1000,0,0,0,0,326,326,98,98,0,0,39,,,,,,,,,,,,,,,,,,,,,,
28,2408,1000,0,0,0,0,336,336,101,101,0,0,40,,,,,,,,,,,,,,,,,,,,,,
29,2527,1000,0,0,0,0,347,347,104,104,0,0,42,,,,,,,,,,,,,,,,,,,,,,
30,2645,1000,0,0,0,0,357,357,107,107,0,0,43,,,,,,,,,,,,,,,,,,,,,,
31,2764,1000,0,0,0,0,367,367,110,110,0,0,44,,,,,,,,,,,,,,,,,,,,,,
32,2898,1000,0,0,0,0,378,378,113,113,0,0,45,,,,,,,,,,,,,,,,,,,,,,
33,3032,1000,0,0,0,0,388,388,116,116,0,0,46,,,,,,,,,,,,,,,,,,,,,,
34,3166,1000,0,0,0,0,399,399,120,120,0,0,48,,,,,,,,,,,,,,,,,,,,,,
35,3300,1000,0,0,0,0,409,409,123,123,0,0,49,,,,,,,,,,,,,,,,,,,,,,
36,3434,1000,0,0,0,0,420,420,126,126,0,0,50,,,,,,,,,,,,,,,,,,,,,,
37,3584,1000,0,0,0,0,431,431,129,129,0,0,51,,,,,,,,,,,,,,,,,,,,,,
38,3735,1000,0,0,0,0,442,442,133,133,0,0,53,,,,,,,,,,,,,,,,,,,,,,
39,3885,1000,0,0,0,0,454,454,136,136,0,0,54,,,,,,,,,,,,,,,,,,,,,,
40,4036,1000,0,0,0,0,465,465,140,140,0,0,56,,,,,,,,,,,,,,,,,,,,,,
41,4186,1000,0,0,0,0,476,476,143,143,0,0,57,,,,,,,,,,,,,,,,,,,,,,
42,4354,1000,0,0,0,0,488,488,146,146,0,0,58,,,,,,,,,,,,,,,,,,,,,,
43,4522,1000,0,0,0,0,500,500,150,150,0,0,60,,,,,,,,,,,,,,,,,,,,,,
44,4689,1000,0,0,0,0,511,511,153,153,0,0,61,,,,,,,,,,,,,,,,,,,,,,
45,4857,1000,0,0,0,0,523,523,157,157,0,0,63,,,,,,,,,,,,,,,,,,,,,,
46,5025,1000,0,0,0,0,535,535,160,160,0,0,64,,,,,,,,,,,,,,,,,,,,,,
47,5211,1000,0,0,0,0,547,547,164,164,0,0,66,,,,,,,,,,,,,,,,,,,,,,
48,5398,1000,0,0,0,0,560,560,168,168,0,0,67,,,,,,,,,,,,,,,,,,,,,,
49,5584,1000,0,0,0,0,572,572,171,171,0,0,69,,,,,,,,,,,,,,,,,,,,,,
50,5771,1000,0,0,0,0,585,585,175,175,0,0,70,,,,,,,,,,,,,,,,,,,,,,
51,5957,1000,0,0,0,0,597,597,179,179,0,0,72,,,,,,,,,,,,,,,,,,,,,,
52,6163,1000,0,0,0,0,610,610,183,183,0,0,74,,,,,,,,,,,,,,,,,,,,,,
53,6369,1000,0,0,0,0,623,623,187,187,0,0,75,,,,,,,,,,,,,,,,,,,,,,
54,6576,1000,0,0,0,0,637,637,191,191,0,0,77,,,,,,,,,,,,,,,,,,,,,,
55,6782,1000,0,0,0,0,650,650,195,195,0,0,78,,,,,,,,,,,,,,,,,,,,,,
56,6988,1000,0,0,0,0,663,663,199,199,0,0,80,,,,,,,,,,,,,,,,,,,,,,
57,7215,1000,0,0,0,0,677,677,203,203,0,0,82,,,,,,,,,,,,,,,,,,,,,,
58,7442,1000,0,0,0,0,691,691,207,207,0,0,83,,,,,,,,,,,,,,,,,,,,,,
59,7669,1000,0,0,0,0,704,704,212,212,0,0,85,,,,,,,,,,,,,,,,,,,,,,
60,7896,1000,0,0,0,0,718,718,216,216,0,0,86,,,,,,,,,,,,,,,,,,,,,,
61,8123,1000,0,0,0,0,732,732,220,220,0,0,88,,,,,,,,,,,,,,,,,,,,,,
62,8372,1000,0,0,0,0,747,747,224,224,0,0,90,,,,,,,,,,,,,,,,,,,,,,
63,8621,1000,0,0,0,0,762,762,229,229,0,0,92,,,,,,,,,,,,,,,,,,,,,,
64,8869,1000,0,0,0,0,776,776,233,233,0,0,93,,,,,,,,,,,,,,,,,,,,,,
65,9118,1000,0,0,0,0,791,791,238,238,0,0,95,,,,,,,,,,,,,,,,,,,,,,
66,9367,1000,0,0,0,0,806,806,242,242,0,0,97,,,,,,,,,,,,,,,,,,,,,,
67,9639,1000,0,0,0,0,822,822,247,247,0,0,99,,,,,,,,,,,,,,,,,,,,,,
68,9910,1000,0,0,0,0,837,837,251,251,0,0,101,,,,,,,,,,,,,,,,,,,,,,
69,10182,1000,0,0,0,0,853,853,256,256,0,0,102,,,,,,,,,,,,,,,,,,,,,,
70,10453,1000,0,0,0,0,868,868,260,260,0,0,104,,,,,,,,,,,,,,,,,,,,,,
71,10725,1000,0,0,0,0,884,884,265,265,0,0,106,,,,,,,,,,,,,,,,,,,,,,
72,11021,1000,0,0,0,0,900,900,270,270,0,0,108,,,,,,,,,,,,,,,,,,,,,,
73,11316,1000,0,0,0,0,917,917,275,275,0,0,110,,,,,,,,,,,,,,,,,,,,,,
74,11612,1000,0,0,0,0,933,933,280,280,0,0,112,,,,,,,,,,,,,,,,,,,,,,
75,11907,1000,0,0,0,0,950,950,285,285,0,0,114,,,,,,,,,,,,,,,,,,,,,,
76,12203,1000,0,0,0,0,966,966,290,290,0,0,116,,,,,,,,,,,,,,,,,,,,,,
77,12524,1000,0,0,0,0,984,984,295,295,0,0,118,,,,,,,,,,,,,,,,,,,,,,
78,12845,1000,0,0,0,0,1001,1001,300,300,0,0,120,,,,,,,,,,,,,,,,,,,,,,
79,13165,1000,0,0,0,0,1019,1019,306,306,0,0,122,,,,,,,,,,,,,,,,,,,,,,
80,13486,1000,0,0,0,0,1036,1036,311,311,0,0,124,,,,,,,,,,,,,,,,,,,,,,
81,13807,1000,0,0,0,0,1054,1054,316,316,0,0,126,,,,,,,,,,,,,,,,,,,,,,
82,14154,1000,0,0,0,0,1072,1072,322,322,0,0,128,,,,,,,,,,,,,,,,,,,,,,
83,14501,1000,0,0,0,0,1091,1091,327,327,0,0,131,,,,,,,,,,,,,,,,,,,,,,
84,14848,1000,0,0,0,0,1109,1109,333,333,0,0,133,,,,,,,,,,,,,,,,,,,,,,
85,15195,1000,0,0,0,0,1128,1128,338,338,0,0,136,,,,,,,,,,,,,,,,,,,,,,
86,15542,1000,0,0,0,0,1146,1146,344,344,0,0,138,,,,,,,,,,,,,,,,,,,,,,
87,15916,1000,0,0,0,0,1166,1166,350,350,0,0,140,,,,,,,,,,,,,,,,,,,,,,
88,16290,1000,0,0,0,0,1186,1186,356,356,0,0,142,,,,,,,,,,,,,,,,,,,,,,
89,16665,1000,0,0,0,0,1205,1205,361,361,0,0,145,,,,,,,,,,,,,,,,,,,,,,
90,17039,1000,0,0,0,0,1225,1225,367,367,0,0,147,,,,,,,,,,,,,,,,,,,,,,
91,17413,1000,0,0,0,0,1245,1245,373,373,0,0,149,,,,,,,,,,,,,,,,,,,,,,
92,17815,1000,0,0,0,0,1266,1266,379,379,0,0,152,,,,,,,,,,,,,,,,,,,,,,
93,18218,1000,0,0,0,0,1287,1287,386,386,0,0,154,,,,,,,,,,,,,,,,,,,,,,
94,18620,1000,0,0,0,0,1307,1307,392,392,0,0,157,,,,,,,,,,,,,,,,,,,,,,
95,19023,1000,0,0,0,0,1328,1328,399,399,0,0,159,,,,,,,,,,,,,,,,,,,,,,
96,19425,1000,0,0,0,0,1349,1349,405,405,0,0,162,,,,,,,,,,,,,,,,,,,,,,
97,19857,1000,0,0,0,0,1371,1371,412,412,0,0,165,,,,,,,,,,,,,,,,,,,,,,
98,20289,1000,0,0,0,0,1393,1393,418,418,0,0,167,,,,,,,,,,,,,,,,,,,,,,
99,20720,1000,0,0,0,0,1415,1415,425,425,0,0,170,,,,,,,,,,,,,,,,,,,,,,
100,21152,1000,0,0,0,0,1437,1437,431,431,0,0,172,,,,,,,,,,,,,,,,,,,,,,
101,21584,1000,0,0,0,0,1459,1459,438,438,0,0,175,,,,,,,,,,,,,,,,,,,,,,
102,22046,1000,0,0,0,0,1482,1482,445,445,0,0,178,,,,,,,,,,,,,,,,,,,,,,
103,22509,1000,0,0,0,0,1505,1505,452,452,0,0,181,,,,,,,,,,,,,,,,,,,,,,
104,22971,1000,0,0,0,0,1529,1529,458,458,0,0,183,,,,,,,,,,,,,,,,,,,,,,
105,23434,1000,0,0,0,0,1552,1552,465,465,0,0,186,,,,,,,,,,,,,,,,,,,,,,
106,23896,1000,0,0,0,0,1575,1575,472,472,0,0,189,,,,,,,,,,,,,,,,,,,,,,
107,24390,1000,0,0,0,0,1600,1600,479,479,0,0,192,,,,,,,,,,,,,,,,,,,,,,
108,24884,1000,0,0,0,0,1624,1624,487,487,0,0,195,,,,,,,,,,,,,,,,,,,,,,
109,25378,1000,0,0,0,0,1649,1649,494,494,0,0,198,,,,,,,,,,,,,,,,,,,,,,
110,25872,1000,0,0,0,0,1673,1673,502,502,0,0,201,,,,,,,,,,,,,,,,,,,,,,
111,26366,1000,0,0,0,0,1698,1698,509,509,0,0,204,,,,,,,,,,,,,,,,,,,,,,
112,26893,1000,0,0,0,0,1724,1724,517,517,0,0,207,,,,,,,,,,,,,,,,,,,,,,
113,27419,1000,0,0,0,0,1750,1750,525,525,0,0,210,,,,,,,,,,,,,,,,,,,,,,
114,27946,1000,0,0,0,0,1776,1776,532,532,0,0,213,,,,,,,,,,,,,,,,,,,,,,
115,28472,1000,0,0,0,0,1802,1802,540,540,0,0,216,,,,,,,,,,,,,,,,,,,,,,
116,28999,1000,0,0,0,0,1828,1828,548,548,0,0,219,,,,,,,,,,,,,,,,,,,,,,
117,29559,1000,0,0,0,0,1855,1855,556,556,0,0,222,,,,,,,,,,,,,,,,,,,,,,
118,30119,1000,0,0,0,0,1883,1883,564,564,0,0,226,,,,,,,,,,,,,,,,,,,,,,
119,30680,1000,0,0,0,0,1910,1910,573,573,0,0,229,,,,,,,,,,,,,,,,,,,,,,
120,31240,1000,0,0,0,0,1938,1938,581,581,0,0,233,,,,,,,,,,,,,,,,,,,,,,
121,31800,1000,0,0,0,0,1965,1965,589,589,0,0,236,,,,,,,,,,,,,,,,,,,,,,
122,32395,1000,0,0,0,0,1994,1994,598,598,0,0,239,,,,,,,,,,,,,,,,,,,,,,
123,32990,1000,0,0,0,0,2023,2023,607,607,0,0,243,,,,,,,,,,,,,,,,,,,,,,
124,33585,1000,0,0,0,0,2051,2051,615,615,0,0,246,,,,,,,,,,,,,,,,,,,,,,
125,34180,1000,0,0,0,0,2080,2080,624,624,0,0,250,,,,,,,,,,,,,,,,,,,,,,
126,34775,1000,0,0,0,0,2109,2109,633,633,0,0,253,,,,,,,,,,,,,,,,,,,,,,
127,35406,1000,0,0,0,0,2139,2139,642,642,0,0,257,,,,,,,,,,,,,,,,,,,,,,
128,36037,1000,0,0,0,0,2170,2170,651,651,0,0,260,,,,,,,,,,,,,,,,,,,,,,
129,36668,1000,0,0,0,0,2200,2200,660,660,0,0,264,,,,,,,,,,,,,,,,,,,,,,
130,37299,1000,0,0,0,0,2231,2231,669,669,0,0,267,,,,,,,,,,,,,,,,,,,,,,
131,37930,1000,0,0,0,0,2261,2261,678,678,0,0,271,,,,,,,,,,,,,,,,,,,,,,
132,38598,1000,0,0,0,0,2293,2293,688,688,0,0,275,,,,,,,,,,,,,,,,,,,,,,
133,39266,1000,0,0,0,0,2325,2325,697,697,0,0,279,,,,,,,,,,,,,,,,,,,,,,
134,39934,1000,0,0,0,0,2357,2357,707,707,0,0,283,,,,,,,,,,,,,,,,,,,,,,
135,40602,1000,0,0,0,0,2389,2389,716,716,0,0,287,,,,,,,,,,,,,,,,,,,,,,
136,41270,1000,0,0,0,0,2421,2421,726,726,0,0,291,,,,,,,,,,,,,,,,,,,,,,
137,41976,1000,0,0,0,0,2455,2455,736,736,0,0,295,,,,,,,,,,,,,,,,,,,,,,
138,42682,1000,0,0,0,0,2489,2489,746,746,0,0,299,,,,,,,,,,,,,,,,,,,,,,
139,43388,1000,0,0,0,0,2522,2522,757,757,0,0,303,,,,,,,,,,,,,,,,,,,,,,
140,44094,1000,0,0,0,0,2556,2556,767,767,0,0,307,,,,,,,,,,,,,,,,,,,,,,
141,44800,1000,0,0,0,0,2590,2590,777,777,0,0,311,,,,,,,,,,,,,,,,,,,,,,
142,45545,1000,0,0,0,0,2625,2625,788,788,0,0,315,,,,,,,,,,,,,,,,,,,,,,
143,46290,1000,0,0,0,0,2661,2661,798,798,0,0,319,,,,,,,,,,,,,,,,,,,,,,
144,47035,1000,0,0,0,0,2696,2696,809,809,0,0,324,,,,,,,,,,,,,,,,,,,,,,
145,47780,1000,0,0,0,0,2732,2732,819,819,0,0,328,,,,,,,,,,,,,,,,,,,,,,
146,48525,1000,0,0,0,0,2767,2767,830,830,0,0,332,,,,,,,,,,,,,,,,,,,,,,
147,49310,1000,0,0,0,0,2804,2804,841,841,0,0,336,,,,,,,,,,,,,,,,,,,,,,
148,50095,1000,0,0,0,0,2841,2841,852,852,0,0,341,,,,,,,,,,,,,,,,,,,,,,
149,50881,1000,0,0,0,0,2879,2879,864,864,0,0,345,,,,,,,,,,,,,,,,,,,,,,
150,51666,1000,0,0,0,0,2916,2916,875,875,0,0,350,,,,,,,,,,,,,,,,,,,,,,
151,52451,1000,0,0,0,0,2953,2953,886,886,0,0,354,,,,,,,,,,,,,,,,,,,,,,
152,53278,1000,0,0,0,0,2992,2992,898,898,0,0,359,,,,,,,,,,,,,,,,,,,,,,
153,54104,1000,0,0,0,0,3031,3031,909,909,0,0,364,,,,,,,,,,,,,,,,,,,,,,
154,54931,1000,0,0,0,0,3069,3069,921,921,0,0,368,,,,,,,,,,,,,,,,,,,,,,
155,55757,1000,0,0,0,0,3108,3108,932,932,0,0,373,,,,,,,,,,,,,,,,,,,,,,
156,56584,1000,0,0,0,0,3147,3147,944,944,0,0,378,,,,,,,,,,,,,,,,,,,,,,
157,57453,1000,0,0,0,0,3188,3188,956,956,0,0,383,,,,,,,,,,,,,,,,,,,,,,
158,58322,1000,0,0,0,0,3229,3229,969,969,0,0,388,,,,,,,,,,,,,,,,,,,,,,
159,59191,1000,0,0,0,0,3270,3270,981,981,0,0,392,,,,,,,,,,,,,,,,,,,,,,
160,60060,1000,0,0,0,0,3311,3311,994,994,0,0,397,,,,,,,,,,,,,,,,,,,,,,
161,60929,1000,0,0,0,0,3352,3352,1006,1006,0,0,402,,,,,,,,,,,,,,,,,,,,,,
162,61841,1000,0,0,0,0,3395,3395,1019,1019,0,0,407,,,,,,,,,,,,,,,,,,,,,,
163,62754,1000,0,0,0,0,3438,3438,1032,1032,0,0,412,,,,,,,,,,,,,,,,,,,,,,
164,63666,1000,0,0,0,0,3480,3480,1044,1044,0,0,418,,,,,,,,,,,,,,,,,,,,,,
165,64579,1000,0,0,0,0,3523,3523,1057,1057,0,0,423,,,,,,,,,,,,,,,,,,,,,,
166,65491,1000,0,0,0,0,3566,3566,1070,1070,0,0,428,,,,,,,,,,,,,,,,,,,,,,
167,66448,1000,0,0,0,0,3611,3611,1083,1083,0,0,433,,,,,,,,,,,,,,,,,,,,,,
168,67405,1000,0,0,0,0,3656,3656,1097,1097,0,0,439,,,,,,,,,,,,,,,,,,,,,,
169,68361,1000,0,0,0,0,3700,3700,1110,1110,0,0,444,,,,,,,,,,,,,,,,,,,,,,
170,69318,1000,0,0,0,0,3745,3745,1124,1124,0,0,450,,,,,,,,,,,,,,,,,,,,,,
171,70275,1000,0,0,0,0,3790,3790,1137,1137,0,0,455,,,,,,,,,,,,,,,,,,,,,,
172,71277,1000,0,0,0,0,3837,3837,1151,1151,0,0,461,,,,,,,,,,,,,,,,,,,,,,
173,72280,1000,0,0,0,0,3884,3884,1165,1165,0,0,466,,,,,,,,,,,,,,,,,,,,,,
174,73282,1000,0,0,0,0,3930,3930,1179,1179,0,0,472,,,,,,,,,,,,,,,,,,,,,,
175,74285,1000,0,0,0,0,3977,3977,1193,1193,0,0,477,,,,,,,,,,,,,,,,,,,,,,
176,75287,1000,0,0,0,0,4024,4024,1207,1207,0,0,483,,,,,,,,,,,,,,,,,,,,,,
177,76336,1000,0,0,0,0,4073,4073,1222,1222,0,0,489,,,,,,,,,,,,,,,,,,,,,,
178,77385,1000,0,0,0,0,4122,4122,1237,1237,0,0,495,,,,,,,,,,,,,,,,,,,,,,
179,78435,1000,0,0,0,0,4171,4171,1251,1251,0,0,500,,,,,,,,,,,,,,,,,,,,,,
180,79484,1000,0,0,0,0,4220,4220,1266,1266,0,0,506,,,,,,,,,,,,,,,,,,,,,,
181,80533,1000,0,0,0,0,4269,4269,1281,1281,0,0,512,,,,,,,,,,,,,,,,,,,,,,
182,81630,1000,0,0,0,0,4320,4320,1296,1296,0,0,518,,,,,,,,,,,,,,,,,,,,,,
183,82727,1000,0,0,0,0,4371,4371,1311,1311,0,0,524,,,,,,,,,,,,,,,,,,,,,,
184,83824,1000,0,0,0,0,4422,4422,1327,1327,0,0,531,,,,,,,,,,,,,,,,,,,,,,
185,84921,1000,0,0,0,0,4473,4473,1342,1342,0,0,537,,,,,,,,,,,,,,,,,,,,,,
186,86018,1000,0,0,0,0,4524,4524,1357,1357,0,0,543,,,,,,,,,,,,,,,,,,,,,,
187,87164,1000,0,0,0,0,4577,4577,1373,1373,0,0,549,,,,,,,,,,,,,,,,,,,,,,
188,88310,1000,0,0,0,0,4631,4631,1389,1389,0,0,556,,,,,,,,,,,,,,,,,,,,,,
189,89455,1000,0,0,0,0,4684,4684,1405,1405,0,0,562,,,,,,,,,,,,,,,,,,,,,,
190,90601,1000,0,0,0,0,4738,4738,1421,1421,0,0,569,,,,,,,,,,,,,,,,,,,,,,
191,91747,1000,0,0,0,0,4791,4791,1437,1437,0,0,575,,,,,,,,,,,,,,,,,,,,,,
192,92943,1000,0,0,0,0,4847,4847,1454,1454,0,0,582,,,,,,,,,,,,,,,,,,,,,,
193,94138,1000,0,0,0,0,4902,4902,1471,1471,0,0,588,,,,,,,,,,,,,,,,,,,,,,
194,95334,1000,0,0,0,0,4958,4958,1487,1487,0,0,595,,,,,,,,,,,,,,,,,,,,,,
195,96529,1000,0,0,0,0,5013,5013,1504,1504,0,0,601,,,,,,,,,,,,,,,,,,,,,,
196,97725,1000,0,0,0,0,5069,5069,1521,1521,0,0,608,,,,,,,,,,,,,,,,,,,,,,
197,98972,1000,0,0,0,0,5127,5127,1538,1538,0,0,615,,,,,,,,,,,,,,,,,,,,,,
198,100218,1000,0,0,0,0,5185,5185,1555,1555,0,0,622,,,,,,,,,,,,,,,,,,,,,,
199,101465,1000,0,0,0,0,5242,5242,1573,1573,0,0,629,,,,,,,,,,,,,,,,,,,,,,
200,102711,1000,0,0,0,0,5300,5300,1590,1590,0,0,636,,,,,,,,,,,,,,,,,,,,,,
201,103958,1000,0,0,0,0,5358,5358,1607,1607,0,0,643,,,,,,,,,,,,,,,,,,,,,,
202,105257,1000,0,0,0,0,5418,5418,1625,1625,0,0,650,,,,,,,,,,,,,,,,,,,,,,
203,106556,1000,0,0,0,0,5478,5478,1643,1643,0,0,657,,,,,,,,,,,,,,,,,,,,,,
204,107854,1000,0,0,0,0,5539,5539,1662,1662,0,0,665,,,,,,,,,,,,,,,,,,,,,,
205,109153,1000,0,0,0,0,5599,5599,1680,1680,0,0,672,,,,,,,,,,,,,,,,,,,,,,
206,110452,1000,0,0,0,0,5659,5659,1698,1698,0,0,679,,,,,,,,,,,,,,,,,,,,,,
207,111804,1000,0,0,0,0,5722,5722,1717,1717,0,0,687,,,,,,,,,,,,,,,,,,,,,,
208,113156,1000,0,0,0,0,5785,5785,1736,1736,0,0,694,,,,,,,,,,,,,,,,,,,,,,
209,114508,1000,0,0,0,0,5847,5847,1754,1754,0,0,702,,,,,,,,,,,,,,,,,,,,,,
210,115860,1000,0,0,0,0,5910,5910,1773,1773,0,0,709,,,,,,,,,,,,,,,,,,,,,,
211,117212,1000,0,0,0,0,5973,5973,1792,1792,0,0,717,,,,,,,,,,,,,,,,,,,,,,
212,118618,1000,0,0,0,0,6038,6038,1812,1812,0,0,725,,,,,,,,,,,,,,,,,,,,,,
213,120024,1000,0,0,0,0,6103,6103,1831,1831,0,0,733,,,,,,,,,,,,,,,,,,,,,,
214,121431,1000,0,0,0,0,6169,6169,1851,1851,0,0,740,,,,,,,,,,,,,,,,,,,,,,
215,122837,1000,0,0,0,0,6234,6234,1870,1870,0,0,748,,,,,,,,,,,,,,,,,,,,,,
216,124243,1000,0,0,0,0,6299,6299,1890,1890,0,0,756,,,,,,,,,,,,,,,,,,,,,,
217,125704,1000,0,0,0,0,6367,6367,1910,1910,0,0,764,,,,,,,,,,,,,,,,,,,,,,
218,127166,1000,0,0,0,0,6435,6435,1930,1930,0,0,772,,,,,,,,,,,,,,,,,,,,,,
219,128627,1000,0,0,0,0,6502,6502,1951,1951,0,0,781,,,,,,,,,,,,,,,,,,,,,,
220,130089,1000,0,0,0,0,6570,6570,1971,1971,0,0,789,,,,,,,,,,,,,,,,,,,,,,
221,131550,1000,0,0,0,0,6638,6638,1991,1991,0,0,797,,,,,,,,,,,,,,,,,,,,,,
222,133068,1000,0,0,0,0,6708,6708,2012,2012,0,0,805,,,,,,,,,,,,,,,,,,,,,,
223,134586,1000,0,0,0,0,6779,6779,2033,2033,0,0,814,,,,,,,,,,,,,,,,,,,,,,
224,136103,1000,0,0,0,0,6849,6849,2055,2055,0,0,822,,,,,,,,,,,,,,,,,,,,,,
225,137621,1000,0,0,0,0,6920,6920,2076,2076,0,0,831,,,,,,,,,,,,,,,,,,,,,,
226,139139,1000,0,0,0,0,6990,6990,2097,2097,0,0,839,,,,,,,,,,,,,,,,,,,,,,
227,140714,1000,0,0,0,0,7063,7063,2119,2119,0,0,848,,,,,,,,,,,,,,,,,,,,,,
228,142290,1000,0,0,0,0,7136,7136,2141,2141,0,0,857,,,,,,,,,,,,,,,,,,,,,,
229,143865,1000,0,0,0,0,7209,7209,2162,2162,0,0,865,,,,,,,,,,,,,,,,,,,,,,
230,145441,1000,0,0,0,0,7282,7282,2184,2184,0,0,874,,,,,,,,,,,,,,,,,,,,,,
231,147016,1000,0,0,0,0,7355,7355,2206,2206,0,0,883,,,,,,,,,,,,,,,,,,,,,,
232,148650,1000,0,0,0,0,7431,7431,2229,2229,0,0,892,,,,,,,,,,,,,,,,,,,,,,
233,150284,1000,0,0,0,0,7507,7507,2252,2252,0,0,901,,,,,,,,,,,,,,,,,,,,,,
234,151918,1000,0,0,0,0,7582,7582,2274,2274,0,0,910,,,,,,,,,,,,,,,,,,,,,,
235,153552,1000,0,0,0,0,7658,7658,2297,2297,0,0,919,,,,,,,,,,,,,,,,,,,,,,
236,155186,1000,0,0,0,0,7734,7734,2320,2320,0,0,928,,,,,,,,,,,,,,,,,,,,,,
237,156880,1000,0,0,0,0,7812,7812,2344,2344,0,0,937,,,,,,,,,,,,,,,,,,,,,,
238,158573,1000,0,0,0,0,7891,7891,2367,2367,0,0,947,,,,,,,,,,,,,,,,,,,,,,
239,160267,1000,0,0,0,0,7969,7969,2391,2391,0,0,956,,,,,,,,,,,,,,,,,,,,,,
240,161960,1000,0,0,0,0,8048,8048,2414,2414,0,0,966,,,,,,,,,,,,,,,,,,,,,,
241,163654,1000,0,0,0,0,8126,8126,2438,2438,0,0,975,,,,,,,,,,,,,,,,,,,,,,
242,165408,1000,0,0,0,0,8207,8207,2462,2462,0,0,985,,,,,,,,,,,,,,,,,,,,,,
243,167162,1000,0,0,0,0,8289,8289,2487,2487,0,0,995,,,,,,,,,,,,,,,,,,,,,,
244,168917,1000,0,0,0,0,8370,8370,2511,2511,0,0,1004,,,,,,,,,,,,,,,,,,,,,,
245,170671,1000,0,0,0,0,8452,8452,2536,2536,0,0,1014,,,,,,,,,,,,,,,,,,,,,,
246,172425,1000,0,0,0,0,8533,8533,2560,2560,0,0,1024,,,,,,,,,,,,,,,,,,,,,,
