变量名,levelStart,levelEnd,group,res,boss,monsters,weight,backGround
1136,,,2,config/item/icon_3tfl2.png,<53>,<3282;2633;2961;1443;53;1612>,,
1137,,,2,config/item/icon_3tfl2.png,<2963>,<11;3341;1862;2302;2963;1442>,,
1138,,,2,config/item/icon_3tfl2.png,<552>,<2923;801;1443;2632;552;91>,,
1139,,,2,config/item/icon_3tfl2.png,<2612>,<11;3282;3502;3341;2612;3411>,,
1140,,,2,config/item/icon_3tfl2.png,<271>,<3431;3432;3281;2924;271;91>,,
1141,,,2,config/item/icon_3tfl2.png,<2923>,<52;372;2;691;2923;2612>,,
1142,,,2,config/item/icon_3tfl2.png,<2483>,<2301;2071;3291;2591;2483;3291>,,
1143,,,2,config/item/icon_3tfl2.png,<2633>,<792;272;783;2681;2633;781>,,
1144,,,2,config/item/icon_3tfl2.png,<472>,<372;783;691;3291;472;3282>,,
1145,,,2,config/item/icon_3tfl2.png,<2922>,<691;53;3502;692;2922;1862>,,
1146,,,2,config/item/icon_3tfl2.png,<2963>,<792;271;2631;22;2963;2681>,,
1147,,,2,config/item/icon_3tfl2.png,<273>,<2871;91;1863;482;273;302>,,
1148,,,2,config/item/icon_3tfl2.png,<801>,<3432;2612;3413;2272;801;471>,,
1149,,,2,config/item/icon_3tfl2.png,<2633>,<1;302;2011;372;2633;1442>,,
1150,,,2,config/item/icon_3tfl2.png,<3411>,<3411;781;551;2822;3411;302>,,
1151,,,2,config/item/icon_3tfl2.png,<53>,<372;52;472;2631;53;2962>,,
1152,,,2,config/item/icon_3tfl2.png,<3>,<2961;273;1442;1443;3;2961>,,
1153,,,2,config/item/icon_3tfl2.png,<2612>,<282;23;91;2633;2612;3283>,,
1154,,,2,config/item/icon_3tfl2.png,<2013>,<2873;3471;1;2611;2013;3471>,,
1155,,,2,config/item/icon_3tfl2.png,<2682>,<781;1172;21;13;2682;3011>,,
1156,,,2,config/item/icon_3tfl2.png,<1841>,<1841;3;2683;51;1841;492>,,
1157,,,2,config/item/icon_3tfl2.png,<3431>,<782;3411;2681;272;3431;2481>,,
1158,,,2,config/item/icon_3tfl2.png,<3511>,<2923;3412;2924;52;3511;783>,,
1159,,,2,config/item/icon_3tfl2.png,<2631>,<802;552;51;2482;2631;3501>,,
1160,,,2,config/item/icon_3tfl2.png,<3283>,<52;2;481;1171;3283;552>,,
1161,,,2,config/item/icon_3tfl2.png,<2272>,<3471;803;2961;372;2272;13>,,
1162,,,2,config/item/icon_3tfl2.png,<482>,<371;2011;2611;2611;482;552>,,
1163,,,2,config/item/icon_3tfl2.png,<2592>,<51;793;371;272;2592;3502>,,
1164,,,2,config/item/icon_3tfl2.png,<3431>,<1861;3502;271;481;3431;3281>,,
1165,,,2,config/item/icon_3tfl2.png,<1841>,<283;1612;471;464;1841;492>,,
1166,,,2,config/item/icon_3tfl2.png,<782>,<2012;3011;1611;2924;782;53>,,
1167,,,2,config/item/icon_3tfl2.png,<782>,<3283;783;3411;793;782;2302>,,
1168,,,2,config/item/icon_3tfl2.png,<482>,<283;22;301;371;482;3282>,,
1169,,,2,config/item/icon_3tfl2.png,<1841>,<3411;1442;2681;2011;1841;12>,,
1170,,,2,config/item/icon_3tfl2.png,<2>,<2961;372;281;481;2;2302>,,
1171,,,2,config/item/icon_3tfl2.png,<3432>,<3293;3411;2873;2962;3432;372>,,
1172,,,2,config/item/icon_3tfl2.png,<2271>,<3;2632;3412;2593;2271;372>,,
1173,,,2,config/item/icon_3tfl2.png,<1443>,<21;1;461;2961;1443;282>,,
1174,,,2,config/item/icon_3tfl2.png,<801>,<2013;3282;1;372;801;482>,,
1175,,,2,config/item/icon_3tfl2.png,<2071>,<91;2922;2681;3413;2071;2301>,,
1176,,,2,config/item/icon_3tfl2.png,<2073>,<2871;11;492;2921;2073;1611>,,
1177,,,2,config/item/icon_3tfl2.png,<13>,<551;2481;2591;1172;13;2631>,,
1178,,,2,config/item/icon_3tfl2.png,<482>,<2962;2483;283;3012;482;3511>,,
1179,,,2,config/item/icon_3tfl2.png,<1861>,<2961;2483;3412;2924;1861;2822>,,
1180,,,2,config/item/icon_3tfl2.png,<282>,<491;2593;464;2073;282;2872>,,
1181,,,2,config/item/icon_3tfl2.png,<803>,<1841;11;2922;1442;803;482>,,
1182,,,2,config/item/icon_3tfl2.png,<272>,<2922;2;2961;1172;272;2681>,,
1183,,,2,config/item/icon_3tfl2.png,<302>,<2963;53;3281;13;302;1841>,,
1184,,,2,config/item/icon_3tfl2.png,<793>,<52;1441;2272;801;793;802>,,
1185,,,2,config/item/icon_3tfl2.png,<461>,<21;2961;2682;52;461;3413>,,
1186,,,2,config/item/icon_3tfl2.png,<3293>,<12;2271;3012;3012;3293;2612>,,
1187,,,2,config/item/icon_3tfl2.png,<791>,<2962;3432;1172;792;791;281>,,
1188,,,2,config/item/icon_3tfl2.png,<471>,<472;2872;1841;3011;471;792>,,
1189,,,2,config/item/icon_3tfl2.png,<3502>,<2873;691;2301;2301;3502;2681>,,
1190,,,2,config/item/icon_3tfl2.png,<283>,<2073;2873;2821;3011;283;2592>,,
1191,,,2,config/item/icon_3tfl2.png,<273>,<2633;472;1863;1443;273;3291>,,
1192,,,2,config/item/icon_3tfl2.png,<283>,<793;2302;302;2;283;3283>,,
1193,,,2,config/item/icon_3tfl2.png,<2591>,<793;3342;3342;3292;2591;52>,,
1194,,,2,config/item/icon_3tfl2.png,<23>,<1612;491;3412;22;23;3291>,,
1195,,,2,config/item/icon_3tfl2.png,<2271>,<3341;12;1611;282;2271;3341>,,
1196,,,2,config/item/icon_3tfl2.png,<552>,<2632;2681;3341;2872;552;3282>,,
1197,,,2,config/item/icon_3tfl2.png,<21>,<271;281;272;91;21;3432>,,
1198,,,2,config/item/icon_3tfl2.png,<51>,<1862;1;2072;2071;51;551>,,
1199,,,2,config/item/icon_3tfl2.png,<2612>,<3412;1442;2631;491;2612;691>,,
1200,,,2,config/item/icon_3tfl2.png,<3511>,<802;3293;1443;791;3511;3293>,,
1201,,,2,config/item/icon_3tfl2.png,<2013>,<2922;2483;282;302;2013;2631>,,
1202,,,2,config/item/icon_3tfl2.png,<2683>,<3411;2272;492;23;2683;301>,,
1203,,,2,config/item/icon_3tfl2.png,<23>,<3292;2013;2631;3011;23;1171>,,
1204,,,2,config/item/icon_3tfl2.png,<272>,<793;3413;1442;302;272;3342>,,
1205,,,2,config/item/icon_3tfl2.png,<1441>,<2591;3412;1171;803;1441;3283>,,
1206,,,2,config/item/icon_3tfl2.png,<23>,<2682;802;482;23;23;552>,,
1207,,,2,config/item/icon_3tfl2.png,<3412>,<2682;2682;372;552;3412;3472>,,
1208,,,2,config/item/icon_3tfl2.png,<2633>,<21;3282;2681;1171;2633;3511>,,
1209,,,2,config/item/icon_3tfl2.png,<781>,<3342;791;23;2821;781;2922>,,
1210,,,2,config/item/icon_3tfl2.png,<552>,<91;482;2822;2633;552;2302>,,
1211,,,2,config/item/icon_3tfl2.png,<2482>,<1441;2481;2012;3412;2482;3432>,,
1212,,,2,config/item/icon_3tfl2.png,<2271>,<2961;1861;2821;2681;2271;3411>,,
1213,,,2,config/item/icon_3tfl2.png,<782>,<2963;801;2013;472;782;803>,,
1214,,,2,config/item/icon_3tfl2.png,<793>,<692;53;2592;2072;793;2593>,,
1215,,,2,config/item/icon_3tfl2.png,<2681>,<2871;53;22;2633;2681;782>,,
1216,,,2,config/item/icon_3tfl2.png,<2612>,<1841;2012;1443;1862;2612;2632>,,
1217,,,2,config/item/icon_3tfl2.png,<3411>,<2;2013;1863;3341;3411;3281>,,
1218,,,2,config/item/icon_3tfl2.png,<3411>,<801;3293;2302;11;3411;2631>,,
1219,,,2,config/item/icon_3tfl2.png,<782>,<2962;801;2924;464;782;3432>,,
1220,,,2,config/item/icon_3tfl2.png,<2072>,<3411;2;2821;371;2072;2012>,,
1221,,,2,config/item/icon_3tfl2.png,<2962>,<2483;283;782;3412;2962;2592>,,
1222,,,2,config/item/icon_3tfl2.png,<791>,<2923;2611;2822;2681;791;1861>,,
1223,,,2,config/item/icon_3tfl2.png,<1443>,<464;2072;23;691;1443;3472>,,
1224,,,2,config/item/icon_3tfl2.png,<2871>,<2612;802;803;11;2871;3342>,,
1225,,,2,config/item/icon_3tfl2.png,<3>,<491;1;3412;2302;3;2011>,,
1226,,,2,config/item/icon_3tfl2.png,<3412>,<13;2612;93;1;3412;2871>,,
1227,,,2,config/item/icon_3tfl2.png,<22>,<1612;3;301;2272;22;3411>,,
1228,,,2,config/item/icon_3tfl2.png,<1863>,<2301;1172;51;461;1863;2482>,,
1229,,,2,config/item/icon_3tfl2.png,<2821>,<2632;3342;3472;792;2821;781>,,
1230,,,2,config/item/icon_3tfl2.png,<3471>,<2301;472;3283;51;3471;12>,,
1231,,,2,config/item/icon_3tfl2.png,<2633>,<12;1863;3;1862;2633;3412>,,
1232,,,2,config/item/icon_3tfl2.png,<91>,<2073;281;2822;2873;91;3431>,,
1233,,,2,config/item/icon_3tfl2.png,<2962>,<281;1;13;783;2962;1611>,,
1234,,,2,config/item/icon_3tfl2.png,<2871>,<792;552;2591;802;2871;482>,,
1235,,,2,config/item/icon_3tfl2.png,<464>,<93;2612;552;2073;464;51>,,
1236,,,2,config/item/icon_3tfl2.png,<2482>,<471;3413;301;3292;2482;3501>,,
1237,,,2,config/item/icon_3tfl2.png,<472>,<2963;2963;2592;302;472;801>,,
1238,,,2,config/item/icon_3tfl2.png,<3511>,<781;461;1612;2271;3511;13>,,
1239,,,2,config/item/icon_3tfl2.png,<2012>,<3342;3293;371;1862;2012;2611>,,
1240,,,2,config/item/icon_3tfl2.png,<1172>,<3472;3021;1863;22;1172;2012>,,
1241,,,3,config/item/icon_3ttdc3.png,<1292>,<2482;803;1291;263;1292;3501>,,
1242,,,3,config/item/icon_3ttdc3.png,<3511>,<2483;3142;3631;52;3511;283>,,
1243,,,3,config/item/icon_3ttdc3.png,<691>,<1;3303;1863;2302;691;3431>,,
1244,,,3,config/item/icon_3ttdc3.png,<1312>,<691;3002;1393;461;1312;3141>,,
1245,,,3,config/item/icon_3ttdc3.png,<2073>,<3432;782;3021;3003;2073;273>,,
1246,,,3,config/item/icon_3ttdc3.png,<273>,<472;263;2632;1811;273;1443>,,
1247,,,3,config/item/icon_3ttdc3.png,<1253>,<602;2482;602;2482;1253;272>,,
1248,,,3,config/item/icon_3ttdc3.png,<13>,<2633;2481;1391;262;13;803>,,
1249,,,3,config/item/icon_3ttdc3.png,<13>,<721;2013;3511;52;13;3303>,,
1250,,,3,config/item/icon_3ttdc3.png,<3353>,<2873;261;3631;741;3353;1251>,,
1251,,,3,config/item/icon_3ttdc3.png,<461>,<782;2593;3431;3411;461;3003>,,
1252,,,3,config/item/icon_3ttdc3.png,<481>,<3411;803;2013;1422;481;592>,,
1253,,,3,config/item/icon_3ttdc3.png,<263>,<3283;3021;23;13;263;461>,,
1254,,,3,config/item/icon_3ttdc3.png,<3281>,<1241;2;1612;1251;3281;2871>,,
1255,,,3,config/item/icon_3ttdc3.png,<1081>,<2722;91;1252;283;1081;1502>,,
1256,,,3,config/item/icon_3ttdc3.png,<2631>,<783;3501;1443;2924;2631;263>,,
1257,,,3,config/item/icon_3ttdc3.png,<551>,<2723;481;1312;571;551;2821>,,
1258,,,3,config/item/icon_3ttdc3.png,<603>,<1861;2272;1292;464;603;482>,,
1259,,,3,config/item/icon_3ttdc3.png,<2962>,<2302;481;3351;3142;2962;2301>,,
1260,,,3,config/item/icon_3ttdc3.png,<3631>,<2923;3291;793;2272;3631;1082>,,
1261,,,3,config/item/icon_3ttdc3.png,<1841>,<2873;333;3432;2073;1841;301>,,
1262,,,3,config/item/icon_3ttdc3.png,<3012>,<1861;591;3502;1293;3012;3>,,
1263,,,3,config/item/icon_3ttdc3.png,<2922>,<271;1241;803;2871;2922;261>,,
1264,,,3,config/item/icon_3ttdc3.png,<3>,<2591;393;1392;472;3;3341>,,
1265,,,3,config/item/icon_3ttdc3.png,<3342>,<2871;1501;13;371;3342;1292>,,
1266,,,3,config/item/icon_3ttdc3.png,<263>,<552;3292;2;2721;263;802>,,
1267,,,3,config/item/icon_3ttdc3.png,<2821>,<1241;3002;601;2071;2821;2722>,,
1268,,,3,config/item/icon_3ttdc3.png,<2633>,<372;481;2272;331;2633;1503>,,
1269,,,3,config/item/icon_3ttdc3.png,<261>,<1423;2871;1291;1252;261;753>,,
1270,,,3,config/item/icon_3ttdc3.png,<331>,<572;1171;1312;571;331;1071>,,
1271,,,3,config/item/icon_3ttdc3.png,<471>,<3301;603;3281;91;471;2631>,,
1272,,,3,config/item/icon_3ttdc3.png,<51>,<3342;2631;1292;2;51;1313>,,
1273,,,3,config/item/icon_3ttdc3.png,<1171>,<1392;471;1863;781;1171;12>,,
1274,,,3,config/item/icon_3ttdc3.png,<1863>,<91;1081;262;3281;1863;11>,,
1275,,,3,config/item/icon_3ttdc3.png,<1862>,<282;602;372;1313;1862;332>,,
1276,,,3,config/item/icon_3ttdc3.png,<2483>,<2271;3143;481;2682;2483;3472>,,
1277,,,3,config/item/icon_3ttdc3.png,<3412>,<2011;283;1312;2302;3412;631>,,
1278,,,3,config/item/icon_3ttdc3.png,<23>,<2073;3431;3303;2873;23;793>,,
1279,,,3,config/item/icon_3ttdc3.png,<263>,<1231;2873;1612;721;263;272>,,
1280,,,3,config/item/icon_3ttdc3.png,<2302>,<721;1082;2821;2592;2302;2963>,,
1281,,,3,config/item/icon_3ttdc3.png,<2302>,<2482;882;3301;3292;2302;883>,,
1282,,,3,config/item/icon_3ttdc3.png,<1171>,<3293;1441;2681;282;1171;491>,,
1283,,,3,config/item/icon_3ttdc3.png,<1312>,<2633;3353;552;3003;1312;3341>,,
1284,,,3,config/item/icon_3ttdc3.png,<332>,<333;3472;3001;2681;332;3283>,,
1285,,,3,config/item/icon_3ttdc3.png,<3292>,<753;2723;753;21;3292;3472>,,
1286,,,3,config/item/icon_3ttdc3.png,<1422>,<691;464;491;301;1422;13>,,
1287,,,3,config/item/icon_3ttdc3.png,<591>,<3291;2072;3501;3302;591;2922>,,
1288,,,3,config/item/icon_3ttdc3.png,<731>,<3342;1443;3301;2072;731;1394>,,
1289,,,3,config/item/icon_3ttdc3.png,<1812>,<3303;1081;2961;3411;1812;282>,,
1290,,,3,config/item/icon_3ttdc3.png,<1423>,<2924;471;1;3502;1423;2611>,,
1291,,,3,config/item/icon_3ttdc3.png,<2011>,<51;1394;1313;1292;2011;1611>,,
1292,,,3,config/item/icon_3ttdc3.png,<2012>,<1253;1292;3631;3353;2012;2301>,,
