变量名,gateID,extraVersion,_beizhu,itemID,itemCount,weightMin,weightMax,firstWeight,weightMin_tw,weightMax_tw,firstWeight_tw
8040,10604,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Longtan Tiger Cave 6-4) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8041,10605,1,( Drop item 1 additional drop blue shopping coupon ) ( Longtan Tiger Cave 6-5) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8042,10606,1,( Drop item 1 additional drop blue shopping coupon ) ( Longtan Tiger Cave 6-6) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8043,10607,1,( Drop item 1 additional drop blue shopping coupon ) ( Longtan Tiger Cave 6-7) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8044,10608,1,( Drop item 1 additional drop blue shopping coupon ) ( Longtan Tiger Cave 6-8) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8045,10609,1,( Drop item 1 additional drop blue shopping coupon ) ( Longtan Tiger Cave 6-9) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8046,10610,1,( Drop item 1 additionally drops blue shopping coupon ) ( Longtan Tiger Cave 6-10) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8047,10701,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Thousands of troops 7-1) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8048,10702,1,( Drop item 1 additionally drops blue shopping coupon ) ( Thousands of troops 7-2) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8049,10703,1,( Drop item 1 additionally drops blue shopping coupon ) ( Thousands of troops 7-3) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8050,10704,1,( Drop item 1 additionally drops blue shopping coupon ) ( Thousands of troops 7-4) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8051,10705,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Thousands of troops 7-5) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8052,10706,1,( Drop item 1 additionally drops blue shopping coupon ) ( Thousands of troops 7-6) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8053,10707,1,( Drop item 1 additionally drops blue shopping coupon ) ( Thousands of troops 7-7) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8054,10708,1,( Drop item 1 additionally drops blue shopping coupon ) ( Thousands of troops 7-8) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8055,10709,1,( Drop item 1 additionally drops blue shopping coupon ) ( Thousands of troops 7-9) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8056,10710,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Thousands of troops 7-10) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8057,10801,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Life from Desperation 8-1) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8058,10802,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Life from Desperation 8-2) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8059,10803,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Life from Desperation 8-3) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8060,10804,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Life from Desperation 8-4) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8061,10805,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Life from Desperation 8-5) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8062,10806,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Life from Desperation 8-6) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8063,10807,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Life from Desperation 8-7) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8064,10808,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Life from Desperation 8-8) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8065,10809,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Life from Desperation 8-9) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8066,10810,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Life from Desperation 8-10) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8067,10901,1,( Drop item 1 additional drop blue shopping coupon ) ( victory is in sight 9-1) ( normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8068,10902,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Victory is in sight 9-2) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8069,10903,1,( Drop item 1 additional drop blue shopping coupon ) ( Victory is in sight 9-3) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8070,10904,1,( Drop item 1 additional drop blue shopping coupon ) ( victory is in sight 9-4) ( normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8071,10905,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Victory is in sight 9-5) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8072,10906,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Victory is in sight 9-6) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8073,10907,1,( Drop item 1 additional drop blue shopping coupon ) ( victory is in sight 9-7) ( normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8074,10908,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Victory is in sight 9-8) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8075,10909,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Victory is in sight 9-9) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8076,10910,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Victory is in sight 9-10) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8077,11001,1,( Drop item 1 additionally drops blue shopping coupon ) ( Glory of the past 10-1) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8078,11002,1,( Drop item 1 additionally drops blue shopping coupon ) ( Glory of the past 10-2) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8079,11003,1,( Drop item 1 additionally drops blue shopping coupon ) ( Glory of the past 10-3) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8080,11004,1,( Drop item 1 additionally drops blue shopping coupon ) ( Glory of the past 10-4) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8081,11005,1,( Drop item 1 additionally drops blue shopping coupon ) ( Glory of the past 10-5) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8082,11006,1,( Drop item 1 additionally drops blue shopping coupon ) ( Glory of the past 10-6) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8083,11007,1,( Drop item 1 additionally drops blue shopping coupon ) ( Glory of the past 10-7) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8084,11008,1,( Drop item 1 additionally drops blue shopping coupon ) ( Glory of the past 10-8) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8085,11009,1,( Drop item 1 additionally drops blue shopping coupon ) ( Glory of the past 10-9) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8086,11010,1,( Drop item 1 additionally drops blue shopping coupon ) ( Glory of the past 10-10) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8087,11101,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Declaration of Decisive Battle 11-1) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8088,11102,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Declaration of Decisive Battle 11-2) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8089,11103,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Declaration of Decisive Battle 11-3) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8090,11104,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Declaration of Decisive Battle 11-4) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8091,11105,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Declaration of Decisive Battle 11-5) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8092,11106,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Declaration of Decisive Battle 11-6) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8093,11107,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( declaration of decisive battle 11-7) ( normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8094,11108,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Declaration of Decisive Battle 11-8) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8095,11109,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( declaration of decisive battle 11-9) ( normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8096,11110,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( declaration of decisive battle 11-10) ( normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8097,11201,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Bai Mi Yi Shu 12-1) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8098,11202,1,( Drop item 1 additionally drops blue shopping coupon ) ( Bai Mi Yi Shu 12-2) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8099,11203,1,( Drop item 1 additionally drops blue shopping coupon ) ( Bai Mi Yi Shu 12-3) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8100,11204,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Bai Mi Yi Shu 12-4) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8101,11205,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Bai Mi Yi Shu 12-5) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8102,11206,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Bai Mi Yi Shu 12-6) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8103,11207,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Bai Mi Yi Shu 12-7) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8104,11208,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Bai Mi Yi Shu 12-8) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8105,11209,1,( Drop item 1 additionally drops blue shopping coupon ) ( Bai Mi Yi Shu 12-9) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8106,11210,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Bai Mi Yi Shu 12-10) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8107,11301,1,( Drop item 1 additional drop blue shopping coupon ) ( Regroup 13-1) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8108,11302,1,( Drop item 1 additional drop blue shopping coupon ) ( Regroup 13-2) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8109,11303,1,( Drop item 1 additional drop blue shopping coupon ) ( Regroup 13-3) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8110,11304,1,( Drop item 1 additional drop blue shopping coupon ) ( Regroup 13-4) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8111,11305,1,( Drop item 1 additional drop blue shopping coupon ) ( Regroup 13-5) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8112,11306,1,( Drop item 1 additional drop blue shopping coupon ) ( Regroup 13-6) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8113,11307,1,( Drop item 1 additional drop blue shopping coupon ) ( Regroup 13-7) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8114,11308,1,( Drop item 1 additional drop blue shopping coupon ) ( Regroup 13-8) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8115,11309,1,( Drop item 1 additional drop blue shopping coupon ) ( Regroup 13-9) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8116,11310,1,( Drop item 1 additionally drops blue shopping coupon ) ( Regroup 13-10) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8117,11401,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Bones 14-1) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8118,11402,1,( Drop item 1 additionally drops blue shopping coupon ) ( Bones 14-2) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8119,11403,1,( Drop item 1 additionally drops blue shopping coupon ) ( Bones 14-3) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8120,11404,1,( Drop item 1 additionally drops blue shopping coupon ) ( Bones 14-4) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8121,11405,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Bones 14-5) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8122,11406,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Bones 14-6) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8123,11407,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Bones 14-7) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8124,11408,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Bones 14-8) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8125,11409,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Bones 14-9) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8126,11410,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Bones 14-10) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8127,11501,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( 15-1 Yuanjia Road Narrow) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8128,11502,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Yuanjialuzhai 15-2) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8129,11503,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( 15-3 Yuanjia Road Narrow) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8130,11504,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Yuanjialuzhai 15-4) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8131,11505,1,"( Drop item 1 will additionally drop a blue shopping coupon ) ( 15-5 , Yuanjia Road Narrow) ( Normal level )",6301,1,0.35,0.55,0,0.35,0.55,0
8132,11506,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Yuanjialuzhai 15-6) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8133,11507,1,"( Drop item 1 will additionally drop a blue shopping coupon ) ( 15-7 , Yuanjia Road Narrow) ( Normal level )",6301,1,0.35,0.55,0,0.35,0.55,0
8134,11508,1,"( Drop item 1 will additionally drop a blue shopping coupon ) ( 15-8 , Yuanjia Road Narrow) ( Normal level )",6301,1,0.35,0.55,0,0.35,0.55,0
8135,11509,1,"( Drop item 1 will additionally drop a blue shopping coupon ) ( 15-9 , Yuanjia Road Narrow) ( Normal level )",6301,1,0.35,0.55,0,0.35,0.55,0
8136,11510,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Encounter Road Narrow 15-10) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8137,11601,1,( Drop item 1 additional drop blue shopping coupon ) ( Miracle Cliff 16-1) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8138,11602,1,( Drop item 1 additional drop blue shopping coupon ) ( Miracle Cliff 16-2) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8139,11603,1,( Drop item 1 additional drop blue shopping coupon ) ( Miracle Cliff 16-3) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8140,11604,1,( Drop item 1 additional drop blue shopping coupon ) ( Miracle Cliff 16-4) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8141,11605,1,( Drop item 1 additional drop blue shopping coupon ) ( Miracle Cliff 16-5) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8142,11606,1,( Drop item 1 additional drop blue shopping coupon ) ( Miracle Cliff 16-6) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8143,11607,1,( Drop item 1 additionally drops blue shopping coupon ) ( Miracle Cliff 16-7) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8144,11608,1,( Drop item 1 additional drop blue shopping coupon ) ( Miracle Cliff 16-8) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8145,11609,1,( Drop item 1 additional drop blue shopping coupon ) ( Miracle Cliff 16-9) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8146,11610,1,( Drop item 1 additional drop blue shopping coupon ) ( Miracle Cliff 16-10) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8147,11701,1,( Drop item 1 additional drop blue shopping coupon ) ( Dragon Graveyard 17-1) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8148,11702,1,( Drop item 1 additionally drops blue shopping coupon ) ( Dragon Graveyard 17-2) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8149,11703,1,( Drop item 1 additionally drops blue shopping coupon ) ( Dragon Graveyard 17-3) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8150,11704,1,( Drop item 1 additional drop blue shopping coupon ) ( Dragon Graveyard 17-4) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8151,11705,1,( Drop item 1 additional drop blue shopping coupon ) ( Dragon Graveyard 17-5) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8152,11706,1,( Drop item 1 additional drop blue shopping coupon ) ( Dragon Graveyard 17-6) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8153,11707,1,( Drop item 1 additional drop blue shopping coupon ) ( Dragon Graveyard 17-7) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8154,11708,1,( Drop item 1 additionally drops blue shopping coupon ) ( Dragon Graveyard 17-8) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8155,11709,1,( Drop item 1 additional drop blue shopping coupon ) ( Dragon Graveyard 17-9) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8156,11710,1,( Drop item 1 additional drop blue shopping coupon ) ( Dragon Graveyard 17-10) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8157,11801,1,( Drop item 1 additional drop blue shopping coupon ) ( Immortal Peak 18-1) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8158,11802,1,( Drop item 1 additional drop blue shopping coupon ) ( Immortal Peak 18-2) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8159,11803,1,( Drop item 1 will additionally drop a blue shopping coupon ) ( Immortal Peak 18-3) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8160,11804,1,( Drop item 1 additional drop blue shopping coupon ) ( Immortal Peak 18-4 ) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8161,11805,1,( Drop item 1 additionally drops blue shopping coupon ) ( Immortal Peak 18-5 ) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8162,11806,1,( Drop item 1 additionally drops blue shopping coupon ) ( Immortal Peak 18-6 ) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8163,11807,1,( Drop item 1 additionally drops blue shopping coupon ) ( Immortal Peak 18-7 ) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8164,11808,1,( Drop item 1 additionally drops blue shopping coupon ) ( Immortal Peak 18-8) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8165,11809,1,( Drop item 1 additional drop blue shopping coupon ) ( Immortal Peak 18-9 ) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8166,11810,1,( Drop item 1 additionally drops blue shopping coupon ) ( Immortal Peak 18-10 ) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8167,11901,1,( Drop item 1 additional drop blue shopping coupon ) ( Victory obsession 19-1) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8168,11902,1,( Drop item 1 additional drop blue shopping coupon ) ( Victory obsession 19-2) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8169,11903,1,( Drop item 1 additional drop blue shopping coupon ) ( Victory obsession 19-3) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8170,11904,1,( Drop item 1 additional drop blue shopping coupon ) ( Victory obsession 19-4) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8171,11905,1,( Drop item 1 additional drop blue shopping coupon ) ( Victory obsession 19-5) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
8172,11906,1,( Drop item 1 additional drop blue shopping coupon ) ( Victory obsession 19-6) ( Normal level ),6301,1,0.35,0.55,0,0.35,0.55,0
