变量名,_beizhu,itemWeightMap,itemCount,costMap,vipStart,vipWeight,beginDate,endDate,position,levelRange,limitType,limitTimes,showUnable
219,gem 53,{5028=100;5029=100;5030=100},30,{coin3=860},,100,,,16,<85;109>,,,
220,gem 53,{5028=100;5029=100;5030=100},30,{coin3=860},,100,,,16,<85;109>,,,
221,gem 54,{5031=100;5032=100;5033=100},30,{coin3=930},,100,,,16,<95;114>,,,
222,gem 54,{5031=100;5032=100;5033=100},30,{coin3=930},,100,,,16,<95;114>,,,
223,gem 55,{5034=100;5035=100;5036=100},30,{coin3=990},,100,,,16,<100;119>,,,
224,gem 55,{5034=100;5035=100;5036=100},30,{coin3=990},,100,,,16,<100;119>,,,
225,gem 61,{5037=100;5038=100;5039=100},30,{coin3=1020},,100,,,16,<105;124>,,,
226,gem 61,{5037=100;5038=100;5039=100},30,{coin3=1020},,100,,,16,<105;124>,,,
227,gem 62,{5040=100;5041=100;5042=100},30,{coin3=1050},,100,,,16,<110;129>,,,
228,gem 62,{5040=100;5041=100;5042=100},30,{coin3=1050},,100,,,16,<110;129>,,,
229,gem 63,{5043=100;5044=100;5045=100},30,{coin3=1080},,100,,,16,<115;134>,,,
230,gem 63,{5043=100;5044=100;5045=100},30,{coin3=1080},,100,,,16,<115;134>,,,
231,gem 64,{5046=100;5047=100;5048=100},30,{coin3=1140},,100,,,16,<120;139>,,,
232,gem 64,{5046=100;5047=100;5048=100},30,{coin3=1140},,100,,,16,<120;139>,,,
233,gem 65,{5049=100;5050=100;5051=100},30,{coin3=1200},,100,,,16,<125;144>,,,
234,gem 65,{5049=100;5050=100;5051=100},30,{coin3=1200},,100,,,16,<125;144>,,,
235,gem 66,{5052=100;5053=100;5054=100},30,{coin3=1270},,100,,,16,<130;149>,,,
236,gem 66,{5052=100;5053=100;5054=100},30,{coin3=1270},,100,,,16,<130;149>,,,
,,,,,,,,,,,,,
301,gem 21,{5001=100;5002=100;5003=100},30,{coin3=300},,100,,,17,<1;27>,,,
302,gem 21,{5001=100;5002=100;5003=100},30,{coin3=300},,100,,,17,<1;27>,,,
303,gem 22,{5004=100;5005=100;5006=100},30,{coin3=360},,100,,,17,<1;39>,,,
304,gem 22,{5004=100;5005=100;5006=100},30,{coin3=360},,100,,,17,<1;39>,,,
305,gem 31,{5007=100;5008=100;5009=100},30,{coin3=360},,100,,,17,<1;49>,,,
306,gem 31,{5007=100;5008=100;5009=100},30,{coin3=360},,100,,,17,<1;49>,,,
307,gem 32,{5010=100;5011=100;5012=100},30,{coin3=430},,100,,,17,<28;59>,,,
308,gem 32,{5010=100;5011=100;5012=100},30,{coin3=430},,100,,,17,<28;59>,,,
309,gem 33,{5013=100;5014=100;5015=100},30,{coin3=500},,100,,,17,<40;69>,,,
310,gem 33,{5013=100;5014=100;5015=100},30,{coin3=500},,100,,,17,<40;69>,,,
311,gem 41,{5016=100;5017=100;5018=100},30,{coin3=570},,100,,,17,<50;79>,,,
312,gem 41,{5016=100;5017=100;5018=100},30,{coin3=570},,100,,,17,<50;79>,,,
313,gem 42,{5019=100;5020=100;5021=100},30,{coin3=650},,100,,,17,<60;84>,,,
314,gem 42,{5019=100;5020=100;5021=100},30,{coin3=650},,100,,,17,<60;84>,,,
315,gem 51,{5022=100;5023=100;5024=100},30,{coin3=720},,100,,,17,<70;100>,,,
316,gem 51,{5022=100;5023=100;5024=100},30,{coin3=720},,100,,,17,<70;100>,,,
317,gem 52,{5025=100;5026=100;5027=100},30,{coin3=790},,100,,,16,<80;104>,,,
318,gem 52,{5025=100;5026=100;5027=100},30,{coin3=790},,100,,,16,<80;104>,,,
319,gem 53,{5028=100;5029=100;5030=100},30,{coin3=860},,100,,,16,<85;109>,,,
320,gem 53,{5028=100;5029=100;5030=100},30,{coin3=860},,100,,,16,<85;109>,,,
321,gem 54,{5031=100;5032=100;5033=100},30,{coin3=930},,100,,,16,<95;114>,,,
322,gem 54,{5031=100;5032=100;5033=100},30,{coin3=930},,100,,,16,<95;114>,,,
323,gem 55,{5034=100;5035=100;5036=100},30,{coin3=990},,100,,,16,<100;119>,,,
324,gem 55,{5034=100;5035=100;5036=100},30,{coin3=990},,100,,,16,<100;119>,,,
325,gem 61,{5037=100;5038=100;5039=100},30,{coin3=1020},,100,,,16,<105;124>,,,
326,gem 61,{5037=100;5038=100;5039=100},30,{coin3=1020},,100,,,16,<105;124>,,,
327,gem 62,{5040=100;5041=100;5042=100},30,{coin3=1050},,100,,,16,<110;129>,,,
328,gem 62,{5040=100;5041=100;5042=100},30,{coin3=1050},,100,,,16,<110;129>,,,
329,gem 63,{5043=100;5044=100;5045=100},30,{coin3=1080},,100,,,16,<115;134>,,,
330,gem 63,{5043=100;5044=100;5045=100},30,{coin3=1080},,100,,,16,<115;134>,,,
331,gem 64,{5046=100;5047=100;5048=100},30,{coin3=1140},,100,,,16,<120;139>,,,
332,gem 64,{5046=100;5047=100;5048=100},30,{coin3=1140},,100,,,16,<120;139>,,,
333,gem 65,{5049=100;5050=100;5051=100},30,{coin3=1200},,100,,,16,<125;144>,,,
334,gem 65,{5049=100;5050=100;5051=100},30,{coin3=1200},,100,,,16,<125;144>,,,
335,gem 66,{5052=100;5053=100;5054=100},30,{coin3=1270},,100,,,16,<130;149>,,,
336,gem 66,{5052=100;5053=100;5054=100},30,{coin3=1270},,100,,,16,<130;149>,,,
,,,,,,,,,,,,,
401,gem 21,{5001=100;5002=100;5003=100},30,{coin3=300},,100,,,18,<1;27>,,,
402,gem 21,{5001=100;5002=100;5003=100},30,{coin3=300},,100,,,18,<1;27>,,,
403,gem 22,{5004=100;5005=100;5006=100},30,{coin3=360},,100,,,18,<1;39>,,,
404,gem 22,{5004=100;5005=100;5006=100},30,{coin3=360},,100,,,18,<1;39>,,,
405,gem 31,{5007=100;5008=100;5009=100},30,{coin3=360},,100,,,18,<1;49>,,,
406,gem 31,{5007=100;5008=100;5009=100},30,{coin3=360},,100,,,18,<1;49>,,,
407,gem 32,{5010=100;5011=100;5012=100},30,{coin3=430},,100,,,18,<28;59>,,,
408,gem 32,{5010=100;5011=100;5012=100},30,{coin3=430},,100,,,18,<28;59>,,,
409,gem 33,{5013=100;5014=100;5015=100},30,{coin3=500},,100,,,18,<40;69>,,,
410,gem 33,{5013=100;5014=100;5015=100},30,{coin3=500},,100,,,18,<40;69>,,,
411,gem 41,{5016=100;5017=100;5018=100},30,{coin3=570},,100,,,18,<50;79>,,,
412,gem 41,{5016=100;5017=100;5018=100},30,{coin3=570},,100,,,18,<50;79>,,,
413,gem 42,{5019=100;5020=100;5021=100},30,{coin3=650},,100,,,18,<60;84>,,,
414,gem 42,{5019=100;5020=100;5021=100},30,{coin3=650},,100,,,18,<60;84>,,,
415,gem 51,{5022=100;5023=100;5024=100},30,{coin3=720},,100,,,18,<70;100>,,,
416,gem 51,{5022=100;5023=100;5024=100},30,{coin3=720},,100,,,18,<70;100>,,,
417,gem 52,{5025=100;5026=100;5027=100},30,{coin3=790},,100,,,16,<80;104>,,,
418,gem 52,{5025=100;5026=100;5027=100},30,{coin3=790},,100,,,16,<80;104>,,,
419,gem 53,{5028=100;5029=100;5030=100},30,{coin3=860},,100,,,16,<85;109>,,,
420,gem 53,{5028=100;5029=100;5030=100},30,{coin3=860},,100,,,16,<85;109>,,,
421,gem 54,{5031=100;5032=100;5033=100},30,{coin3=930},,100,,,16,<95;114>,,,
422,gem 54,{5031=100;5032=100;5033=100},30,{coin3=930},,100,,,16,<95;114>,,,
423,gem 55,{5034=100;5035=100;5036=100},30,{coin3=990},,100,,,16,<100;119>,,,
424,gem 55,{5034=100;5035=100;5036=100},30,{coin3=990},,100,,,16,<100;119>,,,
425,gem 61,{5037=100;5038=100;5039=100},30,{coin3=1020},,100,,,16,<105;124>,,,
426,gem 61,{5037=100;5038=100;5039=100},30,{coin3=1020},,100,,,16,<105;124>,,,
427,gem 62,{5040=100;5041=100;5042=100},30,{coin3=1050},,100,,,16,<110;129>,,,
428,gem 62,{5040=100;5041=100;5042=100},30,{coin3=1050},,100,,,16,<110;129>,,,
429,gem 63,{5043=100;5044=100;5045=100},30,{coin3=1080},,100,,,16,<115;134>,,,
430,gem 63,{5043=100;5044=100;5045=100},30,{coin3=1080},,100,,,16,<115;134>,,,
431,gem 64,{5046=100;5047=100;5048=100},30,{coin3=1140},,100,,,16,<120;139>,,,
432,gem 64,{5046=100;5047=100;5048=100},30,{coin3=1140},,100,,,16,<120;139>,,,
433,gem 65,{5049=100;5050=100;5051=100},30,{coin3=1200},,100,,,16,<125;144>,,,
434,gem 65,{5049=100;5050=100;5051=100},30,{coin3=1200},,100,,,16,<125;144>,,,
435,gem 66,{5052=100;5053=100;5054=100},30,{coin3=1270},,100,,,16,<130;149>,,,
436,gem 66,{5052=100;5053=100;5054=100},30,{coin3=1270},,100,,,16,<130;149>,,,
,,,,,,,,,,,,,
1001,Asha,{2212=1},1,{coin3=20000},0,100,,,19,,4,1,
