变量名,seq,level,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3
551,6,51,1,2898,7,575,8,575
552,6,52,1,2931,7,582,8,582
553,6,53,1,2964,7,588,8,588
554,6,54,1,2997,7,595,8,595
555,6,55,1,3029,7,601,8,601
556,6,56,1,3062,7,608,8,608
557,6,57,1,3095,7,614,8,614
558,6,58,1,3128,7,621,8,621
559,6,59,1,3160,7,627,8,627
560,6,60,1,3193,7,634,8,634
561,6,61,1,3377,7,670,8,670
562,6,62,1,3412,7,677,8,677
563,6,63,1,3448,7,684,8,684
564,6,64,1,3483,7,691,8,691
565,6,65,1,3518,7,698,8,698
566,6,66,1,3553,7,705,8,705
567,6,67,1,3589,7,712,8,712
568,6,68,1,3624,7,719,8,719
569,6,69,1,3659,7,726,8,726
570,6,70,1,3695,7,733,8,733
571,6,71,1,3906,7,775,8,775
572,6,72,1,3944,7,783,8,783
573,6,73,1,3982,7,790,8,790
574,6,74,1,4020,7,798,8,798
575,6,75,1,4057,7,805,8,805
576,6,76,1,4095,7,813,8,813
577,6,77,1,4133,7,820,8,820
578,6,78,1,4171,7,828,8,828
579,6,79,1,4209,7,835,8,835
580,6,80,1,4246,7,843,8,843
581,6,81,1,4486,7,890,8,890
582,6,82,1,4526,7,898,8,898
583,6,83,1,4566,7,906,8,906
584,6,84,1,4607,7,914,8,914
585,6,85,1,4647,7,922,8,922
586,6,86,1,4687,7,930,8,930
587,6,87,1,4728,7,938,8,938
588,6,88,1,4768,7,946,8,946
589,6,89,1,4808,7,954,8,954
590,6,90,1,4849,7,962,8,962
591,6,91,1,5116,7,1015,8,1015
592,6,92,1,5159,7,1024,8,1024
593,6,93,1,5202,7,1032,8,1032
594,6,94,1,5244,7,1041,8,1041
595,6,95,1,5287,7,1049,8,1049
596,6,96,1,5330,7,1058,8,1058
597,6,97,1,5373,7,1066,8,1066
598,6,98,1,5416,7,1075,8,1075
599,6,99,1,5459,7,1083,8,1083
600,6,100,1,5501,7,1092,8,1092
601,7,1,1,3780,,,,
602,7,2,1,3840,,,,
603,7,3,1,3901,,,,
604,7,4,1,3961,,,,
605,7,5,1,4022,,,,
606,7,6,1,4082,,,,
607,7,7,1,4143,,,,
608,7,8,1,4203,,,,
609,7,9,1,4264,,,,
610,7,10,1,4324,,,,
611,7,11,1,4460,,,,
612,7,12,1,4528,,,,
613,7,13,1,4596,,,,
614,7,14,1,4665,,,,
615,7,15,1,4733,,,,
616,7,16,1,4801,,,,
617,7,17,1,4869,,,,
618,7,18,1,4937,,,,
619,7,19,1,5005,,,,
620,7,20,1,5073,,,,
621,7,21,1,5292,,,,
622,7,22,1,5368,,,,
623,7,23,1,5443,,,,
624,7,24,1,5519,,,,
625,7,25,1,5594,,,,
626,7,26,1,5670,,,,
627,7,27,1,5746,,,,
628,7,28,1,5821,,,,
629,7,29,1,5897,,,,
630,7,30,1,5972,,,,
631,7,31,1,6275,,,,
632,7,32,1,6358,,,,
633,7,33,1,6441,,,,
634,7,34,1,6524,,,,
635,7,35,1,6607,,,,
636,7,36,1,6691,,,,
637,7,37,1,6774,,,,
638,7,38,1,6857,,,,
639,7,39,1,6940,,,,
640,7,40,1,7023,,,,
641,7,41,1,7409,,,,
642,7,42,1,7500,,,,
643,7,43,1,7590,,,,
644,7,44,1,7681,,,,
645,7,45,1,7772,,,,
646,7,46,1,7862,,,,
647,7,47,1,7953,,,,
648,7,48,1,8044,,,,
649,7,49,1,8135,,,,
650,7,50,1,8225,,,,
651,7,51,1,8694,,,,
652,7,52,1,8792,,,,
653,7,53,1,8891,,,,
654,7,54,1,8989,,,,
655,7,55,1,9087,,,,
656,7,56,1,9185,,,,
657,7,57,1,9284,,,,
658,7,58,1,9382,,,,
659,7,59,1,9480,,,,
660,7,60,1,9579,,,,
661,7,61,1,10130,,,,
662,7,62,1,10236,,,,
663,7,63,1,10342,,,,
664,7,64,1,10448,,,,
665,7,65,1,10554,,,,
666,7,66,1,10660,,,,
667,7,67,1,10765,,,,
668,7,68,1,10871,,,,
669,7,69,1,10977,,,,
670,7,70,1,11083,,,,
671,7,71,1,11718,,,,
672,7,72,1,11831,,,,
673,7,73,1,11945,,,,
674,7,74,1,12058,,,,
675,7,75,1,12172,,,,
676,7,76,1,12285,,,,
677,7,77,1,12398,,,,
678,7,78,1,12512,,,,
679,7,79,1,12625,,,,
680,7,80,1,12739,,,,
681,7,81,1,13457,,,,
682,7,82,1,13578,,,,
683,7,83,1,13699,,,,
684,7,84,1,13820,,,,
685,7,85,1,13941,,,,
686,7,86,1,14062,,,,
687,7,87,1,14183,,,,
688,7,88,1,14304,,,,
689,7,89,1,14424,,,,
690,7,90,1,14545,,,,
691,7,91,1,15347,,,,
692,7,92,1,15475,,,,
693,7,93,1,15604,,,,
694,7,94,1,15732,,,,
695,7,95,1,15861,,,,
696,7,96,1,15989,,,,
697,7,97,1,16118,,,,
698,7,98,1,16246,,,,
699,7,99,1,16375,,,,
700,7,100,1,16503,,,,
701,8,1,7,750,8,750,,
702,8,2,7,762,8,762,,
703,8,3,7,774,8,774,,
704,8,4,7,786,8,786,,
705,8,5,7,798,8,798,,
706,8,6,7,810,8,810,,
707,8,7,7,822,8,822,,
708,8,8,7,834,8,834,,
709,8,9,7,846,8,846,,
710,8,10,7,858,8,858,,
711,8,11,7,885,8,885,,
712,8,12,7,899,8,899,,
713,8,13,7,912,8,912,,
714,8,14,7,926,8,926,,
715,8,15,7,939,8,939,,
716,8,16,7,953,8,953,,
717,8,17,7,966,8,966,,
718,8,18,7,980,8,980,,
719,8,19,7,993,8,993,,
720,8,20,7,1007,8,1007,,
721,8,21,7,1050,8,1050,,
722,8,22,7,1065,8,1065,,
723,8,23,7,1080,8,1080,,
724,8,24,7,1095,8,1095,,
725,8,25,7,1110,8,1110,,
726,8,26,7,1125,8,1125,,
727,8,27,7,1140,8,1140,,
728,8,28,7,1155,8,1155,,
729,8,29,7,1170,8,1170,,
730,8,30,7,1185,8,1185,,
731,8,31,7,1245,8,1245,,
732,8,32,7,1262,8,1262,,
733,8,33,7,1278,8,1278,,
734,8,34,7,1295,8,1295,,
735,8,35,7,1311,8,1311,,
736,8,36,7,1328,8,1328,,
737,8,37,7,1344,8,1344,,
738,8,38,7,1361,8,1361,,
739,8,39,7,1377,8,1377,,
740,8,40,7,1394,8,1394,,
741,8,41,7,1470,8,1470,,
742,8,42,7,1488,8,1488,,
743,8,43,7,1506,8,1506,,
744,8,44,7,1524,8,1524,,
745,8,45,7,1542,8,1542,,
746,8,46,7,1560,8,1560,,
747,8,47,7,1578,8,1578,,
748,8,48,7,1596,8,1596,,
749,8,49,7,1614,8,1614,,
750,8,50,7,1632,8,1632,,
751,8,51,7,1725,8,1725,,
752,8,52,7,1745,8,1745,,
753,8,53,7,1764,8,1764,,
754,8,54,7,1784,8,1784,,
755,8,55,7,1803,8,1803,,
756,8,56,7,1823,8,1823,,
757,8,57,7,1842,8,1842,,
758,8,58,7,1862,8,1862,,
759,8,59,7,1881,8,1881,,
760,8,60,7,1901,8,1901,,
761,8,61,7,2010,8,2010,,
762,8,62,7,2031,8,2031,,
763,8,63,7,2052,8,2052,,
764,8,64,7,2073,8,2073,,
765,8,65,7,2094,8,2094,,
766,8,66,7,2115,8,2115,,
767,8,67,7,2136,8,2136,,
768,8,68,7,2157,8,2157,,
769,8,69,7,2178,8,2178,,
770,8,70,7,2199,8,2199,,
771,8,71,7,2325,8,2325,,
772,8,72,7,2348,8,2348,,
773,8,73,7,2370,8,2370,,
774,8,74,7,2393,8,2393,,
775,8,75,7,2415,8,2415,,
776,8,76,7,2438,8,2438,,
777,8,77,7,2460,8,2460,,
778,8,78,7,2483,8,2483,,
779,8,79,7,2505,8,2505,,
780,8,80,7,2528,8,2528,,
781,8,81,7,2670,8,2670,,
782,8,82,7,2694,8,2694,,
783,8,83,7,2718,8,2718,,
784,8,84,7,2742,8,2742,,
785,8,85,7,2766,8,2766,,
786,8,86,7,2790,8,2790,,
787,8,87,7,2814,8,2814,,
788,8,88,7,2838,8,2838,,
789,8,89,7,2862,8,2862,,
790,8,90,7,2886,8,2886,,
791,8,91,7,3045,8,3045,,
792,8,92,7,3071,8,3071,,
793,8,93,7,3096,8,3096,,
794,8,94,7,3122,8,3122,,
795,8,95,7,3147,8,3147,,
796,8,96,7,3173,8,3173,,
797,8,97,7,3198,8,3198,,
798,8,98,7,3224,8,3224,,
799,8,99,7,3249,8,3249,,
800,8,100,7,3275,8,3275,,
801,9,1,9,525,10,525,,
802,9,2,9,533,10,533,,
803,9,3,9,542,10,542,,
804,9,4,9,550,10,550,,
805,9,5,9,559,10,559,,
806,9,6,9,567,10,567,,
807,9,7,9,575,10,575,,
808,9,8,9,584,10,584,,
809,9,9,9,592,10,592,,
810,9,10,9,601,10,601,,
811,9,11,9,620,10,620,,
