变量名,drawType,"
  _comment
  ",drawTriggerType,drawTriggerTimes,weightStart,weightEnd,effectLimit,startCount,probInit,probStep,probLimit,probMiniTimes,probEffectInterval,lotteryType1,lotteryWeight1,lotteryType2,lotteryWeight2,lotteryType3,lotteryWeight3,lotteryType4,lotteryWeight4,lotteryType5,lotteryWeight5,lotteryType6,lotteryWeight6,lotteryType7,lotteryWeight7,lotteryType8,lotteryWeight8,lotteryType9,lotteryWeight9,lotteryType10,lotteryWeight10
62,limit_up_rmb10_81,"
  10 consecutive
  draws - regular output (up to 2 ) - fire
  ",0,2,,,20,,,,,,,{1204=1;205=3;206=6},150,{1204=1;205=4;206=5},100,{1204=1;205=5;206=4},50,{1204=2;205=3;206=5},30,{1204=2;205=4;206=4},20,{1204=2;205=5;206=3},10,{1204=3;205=2;206=5},0,{1204=3;205=3;206=4},0,{1204=3;205=4;206=3},0,,0
63,limit_up_rmb10_81,"
  10 consecutive
  draws - regular output ( after 10 times, it will be a pan-card
  pool) -fire system
  ",0,22,,,,,,,,,,{1205=1;205=3;206=6},150,{1205=1;205=4;206=5},100,{1205=1;205=5;206=4},50,{1205=2;205=3;206=5},30,{1205=2;205=4;206=4},20,{1205=2;205=5;206=3},10,{1205=3;205=2;206=5},0,{1205=3;205=3;206=4},0,{1205=3;205=4;206=3},0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,limit_up_rmb1_111,"
  Diamond Paid
  Single Draw
  ",0,2,,,,,,,,,,{205=1},50,{206=1},50,,0,,0,,0,,0,,0,,0,,0,,0
102,limit_up_rmb1_111,"
  Diamond paid
  single draw - A -level card must be issued
  ",4,1,,,,,,,,,,{204=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
103,limit_up_rmb1_111,"
  Diamond single
  draw - the 5th to 10th time to get S qualification card UP
  ",2,5,,,1,5,0.17,0.06,0.5,6,999999,{1206=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
104,limit_up_rmb1_111,"
  15 subsequent consecutively
  get an additional S -level card (probability) UP
  ",2,6,,,10,10,0.05,0.015,0.5,15,15,{1206=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
105,limit_up_rmb1_111,"
  ( After 10 times, it will be a pan-card
  pool) Every 15 consecutive times, you will get an additional S -level card
  (probability) UP
  ",2,160,,,,160,0.05,0.015,0.5,15,15,{1206=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,limit_up_rmb10_111,"
  The first ten consecutive - single S
  ",4,1,,,,,,,,,,{1206=1;205=3;206=6},100,{1206=1;205=4;206=5},100,,0,,0,,0,,0,,0,,0,,0,,0
112,limit_up_rmb10_111,"
  10 consecutive draws
  - regular output (up to 2 )
  ",0,2,,,20,,,,,,,{1206=1;205=3;206=6},150,{1206=1;205=4;206=5},100,{1206=1;205=5;206=4},50,{1206=2;205=3;206=5},30,{1206=2;205=4;206=4},20,{1206=2;205=5;206=3},10,{1206=3;205=2;206=5},0,{1206=3;205=3;206=4},0,{1206=3;205=4;206=3},0,,0
113,limit_up_rmb10_111,"
  10 consecutive
  draws - regular output ( after 22 draws, it will be a pan-card
  pool )
  ",0,22,,,,,,,,,,{1207=1;205=3;206=6},150,{1207=1;205=4;206=5},100,{1207=1;205=5;206=4},50,{1207=2;205=3;206=5},30,{1207=2;205=4;206=4},20,{1207=2;205=5;206=3},10,{1207=3;205=2;206=5},0,{1207=3;205=3;206=4},0,{1207=3;205=4;206=3},0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,limit_up_rmb1_116,"
  Diamond Paid
  Single Draw
  ",0,2,,,,,,,,,,{205=1},50,{206=1},50,,0,,0,,0,,0,,0,,0,,0,,0
122,limit_up_rmb1_116,"
  Diamond paid
  single draw - A -level card must be issued
  ",4,1,,,,,,,,,,{204=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
123,limit_up_rmb1_116,"
  Diamond single
  draw - the 5th to 10th time to get S qualification card UP
  ",2,5,,,1,5,0.17,0.06,0.5,6,999999,{1208=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
124,limit_up_rmb1_116,"
  15 subsequent consecutively
  get an additional S -level card (probability) UP
  ",2,6,,,10,10,0.05,0.015,0.5,15,15,{1208=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
125,limit_up_rmb1_116,"
  ( After 10 times, it will be a pan-card
  pool) Every 15 consecutive times, you will get an additional S -level card
  (probability) UP
  ",2,160,,,,160,0.05,0.015,0.5,15,15,{1208=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,limit_up_rmb10_116,"
  The first ten consecutive - single S
  ",4,1,,,,,,,,,,{1208=1;205=3;206=6},100,{1208=1;205=4;206=5},100,,0,,0,,0,,0,,0,,0,,0,,0
132,limit_up_rmb10_116,"
  10 consecutive
  draws - regular output (up to 2 )
  ",0,2,,,20,,,,,,,{1208=1;205=3;206=6},150,{1208=1;205=4;206=5},100,{1208=1;205=5;206=4},50,{1208=2;205=3;206=5},30,{1208=2;205=4;206=4},20,{1208=2;205=5;206=3},10,{1208=3;205=2;206=5},0,{1208=3;205=3;206=4},0,{1208=3;205=4;206=3},0,,0
133,limit_up_rmb10_116,"
  10 consecutive
  draws - regular output ( after 22 draws, it will be a pan-card
  pool )
  ",0,22,,,,,,,,,,{1209=1;205=3;206=6},150,{1209=1;205=4;206=5},100,{1209=1;205=5;206=4},50,{1209=2;205=3;206=5},30,{1209=2;205=4;206=4},20,{1209=2;205=5;206=3},10,{1209=3;205=2;206=5},0,{1209=3;205=3;206=4},0,{1209=3;205=4;206=3},0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,limit_up_rmb1_121,"
  Diamond Paid
  Single Draw - Ice Fairy
  ",0,2,,,,,,,,,,{205=1},50,{206=1},50,,0,,0,,0,,0,,0,,0,,0,,0
142,limit_up_rmb1_121,"
  Diamond Paid
  Single Draw - A -level card must be issued - Ice Fairy
  ",4,1,,,,,,,,,,{204=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
143,limit_up_rmb1_121,"
  Diamond Single
  Draw - 5th to 10th S Qualification Card UP - Ice Fairy
  ",2,5,,,1,5,0.17,0.06,0.5,6,999999,{1210=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
144,limit_up_rmb1_121,"
  After every 15 consecutive
  rounds, you will get an additional S -level card
  (probability) UP - Ice Fairy
  ",2,6,,,10,10,0.05,0.015,0.5,15,15,{1210=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
145,limit_up_rmb1_121,"
  ( After 10 times, it will be a general
  card pool) Every 15 consecutive times, you will get an additional S -level card
  (probability) UP - Ice Fairy
  ",2,160,,,,160,0.05,0.015,0.5,15,15,{1210=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,limit_up_rmb10_121,"
  The first ten consecutive - single sheet S- Ice Fairy
  ",4,1,,,,,,,,,,{1210=1;205=3;206=6},100,{1210=1;205=4;206=5},100,,0,,0,,0,,0,,0,,0,,0,,0
152,limit_up_rmb10_121,"
  10 consecutive
  draws - regular output (up to 2 ) - ice goblin
  ",0,2,,,20,,,,,,,{1210=1;205=3;206=6},150,{1210=1;205=4;206=5},100,{1210=1;205=5;206=4},50,{1210=2;205=3;206=5},30,{1210=2;205=4;206=4},20,{1210=2;205=5;206=3},10,{1210=3;205=2;206=5},0,{1210=3;205=3;206=4},0,{1210=3;205=4;206=3},0,,0
153,limit_up_rmb10_121,"
  10 consecutive
  draws - regular output ( after 22 times, it will be a pan-card
  pool) - Ice Fairy
  ",0,22,,,,,,,,,,{1211=1;205=3;206=6},150,{1211=1;205=4;206=5},100,{1211=1;205=5;206=4},50,{1211=2;205=3;206=5},30,{1211=2;205=4;206=4},20,{1211=2;205=5;206=3},10,{1211=3;205=2;206=5},0,{1211=3;205=3;206=4},0,{1211=3;205=4;206=3},0,,0
,抽卡id和此处ID要一起修改,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11980,limit_up_rmb1_15691,"
  Diamond Pay
  Single Draw - Steel Rock
  ",0,2,,,,,,,,,,{205=1},50,{206=1},50,,0,,0,,0,,0,,0,,0,,0,,0
11981,limit_up_rmb1_15691,"
  Diamond Paid
  Single Draw - Mandatory A -level Card - Steel Rock
  ",4,1,,,,,,,,,,{204=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
11982,limit_up_rmb1_15691,"
  Diamond Single
  Draw - 5th to 10th S Qualification Card UP - Steel Rock
  ",2,5,,,1,5,0.17,0.06,0.5,6,999999,{1212=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
11983,limit_up_rmb1_15691,"
  15 subsequent consecutively
  get an extra S -level card (probability) UP - Steel Rock
  ",2,6,,,10,10,0.05,0.015,0.5,15,15,{1212=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
11984,limit_up_rmb1_15691,"
  ( After 10 times, it will be a universal
  card pool) Every 15 consecutive times, you will get an extra S -level card
  (probability) UP - Steel Rock
  ",2,160,,,,160,0.05,0.015,0.5,15,15,{1212=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11990,limit_up_rmb10_15691,"
  The first ten consecutive - single S - steel rock
  ",4,1,,,,,,,,,,{1212=1;205=3;206=6},100,{1212=1;205=4;206=5},100,,0,,0,,0,,0,,0,,0,,0,,0
11991,limit_up_rmb10_15691,"
  10 consecutive
  draws - regular output (up to 2 ) - steel rock
  ",0,2,,,20,,,,,,,{1212=1;205=3;206=6},150,{1212=1;205=4;206=5},100,{1212=1;205=5;206=4},50,{1212=2;205=3;206=5},30,{1212=2;205=4;206=4},20,{1212=2;205=5;206=3},10,{1212=3;205=2;206=5},0,{1212=3;205=3;206=4},0,{1212=3;205=4;206=3},0,,0
11992,limit_up_rmb10_15691,"
  10 consecutive
  draws - regular output ( after 22 times, it will be a Panka pool) -Steel Rock
  ",0,22,,,,,,,,,,{1213=1;205=3;206=6},150,{1213=1;205=4;206=5},100,{1213=1;205=5;206=4},50,{1213=2;205=3;206=5},30,{1213=2;205=4;206=4},20,{1213=2;205=5;206=3},10,{1213=3;205=2;206=5},0,{1213=3;205=3;206=4},0,{1213=3;205=4;206=3},0,,0
,抽卡id和此处ID要一起修改,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12000,limit_up_rmb1_15701,"
  Diamond Paid
  Single Draw - Evil
  ",0,2,,,,,,,,,,{205=1},50,{206=1},50,,0,,0,,0,,0,,0,,0,,0,,0
12001,limit_up_rmb1_15701,"
  Diamond Paid
  Single Draw - A -level card must be issued - Evil
  ",4,1,,,,,,,,,,{204=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
12002,limit_up_rmb1_15701,"
  Diamond single
  draw - 5th to 10th time to get S qualification card UP - evil
  ",2,5,,,1,5,0.17,0.06,0.5,6,999999,{1214=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
12003,limit_up_rmb1_15701,"
  15 subsequent consecutively
  get an additional S -level card (probability) UP -bad
  ",2,6,,,10,10,0.05,0.015,0.5,15,15,{1214=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
12004,limit_up_rmb1_15701,"
  ( After 10 times, it will be a general
  card pool) Every 15 consecutive times, you will get an extra S -level card
  (probability) UP -bad
  ",2,160,,,,160,0.05,0.015,0.5,15,15,{1214=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12010,limit_up_rmb10_15701,"
  The first ten consecutive - single S - evil
  ",4,1,,,,,,,,,,{1214=1;205=3;206=6},100,{1214=1;205=4;206=5},100,,0,,0,,0,,0,,0,,0,,0,,0
12011,limit_up_rmb10_15701,"
  10 consecutive
  draws - regular output (up to 2 ) - evil
  ",0,2,,,20,,,,,,,{1214=1;205=3;206=6},150,{1214=1;205=4;206=5},100,{1214=1;205=5;206=4},50,{1214=2;205=3;206=5},30,{1214=2;205=4;206=4},20,{1214=2;205=5;206=3},10,{1214=3;205=2;206=5},0,{1214=3;205=3;206=4},0,{1214=3;205=4;206=3},0,,0
12012,limit_up_rmb10_15701,"
  10 consecutive
  draws - regular output ( after 22 draws, it will be a pan-card
  pool) - evil
  ",0,22,,,,,,,,,,{1215=1;205=3;206=6},150,{1215=1;205=4;206=5},100,{1215=1;205=5;206=4},50,{1215=2;205=3;206=5},30,{1215=2;205=4;206=4},20,{1215=2;205=5;206=3},10,{1215=3;205=2;206=5},0,{1215=3;205=3;206=4},0,{1215=3;205=4;206=3},0,,0
,抽卡id和此处ID要一起修改,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12020,limit_up_rmb1_15711,"
  Diamond Paid
  Single Draw - Cordyceps
  ",0,2,,,,,,,,,,{205=1},50,{206=1},50,,0,,0,,0,,0,,0,,0,,0,,0
12021,limit_up_rmb1_15711,"
  Diamond Paid
  Single Draw - A -level card must be issued - Cordyceps Pu
  ",4,1,,,,,,,,,,{204=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
12022,limit_up_rmb1_15711,"
  Diamond single
  draw - the 5th to 10th time to get S qualification card UP - Cordyceps Pu
  ",2,5,,,1,5,0.17,0.06,0.5,6,999999,{1216=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
12023,limit_up_rmb1_15711,"
  After every 15 consecutive
  rounds, you will get an additional S -level card
  (probability) UP - Cordyceps
  ",2,6,,,10,10,0.05,0.015,0.5,15,15,{1216=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
12024,limit_up_rmb1_15711,"
  ( After 10 times, it will be a general
  card pool) Every 15 consecutive times, you will get an additional S -level card
  (probability) UP - Cordyceps
  ",2,160,,,,160,0.05,0.015,0.5,15,15,{1216=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12030,limit_up_rmb10_15711,"
  The first ten consecutive - single S - Cordyceps
  ",4,1,,,,,,,,,,{1216=1;205=3;206=6},100,{1216=1;205=4;206=5},100,,0,,0,,0,,0,,0,,0,,0,,0
12031,limit_up_rmb10_15711,"
  10 consecutive
  draws - regular output (up to 2 ) - Cordyceps
  ",0,2,,,20,,,,,,,{1216=1;205=3;206=6},150,{1216=1;205=4;206=5},100,{1216=1;205=5;206=4},50,{1216=2;205=3;206=5},30,{1216=2;205=4;206=4},20,{1216=2;205=5;206=3},10,{1216=3;205=2;206=5},0,{1216=3;205=3;206=4},0,{1216=3;205=4;206=3},0,,0
12032,limit_up_rmb10_15711,"
  10 consecutive
  draws - regular output ( after 22 times, it will be a pan-card
  pool) - Cordyceps
  ",0,22,,,,,,,,,,{1217=1;205=3;206=6},150,{1217=1;205=4;206=5},100,{1217=1;205=5;206=4},50,{1217=2;205=3;206=5},30,{1217=2;205=4;206=4},20,{1217=2;205=5;206=3},10,{1217=3;205=2;206=5},0,{1217=3;205=3;206=4},0,{1217=3;205=4;206=3},0,,0
,抽卡id和此处ID要一起修改,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11880,limit_up_rmb1_15641,"
  Diamond Paid Single Draw
  - Chaolongyou
  ",0,2,,,,,,,,,,{205=1},50,{206=1},50,,0,,0,,0,,0,,0,,0,,0,,0
11881,limit_up_rmb1_15641,"
  Diamond Paid
  Single Draw - Must Get A - Class Card - Chaolongyou
  ",4,1,,,,,,,,,,{204=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
11882,limit_up_rmb1_15641,"
  Diamond Single
  Draw - 5th to 10th times to get S qualification card UP - Chaolongyou
  ",2,5,,,1,5,0.17,0.06,0.5,6,999999,{1218=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
11883,limit_up_rmb1_15641,"
  15 subsequent consecutive
  rounds, you will get an additional S -level card
  (probability) UP -Super Dragon You
  ",2,6,,,10,10,0.05,0.015,0.5,15,15,{1218=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
11884,limit_up_rmb1_15641,"
  ( After 10 times, it will be the general
  card pool) Every 15 consecutive times, you will get an additional S -level card
  (probability) UP -Super Longyou
  ",2,160,,,,160,0.05,0.015,0.5,15,15,{1218=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11890,limit_up_rmb10_15641,"
  first ten in a row - single sheet S - Super Longyou
  ",4,1,,,,,,,,,,{1218=1;205=3;206=6},100,{1218=1;205=4;206=5},100,,0,,0,,0,,0,,0,,0,,0,,0
11891,limit_up_rmb10_15641,"
  10 consecutive
  draws - regular output (up to 2 ) - Chaolongyou
  ",0,2,,,20,,,,,,,{1218=1;205=3;206=6},150,{1218=1;205=4;206=5},100,{1218=1;205=5;206=4},50,{1218=2;205=3;206=5},30,{1218=2;205=4;206=4},20,{1218=2;205=5;206=3},10,{1218=3;205=2;206=5},0,{1218=3;205=3;206=4},0,{1218=3;205=4;206=3},0,,0
11892,limit_up_rmb10_15641,"
  10 consecutive
  draws - regular output ( after 22 times, it will be a pan - card pool) - Chaolongyou
  ",0,22,,,,,,,,,,{1219=1;205=3;206=6},150,{1219=1;205=4;206=5},100,{1219=1;205=5;206=4},50,{1219=2;205=3;206=5},30,{1219=2;205=4;206=4},20,{1219=2;205=5;206=3},10,{1219=3;205=2;206=5},0,{1219=3;205=3;206=4},0,{1219=3;205=4;206=3},0,,0
,抽卡id和此处ID要一起修改,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11900,limit_up_rmb1_15651,"
  Diamond Paid
  Single Draw - Fire
  ",0,2,,,,,,,,,,{205=1},50,{206=1},50,,0,,0,,0,,0,,0,,0,,0,,0
11901,limit_up_rmb1_15651,"
  Diamond paid
  single draw - A -level card must be issued - Fire
  ",4,1,,,,,,,,,,{204=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
11902,limit_up_rmb1_15651,"
  Diamond single
  draw - the 5th to 10th time to get S qualification card UP - fire system
  ",2,5,,,1,5,0.17,0.06,0.5,6,999999,{1204=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
11903,limit_up_rmb1_15651,"
  15 subsequent consecutive
  rounds, you will get an additional S -level card
  (probability) UP - fire
  ",2,6,,,10,10,0.05,0.015,0.5,15,15,{1204=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
11904,limit_up_rmb1_15651,"
  ( After 10 times, it will be a pan-card
  pool) Every 15 consecutive times, you will get an additional S -level card
  (probability) UP - Fire
  ",2,160,,,,160,0.05,0.015,0.5,15,15,{1204=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11910,limit_up_rmb10_15651,"
  The first ten consecutive - single S - fire
  ",4,1,,,,,,,,,,{1204=1;205=3;206=6},100,{1204=1;205=4;206=5},100,,0,,0,,0,,0,,0,,0,,0,,0
11911,limit_up_rmb10_15651,"
  10 consecutive
  draws - regular output (up to 2 ) - fire
  ",0,2,,,20,,,,,,,{1204=1;205=3;206=6},150,{1204=1;205=4;206=5},100,{1204=1;205=5;206=4},50,{1204=2;205=3;206=5},30,{1204=2;205=4;206=4},20,{1204=2;205=5;206=3},10,{1204=3;205=2;206=5},0,{1204=3;205=3;206=4},0,{1204=3;205=4;206=3},0,,0
11912,limit_up_rmb10_15651,"
  10 consecutive
  draws - regular output ( after 10 times, it will be a pan-card
  pool) -fire system
  ",0,22,,,,,,,,,,{1205=1;205=3;206=6},150,{1205=1;205=4;206=5},100,{1205=1;205=5;206=4},50,{1205=2;205=3;206=5},30,{1205=2;205=4;206=4},20,{1205=2;205=5;206=3},10,{1205=3;205=2;206=5},0,{1205=3;205=3;206=4},0,{1205=3;205=4;206=3},0,,0
,抽卡id和此处ID要一起修改,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11920,limit_up_rmb1_15661,"
  Diamond Paid
  Single Draw - Water and Land
  ",0,2,,,,,,,,,,{205=1},50,{206=1},50,,0,,0,,0,,0,,0,,0,,0,,0
11921,limit_up_rmb1_15661,"
  Diamond Paid
  Single Draw - Mandatory A -level Card - Water and Earth
  ",4,1,,,,,,,,,,{204=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
11922,limit_up_rmb1_15661,"
  Diamond single
  draw - 5th to 10th time to get S qualification card UP - water and land system
  ",2,5,,,1,5,0.17,0.06,0.5,6,999999,{1206=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
11923,limit_up_rmb1_15661,"
  15 subsequent companies, you
  will get an additional S -level card (probability) UP - water and earth
  ",2,6,,,10,10,0.05,0.015,0.5,15,15,{1206=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
11924,limit_up_rmb1_15661,"
  ( Universal card pool
  after 10 times ) After every 15 consecutive rounds, you will get an additional S -level card
  (probability) UP - water and earth system
  ",2,160,,,,160,0.05,0.015,0.5,15,15,{1206=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11930,limit_up_rmb10_15661,"
  The first ten companies - leaflet S - water and land system
  ",4,1,,,,,,,,,,{1206=1;205=3;206=6},100,{1206=1;205=4;206=5},100,,0,,0,,0,,0,,0,,0,,0,,0
11931,limit_up_rmb10_15661,"
  10 consecutive
  draws - regular output (up to 2 ) - water system
  ",0,2,,,20,,,,,,,{1206=1;205=3;206=6},150,{1206=1;205=4;206=5},100,{1206=1;205=5;206=4},50,{1206=2;205=3;206=5},30,{1206=2;205=4;206=4},20,{1206=2;205=5;206=3},10,{1206=3;205=2;206=5},0,{1206=3;205=3;206=4},0,{1206=3;205=4;206=3},0,,0
