变量名,gateID,_beizhu,itemID,itemCount,weightMin,weightMax,firstWeight
112,10404,( Drop item 2 Defense 22) ( Normal 4-04) ( Normal level ),5005,1,0.7,0.9,0.5
113,10404,( Drop item 3 skill 21) ( Normal 4-04) ( Normal level ),5003,1,0.1,0.3,0.5
114,10404,( Drop item 4 Attack 21) ( Normal 4-04) ( Normal level ),5001,1,0.1,0.3,0.5
116,10405,( Drop item 1 enhanced potion ) ( Normal 4-05) ( Normal level ),5000,1,0.7,0.9,0.5
117,10405,( Drop item 2 Defense 22) ( Normal 4-05) ( Normal level ),5005,1,0.7,0.9,0.5
118,10405,( Drop item 3 skill 21) ( Normal 4-05) ( Normal level ),5003,1,0.1,0.3,0.5
119,10405,( Drop item 4 Attack 21) ( Normal 4-05) ( Normal level ),5001,1,0.1,0.3,0.5
121,10406,( Drop item 1 enhanced potion ) ( Normal 4-06) ( Normal level ),5000,1,0.7,0.9,0.5
122,10406,( Drop item 2 Defense 22) ( Normal 4-06) ( Normal level ),5005,1,0.7,0.9,0.5
123,10406,( Drop item 3 skill 21) ( Normal 4-06) ( Normal level ),5003,1,0.1,0.3,0.5
124,10406,( Drop item 4 Attack 21) ( Normal 4-06) ( Normal level ),5001,1,0.1,0.3,0.5
126,10407,( Drop item 1 enhanced potion ) ( Normal 4-07) ( Normal level ),5000,1,0.7,0.9,0.5
127,10407,( Drop item 2 skill 22) ( Normal 4-07) ( Normal level ),5006,1,0.7,0.9,0.5
128,10407,( Drop item 3 Attack 21) ( Normal 4-07) ( Normal level ),5001,1,0.1,0.3,0.5
129,10407,( Drop item 4 Defense 21) ( Normal 4-07) ( Normal level ),5002,1,0.1,0.3,0.5
131,10408,( Drop item 1 enhanced potion ) ( Normal 4-08) ( Normal level ),5000,1,0.7,0.9,0.5
132,10408,( Drop item 2 skill 22) ( Normal 4-08) ( Normal level ),5006,1,0.7,0.9,0.5
133,10408,( Drop item 3 Attack 21) ( Normal 4-08) ( Normal level ),5001,1,0.1,0.3,0.5
134,10408,( Drop item 4 Defense 21) ( Normal 4-08) ( Normal level ),5002,1,0.1,0.3,0.5
136,10501,( Drop item 1 enhanced potion ) ( Normal 5-01) ( Normal level ),5000,1,0.7,0.9,0.5
137,10501,( Drop Item 2 Attack 22) ( Normal 5-01) ( Normal level ),5004,1,0.7,0.9,0.5
141,10502,( Drop item 1 enhanced potion ) ( Normal 5-02) ( Normal level ),5000,1,0.7,0.9,0.5
142,10502,( Drop Item 2 Attack 22) ( Normal 5-02) ( Normal level ),5004,1,0.7,0.9,0.5
146,10503,( Drop item 1 enhanced potion ) ( Normal 5-03) ( Normal level ),5000,1,0.7,0.9,0.5
147,10503,( Drop Item 2 Attack 22) ( Normal 5-03) ( Normal level ),5004,1,0.7,0.9,0.5
151,10504,( Drop item 1 enhanced potion ) ( Normal 5-04) ( Normal level ),5000,1,0.7,0.9,0.5
152,10504,( Drop Item 2 Attack 22) ( Normal 5-04) ( Normal level ),5004,1,0.7,0.9,0.5
156,10505,( Drop item 1 enhanced potion ) ( Normal 5-05) ( Normal level ),5000,1,0.7,0.9,0.5
157,10505,( Drop item 2 Defense 22) ( Normal 5-05) ( Normal level ),5005,1,0.7,0.9,0.5
161,10506,( Drop item 1 enhanced potion ) ( Normal 5-06) ( Normal level ),5000,1,0.7,0.9,0.5
162,10506,( Drop item 2 Defense 22) ( Normal 5-06) ( Normal level ),5005,1,0.7,0.9,0.5
166,10507,( Drop item 1 enhanced potion ) ( Normal 5-07) ( Normal level ),5000,1,0.7,0.9,0.5
167,10507,( Drop item 2 Defense 22) ( Normal 5-07) ( Normal level ),5005,1,0.7,0.9,0.5
171,10508,( Drop item 1 enhanced potion ) ( Normal 5-08) ( Normal level ),5000,1,0.7,0.9,0.5
172,10508,( Drop item 2 skill 22) ( Normal 5-08) ( Normal level ),5006,1,0.7,0.9,0.5
176,10509,( Drop item 1 enhanced potion ) ( Normal 5-09) ( Normal level ),5000,1,0.7,0.9,0.5
177,10509,( Drop item 2 skill 22) ( Normal 5-09) ( Normal level ),5006,1,0.7,0.9,0.5
181,10510,( Drop item 1 enhanced potion ) ( Normal 5-10) ( Normal level ),5000,1,0.7,0.9,0.5
182,10510,( Drop item 2 skill 22) ( Normal 5-10) ( Normal level ),5006,1,0.7,0.9,0.5
186,10601,( Drop item 1 enhanced potion ) ( Normal 6-01) ( Normal level ),5000,1,0.7,0.9,0.5
187,10601,( drop item 2 attack 31) ( normal 6-01) ( normal level ),5007,1,0.7,0.9,0.5
188,10601,( Drop item 3 Defense 22) ( Normal 6-01) ( Normal level ),5005,1,0.1,0.3,0.5
189,10601,( Drop item 4 skill 22) ( Normal 6-01) ( Normal level ),5006,1,0.1,0.3,0.5
191,10602,( Drop item 1 enhanced potion ) ( Normal 6-02) ( Normal level ),5000,1,0.7,0.9,0.5
192,10602,( drop item 2 attack 31) ( normal 6-02) ( normal level ),5007,1,0.7,0.9,0.5
193,10602,( Drop item 3 Defense 22) ( Normal 6-02) ( Normal level ),5005,1,0.1,0.3,0.5
194,10602,( Drop item 4 skill 22) ( Normal 6-02) ( Normal level ),5006,1,0.1,0.3,0.5
196,10603,( Drop item 1 enhanced potion ) ( Normal 6-03) ( Normal level ),5000,1,0.7,0.9,0.5
197,10603,( Drop item 2 Attack 31) ( Normal 6-03) ( Normal level ),5007,1,0.7,0.9,0.5
198,10603,( Drop item 3 Defense 22) ( Normal 6-03) ( Normal level ),5005,1,0.1,0.3,0.5
199,10603,( Drop item 4 skill 22) ( Normal 6-03) ( Normal level ),5006,1,0.1,0.3,0.5
201,10604,( Drop item 1 enhanced potion ) ( Normal 6-04) ( Normal level ),5000,1,0.7,0.9,0.5
202,10604,( drop item 2 attack 31) ( normal 6-04) ( normal level ),5007,1,0.7,0.9,0.5
203,10604,( Drop item 3 Defense 22) ( Normal 6-04) ( Normal level ),5005,1,0.1,0.3,0.5
204,10604,( Drop item 4 skill 22) ( Normal 6-04) ( Normal level ),5006,1,0.1,0.3,0.5
206,10605,( Drop item 1 enhanced potion ) ( Normal 6-05) ( Normal level ),5000,1,0.7,0.9,0.5
207,10605,( Drop item 2 Defense 31) ( Normal 6-05) ( Normal level ),5008,1,0.7,0.9,0.5
208,10605,( Drop item 3 skill 22) ( Normal 6-05) ( Normal level ),5006,1,0.1,0.3,0.5
209,10605,( Drop item 4 Attack 22) ( Normal 6-05) ( Normal level ),5004,1,0.1,0.3,0.5
211,10606,( Drop item 1 enhanced potion ) ( Normal 6-06) ( Normal level ),5000,1,0.7,0.9,0.5
212,10606,( Drop item 2 Defense 31) ( Normal 6-06) ( Normal level ),5008,1,0.7,0.9,0.5
213,10606,( Drop item 3 skill 22) ( Normal 6-06) ( Normal level ),5006,1,0.1,0.3,0.5
214,10606,( Drop item 4 Attack 22) ( Normal 6-06) ( Normal level ),5004,1,0.1,0.3,0.5
216,10607,( Drop item 1 enhanced potion ) ( Normal 6-07) ( Normal level ),5000,1,0.7,0.9,0.5
217,10607,( Drop item 2 Defense 31) ( Normal 6-07) ( Normal level ),5008,1,0.7,0.9,0.5
218,10607,( Drop item 3 skill 22) ( Normal 6-07) ( Normal level ),5006,1,0.1,0.3,0.5
219,10607,( drop item 4 attack 22) ( normal 6-07) ( normal level ),5004,1,0.1,0.3,0.5
221,10608,( Drop item 1 enhanced potion ) ( Normal 6-08) ( Normal level ),5000,1,0.7,0.9,0.5
222,10608,( Drop item 2 skill 31) ( Normal 6-08) ( Normal level ),5009,1,0.7,0.9,0.5
223,10608,( drop item 3 attack 22) ( normal 6-08) ( normal level ),5004,1,0.1,0.3,0.5
224,10608,( Drop item 4 Defense 22) ( Normal 6-08) ( Normal level ),5005,1,0.1,0.3,0.5
226,10609,( Drop item 1 enhanced potion ) ( Normal 6-09) ( Normal level ),5000,1,0.7,0.9,0.5
227,10609,( Drop item 2 skill 31) ( Normal 6-09) ( Normal level ),5009,1,0.7,0.9,0.5
228,10609,( drop item 3 attack 22) ( normal 6-09) ( normal level ),5004,1,0.1,0.3,0.5
229,10609,( Drop item 4 Defense 22) ( Normal 6-09) ( Normal level ),5005,1,0.1,0.3,0.5
231,10610,( Drop item 1 enhanced potion ) ( Normal 6-10) ( Normal level ),5000,1,0.7,0.9,0.5
232,10610,( Drop item 2 skill 31) ( Normal 6-10) ( Normal level ),5009,1,0.7,0.9,0.5
233,10610,( drop item 3 attack 22) ( normal 6-10) ( normal level ),5004,1,0.1,0.3,0.5
234,10610,( Drop item 4 Defense 22) ( Normal 6-10) ( Normal level ),5005,1,0.1,0.3,0.5
236,10701,( Drop item 1 enhanced potion ) ( Normal 7-01) ( Normal level ),5000,1,0.7,0.9,0.5
237,10701,( Drop Item 2 Attack 31) ( Normal 7-01) ( Normal level ),5007,1,0.7,0.9,0.5
238,10701,( Drop item 3 Defense 22) ( Normal 7-01) ( Normal level ),5005,1,0.1,0.3,0.5
241,10702,( Drop item 1 enhanced potion ) ( Normal 7-02) ( Normal level ),5000,1,0.7,0.9,0.5
242,10702,( Drop item 2 Attack 31) ( Normal 7-02) ( Normal level ),5007,1,0.7,0.9,0.5
243,10702,( Drop item 3 Defense 22) ( Normal 7-02) ( Normal level ),5005,1,0.1,0.3,0.5
246,10703,( Drop item 1 enhanced potion ) ( Normal 7-03) ( Normal level ),5000,1,0.7,0.9,0.5
247,10703,( Drop item 2 Attack 31) ( Normal 7-03) ( Normal level ),5007,1,0.7,0.9,0.5
248,10703,( Drop item 3 Defense 22) ( Normal 7-03) ( Normal level ),5005,1,0.1,0.3,0.5
251,10704,( Drop item 1 enhanced potion ) ( Normal 7-04) ( Normal level ),5000,1,0.7,0.9,0.5
252,10704,( Drop item 2 Attack 31) ( Normal 7-04) ( Normal level ),5007,1,0.7,0.9,0.5
253,10704,( Drop item 3 Defense 22) ( Normal 7-04) ( Normal level ),5005,1,0.1,0.3,0.5
256,10705,( Drop item 1 enhanced potion ) ( Normal 7-05) ( Normal level ),5000,1,0.7,0.9,0.5
257,10705,( Drop item 2 Defense 31) ( Normal 7-05) ( Normal level ),5008,1,0.7,0.9,0.5
258,10705,( Drop item 3 skill 22) ( Normal 7-05) ( Normal level ),5006,1,0.1,0.3,0.5
261,10706,( Drop item 1 enhanced potion ) ( Normal 7-06) ( Normal level ),5000,1,0.7,0.9,0.5
262,10706,( Drop item 2 Defense 31) ( Normal 7-06) ( Normal level ),5008,1,0.7,0.9,0.5
263,10706,( Drop item 3 skill 22) ( Normal 7-06) ( Normal level ),5006,1,0.1,0.3,0.5
266,10707,( Drop item 1 enhanced potion ) ( Normal 7-07) ( Normal level ),5000,1,0.7,0.9,0.5
267,10707,( Drop item 2 Defense 31) ( Normal 7-07) ( Normal level ),5008,1,0.7,0.9,0.5
268,10707,( Drop item 3 skill 22) ( Normal 7-07) ( Normal level ),5006,1,0.1,0.3,0.5
271,10708,( Drop item 1 enhanced potion ) ( Normal 7-08) ( Normal level ),5000,1,0.7,0.9,0.5
272,10708,( Drop item 2 skill 31) ( Normal 7-08) ( Normal level ),5009,1,0.7,0.9,0.5
273,10708,( drop item 3 attack 22) ( normal 7-08) ( normal level ),5004,1,0.1,0.3,0.5
276,10709,( Drop item 1 enhanced potion ) ( Normal 7-09) ( Normal level ),5000,1,0.7,0.9,0.5
277,10709,( Drop item 2 skill 31) ( Normal 7-09) ( Normal level ),5009,1,0.7,0.9,0.5
278,10709,( drop item 3 attack 22) ( normal 7-09) ( normal level ),5004,1,0.1,0.3,0.5
281,10710,( Drop item 1 enhanced potion ) ( Normal 7-10) ( Normal level ),5000,1,0.7,0.9,0.5
282,10710,( Drop item 2 skill 31) ( Normal 7-10) ( Normal level ),5009,1,0.7,0.9,0.5
283,10710,( drop item 3 attack 22) ( normal 7-10) ( normal level ),5004,1,0.1,0.3,0.5
286,10801,( Drop item 1 enhanced potion ) ( Normal 8-01) ( Normal level ),5000,1,0.7,0.9,0.5
287,10801,( Drop item 2 Attack 32) ( Normal 8-01) ( Normal level ),5010,1,0.7,0.9,0.5
288,10801,( Drop item 3 Defense 31) ( Normal 8-01) ( Normal level ),5008,1,0.1,0.3,0.5
289,10801,( Drop item 4 skill 21) ( Normal 8-01) ( Normal level ),5003,1,0.1,0.3,0.5
291,10802,( Drop item 1 enhanced potion ) ( Normal 8-02) ( Normal level ),5000,1,0.7,0.9,0.5
292,10802,( Drop item 2 Attack 32) ( Normal 8-02) ( Normal level ),5010,1,0.7,0.9,0.5
293,10802,( Drop item 3 Defense 31) ( Normal 8-02) ( Normal level ),5008,1,0.1,0.3,0.5
294,10802,( Drop item 4 skill 21) ( Normal 8-02) ( Normal level ),5003,1,0.1,0.3,0.5
296,10803,( Drop item 1 enhanced potion ) ( Normal 8-03) ( Normal level ),5000,1,0.7,0.9,0.5
297,10803,( drop item 2 attack 32) ( normal 8-03) ( normal level ),5010,1,0.7,0.9,0.5
298,10803,( Drop item 3 Defense 31) ( Normal 8-03) ( Normal level ),5008,1,0.1,0.3,0.5
299,10803,( Drop item 4 skill 21) ( Normal 8-03) ( Normal level ),5003,1,0.1,0.3,0.5
301,10804,( Drop item 1 enhanced potion ) ( Normal 8-04) ( Normal level ),5000,1,0.7,0.9,0.5
302,10804,( Drop item 2 Attack 32) ( Normal 8-04) ( Normal level ),5010,1,0.7,0.9,0.5
303,10804,( Drop item 3 Defense 31) ( Normal 8-04) ( Normal level ),5008,1,0.1,0.3,0.5
304,10804,( Drop item 4 skill 21) ( Normal 8-04) ( Normal level ),5003,1,0.1,0.3,0.5
306,10805,( Drop item 1 enhanced potion ) ( Normal 8-05) ( Normal level ),5000,1,0.7,0.9,0.5
307,10805,( Drop item 2 Defense 32) ( Normal 8-05) ( Normal level ),5011,1,0.7,0.9,0.5
308,10805,( Drop item 3 skill 31) ( Normal 8-05) ( Normal level ),5009,1,0.1,0.3,0.5
309,10805,( Drop item 4 Attack 21) ( Normal 8-05) ( Normal level ),5001,1,0.1,0.3,0.5
311,10806,( Drop item 1 enhanced potion ) ( Normal 8-06) ( Normal level ),5000,1,0.7,0.9,0.5
312,10806,( Drop item 2 Defense 32) ( Normal 8-06) ( Normal level ),5011,1,0.7,0.9,0.5
313,10806,( Drop item 3 skill 31) ( Normal 8-06) ( Normal level ),5009,1,0.1,0.3,0.5
314,10806,( Drop item 4 Attack 21) ( Normal 8-06) ( Normal level ),5001,1,0.1,0.3,0.5
316,10807,( Drop item 1 enhanced potion ) ( Normal 8-07) ( Normal level ),5000,1,0.7,0.9,0.5
317,10807,( Drop item 2 Defense 32) ( Normal 8-07) ( Normal level ),5011,1,0.7,0.9,0.5
318,10807,( Drop item 3 skill 31) ( Normal 8-07) ( Normal level ),5009,1,0.1,0.3,0.5
319,10807,( Drop item 4 Attack 21) ( Normal 8-07) ( Normal level ),5001,1,0.1,0.3,0.5
321,10808,( Drop item 1 enhanced potion ) ( Normal 8-08) ( Normal level ),5000,1,0.7,0.9,0.5
322,10808,( Drop item 2 skill 32) ( Normal 8-08) ( Normal level ),5012,1,0.7,0.9,0.5
323,10808,( drop item 3 attack 31) ( normal 8-08) ( normal level ),5007,1,0.1,0.3,0.5
324,10808,( Drop item 4 Defense 21) ( Normal 8-08) ( Normal level ),5002,1,0.1,0.3,0.5
326,10809,( Drop item 1 enhanced potion ) ( Normal 8-09) ( Normal level ),5000,1,0.7,0.9,0.5
327,10809,( Drop item 2 skill 32) ( Normal 8-09) ( Normal level ),5012,1,0.7,0.9,0.5
328,10809,( Drop item 3 Attack 31) ( Normal 8-09) ( Normal level ),5007,1,0.1,0.3,0.5
329,10809,( Drop item 4 Defense 21) ( Normal 8-09) ( Normal level ),5002,1,0.1,0.3,0.5
331,10810,( Drop item 1 enhanced potion ) ( Normal 8-10) ( Normal level ),5000,1,0.7,0.9,0.5
332,10810,( Drop item 2 skill 32) ( Normal 8-10) ( Normal level ),5012,1,0.7,0.9,0.5
333,10810,( drop item 3 attack 31) ( normal 8-10) ( normal level ),5007,1,0.1,0.3,0.5
334,10810,( Drop item 4 Defense 21) ( Normal 8-10) ( Normal level ),5002,1,0.1,0.3,0.5
336,10901,( Drop item 1 enhanced potion ) ( Normal 9-01) ( Normal level ),5000,1,0.7,0.9,0.5
337,10901,( Drop item 2 Attack 32) ( Normal 9-01) ( Normal level ),5010,1,0.7,0.9,0.5
338,10901,( Drop item 3 Defense 31) ( Normal 9-01) ( Normal level ),5008,1,0.1,0.3,0.5
341,10902,( Drop item 1 enhanced potion ) ( Normal 9-02) ( Normal level ),5000,1,0.7,0.9,0.5
342,10902,( Drop item 2 Attack 32) ( Normal 9-02) ( Normal level ),5010,1,0.7,0.9,0.5
343,10902,( Drop item 3 Defense 31) ( Normal 9-02) ( Normal level ),5008,1,0.1,0.3,0.5
346,10903,( Drop item 1 enhanced potion ) ( Normal 9-03) ( Normal level ),5000,1,0.7,0.9,0.5
347,10903,( Drop item 2 Attack 32) ( Normal 9-03) ( Normal level ),5010,1,0.7,0.9,0.5
348,10903,( Drop item 3 Defense 31) ( Normal 9-03) ( Normal level ),5008,1,0.1,0.3,0.5
351,10904,( Drop item 1 enhanced potion ) ( Normal 9-04) ( Normal level ),5000,1,0.7,0.9,0.5
352,10904,( Drop item 2 Attack 32) ( Normal 9-04) ( Normal level ),5010,1,0.7,0.9,0.5
353,10904,( Drop item 3 Defense 31) ( Normal 9-04) ( Normal level ),5008,1,0.1,0.3,0.5
356,10905,( Drop item 1 enhanced potion ) ( Normal 9-05) ( Normal level ),5000,1,0.7,0.9,0.5
357,10905,( Drop item 2 Defense 32) ( Normal 9-05) ( Normal level ),5011,1,0.7,0.9,0.5
358,10905,( Drop item 3 skill 31) ( Normal 9-05) ( Normal level ),5009,1,0.1,0.3,0.5
361,10906,( Drop item 1 enhanced potion ) ( Normal 9-06) ( Normal level ),5000,1,0.7,0.9,0.5
362,10906,( Drop item 2 Defense 32) ( Normal 9-06) ( Normal level ),5011,1,0.7,0.9,0.5
363,10906,( Drop item 3 skill 31) ( Normal 9-06) ( Normal level ),5009,1,0.1,0.3,0.5
366,10907,( Drop item 1 enhanced potion ) ( Normal 9-07) ( Normal level ),5000,1,0.7,0.9,0.5
367,10907,( Drop item 2 Defense 32) ( Normal 9-07) ( Normal level ),5011,1,0.7,0.9,0.5
368,10907,( Drop item 3 skill 31) ( Normal 9-07) ( Normal level ),5009,1,0.1,0.3,0.5
371,10908,( Drop item 1 enhanced potion ) ( Normal 9-08) ( Normal level ),5000,1,0.7,0.9,0.5
372,10908,( Drop item 2 skill 32) ( Normal 9-08) ( Normal level ),5012,1,0.7,0.9,0.5
373,10908,( Drop item 3 Attack 31) ( Normal 9-08) ( Normal level ),5007,1,0.1,0.3,0.5
376,10909,( Drop item 1 enhanced potion ) ( Normal 9-09) ( Normal level ),5000,1,0.7,0.9,0.5
377,10909,( Drop item 2 skill 32) ( Normal 9-09) ( Normal level ),5012,1,0.7,0.9,0.5
378,10909,( Drop item 3 Attack 31) ( Normal 9-09) ( Normal level ),5007,1,0.1,0.3,0.5
381,10910,( Drop item 1 enhanced potion ) ( Normal 9-10) ( Normal level ),5000,1,0.7,0.9,0.5
382,10910,( Drop item 2 skill 32) ( Normal 9-10) ( Normal level ),5012,1,0.7,0.9,0.5
383,10910,( drop item 3 attack 31) ( normal 9-10) ( normal level ),5007,1,0.1,0.3,0.5
386,11001,( Drop item 1 enhanced potion ) ( Normal 10-01) ( Normal level ),5000,1,0.7,0.9,0.5
387,11001,( drop item 2 attack 33) ( normal 10-01) ( normal level ),5013,1,0.7,0.9,0.5
388,11001,( Drop item 3 Defense 32) ( Normal 10-01) ( Normal level ),5011,1,0.1,0.3,0.5
389,11001,( Drop item 4 skill 22) ( Normal 10-01) ( Normal level ),5006,1,0.1,0.3,0.5
391,11002,( Drop item 1 enhanced potion ) ( Normal 10-02) ( Normal level ),5000,1,0.7,0.9,0.5
392,11002,( drop item 2 attack 33) ( normal 10-02) ( normal level ),5013,1,0.7,0.9,0.5
393,11002,( Drop item 3 Defense 32) ( Normal 10-02) ( Normal level ),5011,1,0.1,0.3,0.5
394,11002,( Drop item 4 skill 22) ( Normal 10-02) ( Normal level ),5006,1,0.1,0.3,0.5
396,11003,( Drop item 1 enhanced potion ) ( Normal 10-03) ( Normal level ),5000,1,0.7,0.9,0.5
397,11003,( drop item 2 attack 33) ( normal 10-03) ( normal level ),5013,1,0.7,0.9,0.5
398,11003,( Drop item 3 Defense 32) ( Normal 10-03) ( Normal level ),5011,1,0.1,0.3,0.5
399,11003,( Drop item 4 skill 22) ( Normal 10-03) ( Normal level ),5006,1,0.1,0.3,0.5
401,11004,( Drop item 1 enhanced potion ) ( Normal 10-04) ( Normal level ),5000,1,0.7,0.9,0.5
402,11004,( drop item 2 attack 33) ( normal 10-04) ( normal level ),5013,1,0.7,0.9,0.5
403,11004,( Drop item 3 Defense 32) ( Normal 10-04) ( Normal level ),5011,1,0.1,0.3,0.5
404,11004,( Drop item 4 skill 22) ( Normal 10-04) ( Normal level ),5006,1,0.1,0.3,0.5
406,11005,( Drop item 1 enhanced potion ) ( Normal 10-05) ( Normal level ),5000,1,0.7,0.9,0.5
407,11005,( Drop item 2 Defense 33) ( Normal 10-05) ( Normal level ),5014,1,0.7,0.9,0.5
408,11005,( Drop item 3 skill 32) ( Normal 10-05) ( Normal level ),5012,1,0.1,0.3,0.5
409,11005,( Drop item 4 Attack 22) ( Normal 10-05) ( Normal level ),5004,1,0.1,0.3,0.5
