变量名,_beizhu,itemWeightMap,itemCount,costMap,vipStart,vipWeight,beginDate,endDate,position,levelRange,limitType,limitTimes,showUnable
1008,A Qualification-Diamond Gold Coin 2,{20001=100;20011=100;20021=100;20051=100;20091=100;20131=100;20271=100;20281=100;20301=100;20371=100;20461=100;20471=100;20481=100;20551=100;20691=100;20781=100;20791=100;20801=100;21441=100;21611=100;21861=100;22011=100;22071=100;22271=100;22301=100;22481=100;22591=100;22611=100;22631=100;22681=100;22871=100;22891=100;22921=100;22922=100;22961=100;23011=100;23281=100;23291=100;23341=100;23431=100;23471=100;23501=100;23511=0;21851=100;20151=100;20341=100;20221=100;22841=100;21801=100},2,{rmb=50},0,100,,,0,,,,
,,,,,,,,,,,,,
1009,S Qualification-Diamond Gold Coin 2,{20261=100;20331=100;20391=100;20491=100;20571=100;20591=100;20601=100;20631=100;20721=0;20731=0;20741=0;20881=100;21071=100;21081=0;21171=100;21221=0;21231=0;21241=0;21251=0;21291=100;21311=0;21391=100;21421=100;21501=100;21811=100;22721=100;23001=100;23021=100;23141=100;23351=0;23411=100;23541=100;20241=100;20401=100;22991=100;23661=100;20161=100;22031=100},1,{gold=50000},0,100,,,0,,,,
1010,S Qualification-Diamond Gold Coin 2,{20261=100;20331=100;20391=100;20491=100;20571=100;20591=100;20601=100;20631=100;20721=0;20731=0;20741=0;20881=100;21071=100;21081=0;21171=100;21221=0;21231=0;21241=0;21251=0;21291=100;21311=0;21391=100;21421=100;21501=100;21811=100;22721=100;23001=100;23021=100;23141=100;23351=0;23411=100;23541=100;20241=100;20401=100;22991=100;23661=100;20161=100;22031=100},1,{rmb=50},0,100,,,0,,,,
,,,,,,,,,,,,,
11,Strengthen Potion - Gold Coin,{5000=100},20,{gold=120000},0,100,,,2,,,,
12,Strengthen Potion - Gold Coin,{5000=100},10,{gold=60000},0,100,,,2,,,,
,,,,,,,,,,,,,
21,AB Qualification - Fragment Gold Coin 1,{20001=100;20011=100;20021=100;20031=100;20041=100;20051=100;20061=100;20071=100;20081=100;20091=100;20101=100;20111=100;20121=100;20131=100;20171=0;20191=100;20231=100;20271=100;20281=100;20301=100;20351=100;20371=100;20451=100;20461=100;20471=100;20481=100;20541=100;20551=100;20691=0;20781=100;20791=100;20801=100;20891=100;21081=0;21351=100;21441=100;21611=100;21861=100;22011=100;22071=100;22271=100;22301=100;22481=100;22591=0;22611=0;22631=100;22681=0;22871=100;22891=0;22921=100;22922=100;22961=0;23011=100;23281=100;23291=100;23341=100;23431=100;23471=100;23501=100;23511=0;23561=100},1,{gold=30000},0,100,,,1,<150;150>,,,
22,AB Qualification - Fragment Gold Coin 1,{20001=100;20011=100;20021=100;20031=100;20041=100;20051=100;20061=100;20071=100;20081=100;20091=100;20101=100;20111=100;20121=100;20131=100;20171=0;20191=100;20231=100;20271=100;20281=100;20301=100;20351=100;20371=100;20451=100;20461=100;20471=100;20481=100;20541=100;20551=100;20691=0;20781=100;20791=100;20801=100;20891=100;21081=0;21351=100;21441=100;21611=100;21861=100;22011=100;22071=100;22271=100;22301=100;22481=100;22591=0;22611=0;22631=100;22681=0;22871=100;22891=0;22921=100;22922=100;22961=0;23011=100;23281=100;23291=100;23341=100;23431=100;23471=100;23501=100;23511=0;23561=100},2,{gold=60000},0,100,,,1,<150;150>,,,
23,AB Qualification-Diamond Gold Coin 1,{20001=100;20011=100;20021=100;20031=100;20041=100;20051=100;20061=100;20071=100;20081=100;20091=100;20101=100;20111=100;20121=100;20131=100;20171=0;20191=100;20231=100;20271=100;20281=100;20301=100;20351=100;20371=100;20451=100;20461=100;20471=100;20481=100;20541=100;20551=100;20691=0;20781=100;20791=100;20801=100;20891=100;21081=0;21351=100;21441=100;21611=100;21861=100;22011=100;22071=100;22271=100;22301=100;22481=100;22591=0;22611=0;22631=100;22681=0;22871=100;22891=0;22921=100;22922=100;22961=0;23011=100;23281=100;23291=100;23341=100;23431=100;23471=100;23501=100;23511=0;23561=100},1,{rmb=30},0,100,,,1,<150;150>,,,
24,AB Qualification-Diamond Gold Coin 2,{20001=100;20011=100;20021=100;20031=100;20041=100;20051=100;20061=100;20071=100;20081=100;20091=100;20101=100;20111=100;20121=100;20131=100;20171=0;20191=100;20231=100;20271=100;20281=100;20301=100;20351=100;20371=100;20451=100;20461=100;20471=100;20481=100;20541=100;20551=100;20691=0;20781=100;20791=100;20801=100;20891=100;21081=0;21351=100;21441=100;21611=100;21861=100;22011=100;22071=100;22271=100;22301=100;22481=100;22591=0;22611=0;22631=100;22681=0;22871=100;22891=0;22921=100;22922=100;22961=0;23011=100;23281=100;23291=100;23341=100;23431=100;23471=100;23501=100;23511=0;23561=100},2,{rmb=60},0,100,,,1,<150;150>,,,
,,,,,,,,,,,,,
1021,B Qualification - Fragment Gold Coin 1,{20031=100;20041=100;20061=100;20071=100;20081=100;20101=100;20111=100;20121=100;20171=100;20191=100;20231=100;20351=100;20451=100;20541=100;20891=100;21351=100;23561=100},1,{gold=10000},0,100,,,1,,,,
1022,B Qualification - Fragment Gold Coin 1,{20031=100;20041=100;20061=100;20071=100;20081=100;20101=100;20111=100;20121=100;20171=100;20191=100;20231=100;20351=100;20451=100;20541=100;20891=100;21351=100;23561=100},2,{gold=20000},0,100,,,1,,,,
1023,B Qualification-Diamond Gold Coin 1,{20031=100;20041=100;20061=100;20071=100;20081=100;20101=100;20111=100;20121=100;20171=100;20191=100;20231=100;20351=100;20451=100;20541=100;20891=100;21351=100;23561=100},1,{rmb=10},0,100,,,1,,,,
1024,B Qualification-Diamond Gold Coin 2,{20031=100;20041=100;20061=100;20071=100;20081=100;20101=100;20111=100;20121=100;20171=100;20191=100;20231=100;20351=100;20451=100;20541=100;20891=100;21351=100;23561=100},2,{rmb=20},0,100,,,1,,,,
,,,,,,,,,,,,,
1025,A Qualification - Fragment Gold Coin 1,{20001=100;20011=100;20021=100;20051=100;20091=100;20131=100;20271=100;20281=100;20301=100;20371=100;20461=100;20471=100;20481=100;20551=100;20691=100;20781=100;20791=100;20801=100;21441=100;21611=100;21861=100;22011=100;22071=100;22271=100;22301=100;22481=100;22591=100;22611=100;22631=100;22681=100;22871=100;22891=100;22921=100;22922=100;22961=100;23011=100;23281=100;23291=100;23341=100;23431=100;23471=100;23501=100;23511=0;21851=100;20151=100;20341=100;20221=100;22841=100;21801=100},1,{gold=25000},0,100,,,1,,,,
1026,A Qualification - Fragment Gold Coin 1,{20001=100;20011=100;20021=100;20051=100;20091=100;20131=100;20271=100;20281=100;20301=100;20371=100;20461=100;20471=100;20481=100;20551=100;20691=100;20781=100;20791=100;20801=100;21441=100;21611=100;21861=100;22011=100;22071=100;22271=100;22301=100;22481=100;22591=100;22611=100;22631=100;22681=100;22871=100;22891=100;22921=100;22922=100;22961=100;23011=100;23281=100;23291=100;23341=100;23431=100;23471=100;23501=100;23511=0;21851=100;20151=100;20341=100;20221=100;22841=100;21801=100},2,{gold=50000},0,100,,,1,,,,
1027,A Qualification - Diamond Gold Coin 1,{20001=100;20011=100;20021=100;20051=100;20091=100;20131=100;20271=100;20281=100;20301=100;20371=100;20461=100;20471=100;20481=100;20551=100;20691=100;20781=100;20791=100;20801=100;21441=100;21611=100;21861=100;22011=100;22071=100;22271=100;22301=100;22481=100;22591=100;22611=100;22631=100;22681=100;22871=100;22891=100;22921=100;22922=100;22961=100;23011=100;23281=100;23291=100;23341=100;23431=100;23471=100;23501=100;23511=0;21851=100;20151=100;20341=100;20221=100;22841=100;21801=100},1,{rmb=25},0,100,,,1,,,,
1028,A Qualification-Diamond Gold Coin 2,{20001=100;20011=100;20021=100;20051=100;20091=100;20131=100;20271=100;20281=100;20301=100;20371=100;20461=100;20471=100;20481=100;20551=100;20691=100;20781=100;20791=100;20801=100;21441=100;21611=100;21861=100;22011=100;22071=100;22271=100;22301=100;22481=100;22591=100;22611=100;22631=100;22681=100;22871=100;22891=100;22921=100;22922=100;22961=100;23011=100;23281=100;23291=100;23341=100;23431=100;23471=100;23501=100;23511=0;21851=100;20151=100;20341=100;20221=100;22841=100;21801=100},2,{rmb=50},0,100,,,1,,,,
,,,,,,,,,,,,,
1029,S Qualification-Diamond Gold Coin 2,{20261=100;20331=100;20391=100;20491=100;20571=100;20591=100;20601=100;20631=100;20721=0;20731=0;20741=0;20881=100;21071=100;21081=0;21171=100;21221=0;21231=0;21241=0;21251=0;21291=100;21311=0;21391=100;21421=100;21501=100;21811=100;22721=100;23001=100;23021=100;23141=100;23351=0;23411=100;23541=100;20241=100;20401=100;22991=100;23661=100;20161=100;22031=100},1,{gold=50000},0,100,,,1,,,,
1030,S Qualification-Diamond Gold Coin 2,{20261=100;20331=100;20391=100;20491=100;20571=100;20591=100;20601=100;20631=100;20721=0;20731=0;20741=0;20881=100;21071=100;21081=0;21171=100;21221=0;21231=0;21241=0;21251=0;21291=100;21311=0;21391=100;21421=100;21501=100;21811=100;22721=100;23001=100;23021=100;23141=100;23351=0;23411=100;23541=100;20241=100;20401=100;22991=100;23661=100;20161=100;22031=100},1,{rmb=50},0,100,,,1,,,,
,,,,,,,,,,,,,
31,Strengthen Potion - Diamond,{5000=100},20,{rmb=120},0,100,,,3,,,,
32,Strengthen Potion - Diamond,{5000=100},10,{rmb=60},0,100,,,3,,,,
,,,,,,,,,,,,,
51,Green Food - Gold Coins,{606=100;609=100;612=100;615=100;618=100;621=100},10,{gold=20000},0,100,,,4,,,,
52,Green Food - Diamond,{606=100;609=100;612=100;615=100;618=100;621=100},10,{rmb=20},0,100,,,4,,,,
53,Blue Food - Gold Coins,{607=100;610=100;613=100;616=100;619=100;622=100},10,{gold=100000},0,100,,,4,,,,
54,Blue Food - Diamond,{607=100;610=100;613=100;616=100;619=100;622=100},10,{rmb=100},0,100,,,4,,,,
,,,,,,,,,,,,,
61,senior ball,{524=100},1,{rmb=60},0,100,,,5,,,,
,,,,,,,,,,,,,
101,gem 21,{5001=100;5002=100;5003=100},10,{gold=75000},,100,,,6,<1;27>,,,
102,gem 21,{5001=100;5002=100;5003=100},5,{gold=37500},,100,,,6,<1;27>,,,
103,gem 22,{5004=100;5005=100;5006=100},10,{gold=75000},,100,,,6,<1;39>,,,
104,gem 22,{5004=100;5005=100;5006=100},5,{gold=37500},,100,,,6,<1;39>,,,
105,gem 31,{5007=100;5008=100;5009=100},10,{gold=75000},,100,,,6,<1;49>,,,
106,gem 31,{5007=100;5008=100;5009=100},5,{gold=37500},,100,,,6,<1;49>,,,
107,gem 32,{5010=100;5011=100;5012=100},10,{gold=90000},,100,,,6,<28;59>,,,
108,gem 32,{5010=100;5011=100;5012=100},5,{gold=45000},,100,,,6,<28;59>,,,
109,gem 33,{5013=100;5014=100;5015=100},10,{gold=105000},,100,,,6,<40;69>,,,
110,gem 33,{5013=100;5014=100;5015=100},5,{gold=52500},,100,,,6,<40;69>,,,
111,gem 41,{5016=100;5017=100;5018=100},10,{gold=120000},,100,,,6,<50;79>,,,
112,gem 41,{5016=100;5017=100;5018=100},5,{gold=60000},,100,,,6,<50;79>,,,
113,gem 42,{5019=100;5020=100;5021=100},30,{gold=405000},,100,,,6,<60;84>,,,
114,gem 42,{5019=100;5020=100;5021=100},30,{gold=405000},,100,,,6,<60;84>,,,
115,gem 51,{5022=100;5023=100;5024=100},40,{gold=600000},,100,,,6,<70;99>,,,
116,gem 51,{5022=100;5023=100;5024=100},20,{gold=300000},,100,,,6,<70;99>,,,
117,gem 52,{5025=100;5026=100;5027=100},50,{gold=825000},,100,,,6,<80;99>,,,
118,gem 52,{5025=100;5026=100;5027=100},50,{gold=825000},,100,,,6,<80;99>,,,
119,gem 53,{5028=100;5029=100;5030=100},60,{gold=1200000},,100,,,6,<85;104>,,,
120,gem 53,{5028=100;5029=100;5030=100},30,{gold=600000},,100,,,6,<85;104>,,,
121,gem 54,{5031=100;5032=100;5033=100},50,{gold=1100000},,100,,,6,<90;119>,,,
122,gem 54,{5031=100;5032=100;5033=100},25,{gold=550000},,100,,,6,<90;119>,,,
123,gem 55,{5034=100;5035=100;5036=100},60,{gold=1380000},,100,,,6,<95;119>,,,
124,gem 55,{5034=100;5035=100;5036=100},30,{gold=690000},,100,,,6,<95;119>,,,
125,gem 61,{5037=100;5038=100;5039=100},60,{gold=1400000},,100,,,6,<100;119>,,,
126,gem 61,{5037=100;5038=100;5039=100},30,{gold=700000},,100,,,6,<100;119>,,,
127,gem 62,{5040=100;5041=100;5042=100},60,{gold=1440000},,100,,,6,<105;124>,,,
128,gem 62,{5040=100;5041=100;5042=100},30,{gold=720000},,100,,,6,<105;124>,,,
129,gem 63,{5043=100;5044=100;5045=100},60,{gold=1500000},,100,,,6,<110;129>,,,
130,gem 63,{5043=100;5044=100;5045=100},30,{gold=750000},,100,,,6,<110;129>,,,
131,gem 64,{5046=100;5047=100;5048=100},60,{gold=1580000},,100,,,6,<115;134>,,,
132,gem 64,{5046=100;5047=100;5048=100},30,{gold=790000},,100,,,6,<115;134>,,,
133,gem 65,{5049=100;5050=100;5051=100},60,{gold=1680000},,100,,,6,<120;139>,,,
134,gem 65,{5049=100;5050=100;5051=100},30,{gold=840000},,100,,,6,<120;139>,,,
,,,,,,,,,,,,,
201,gem 21,{5001=100;5002=100;5003=100},10,{gold=75000},,100,,,7,<1;27>,,,
202,gem 21,{5001=100;5002=100;5003=100},5,{gold=37500},,100,,,7,<1;27>,,,
203,gem 22,{5004=100;5005=100;5006=100},10,{gold=75000},,100,,,7,<1;39>,,,
204,gem 22,{5004=100;5005=100;5006=100},5,{gold=37500},,100,,,7,<1;39>,,,
205,gem 31,{5007=100;5008=100;5009=100},10,{gold=75000},,100,,,7,<1;49>,,,
206,gem 31,{5007=100;5008=100;5009=100},5,{gold=37500},,100,,,7,<1;49>,,,
207,gem 32,{5010=100;5011=100;5012=100},10,{gold=90000},,100,,,7,<28;59>,,,
208,gem 32,{5010=100;5011=100;5012=100},5,{gold=45000},,100,,,7,<28;59>,,,
209,gem 33,{5013=100;5014=100;5015=100},10,{gold=105000},,100,,,7,<40;69>,,,
210,gem 33,{5013=100;5014=100;5015=100},5,{gold=52500},,100,,,7,<40;69>,,,
211,gem 41,{5016=100;5017=100;5018=100},10,{gold=120000},,100,,,7,<50;79>,,,
212,gem 41,{5016=100;5017=100;5018=100},5,{gold=60000},,100,,,7,<50;79>,,,
213,gem 42,{5019=100;5020=100;5021=100},30,{gold=405000},,100,,,7,<60;84>,,,
214,gem 42,{5019=100;5020=100;5021=100},30,{gold=405000},,100,,,7,<60;84>,,,
215,gem 51,{5022=100;5023=100;5024=100},40,{gold=600000},,100,,,7,<70;99>,,,
216,gem 51,{5022=100;5023=100;5024=100},20,{gold=300000},,100,,,7,<70;99>,,,
217,gem 52,{5025=100;5026=100;5027=100},50,{gold=825000},,100,,,7,<80;99>,,,
218,gem 52,{5025=100;5026=100;5027=100},50,{gold=825000},,100,,,7,<80;99>,,,
219,gem 53,{5028=100;5029=100;5030=100},60,{gold=1200000},,100,,,7,<85;104>,,,
220,gem 53,{5028=100;5029=100;5030=100},30,{gold=600000},,100,,,7,<85;104>,,,
221,gem 54,{5031=100;5032=100;5033=100},50,{gold=1100000},,100,,,7,<90;119>,,,
222,gem 54,{5031=100;5032=100;5033=100},25,{gold=550000},,100,,,7,<90;119>,,,
223,gem 55,{5034=100;5035=100;5036=100},60,{gold=1380000},,100,,,7,<95;119>,,,
224,gem 55,{5034=100;5035=100;5036=100},30,{gold=690000},,100,,,7,<95;119>,,,
225,gem 61,{5037=100;5038=100;5039=100},60,{gold=1400000},,100,,,7,<100;119>,,,
226,gem 61,{5037=100;5038=100;5039=100},30,{gold=700000},,100,,,7,<100;119>,,,
227,gem 62,{5040=100;5041=100;5042=100},60,{gold=1440000},,100,,,7,<105;124>,,,
228,gem 62,{5040=100;5041=100;5042=100},30,{gold=720000},,100,,,7,<105;124>,,,
229,gem 63,{5043=100;5044=100;5045=100},60,{gold=1500000},,100,,,7,<110;129>,,,
230,gem 63,{5043=100;5044=100;5045=100},30,{gold=750000},,100,,,7,<110;129>,,,
231,gem 64,{5046=100;5047=100;5048=100},60,{gold=1580000},,100,,,7,<115;134>,,,
232,gem 64,{5046=100;5047=100;5048=100},30,{gold=790000},,100,,,7,<115;134>,,,
233,gem 65,{5049=100;5050=100;5051=100},60,{gold=1680000},,100,,,7,<120;139>,,,
234,gem 65,{5049=100;5050=100;5051=100},30,{gold=840000},,100,,,7,<120;139>,,,
,,,,,,,,,,,,,
301,gem 21,{5001=100;5002=100;5003=100},10,{gold=75000},,100,,,8,<1;27>,,,
302,gem 21,{5001=100;5002=100;5003=100},5,{gold=37500},,100,,,8,<1;27>,,,
303,gem 22,{5004=100;5005=100;5006=100},10,{gold=75000},,100,,,8,<1;39>,,,
304,gem 22,{5004=100;5005=100;5006=100},5,{gold=37500},,100,,,8,<1;39>,,,
305,gem 31,{5007=100;5008=100;5009=100},10,{gold=75000},,100,,,8,<1;49>,,,
306,gem 31,{5007=100;5008=100;5009=100},5,{gold=37500},,100,,,8,<1;49>,,,
307,gem 32,{5010=100;5011=100;5012=100},10,{gold=90000},,100,,,8,<28;59>,,,
308,gem 32,{5010=100;5011=100;5012=100},5,{gold=45000},,100,,,8,<28;59>,,,
309,gem 33,{5013=100;5014=100;5015=100},10,{gold=105000},,100,,,8,<40;69>,,,
310,gem 33,{5013=100;5014=100;5015=100},5,{gold=52500},,100,,,8,<40;69>,,,
311,gem 41,{5016=100;5017=100;5018=100},10,{gold=120000},,100,,,8,<50;79>,,,
312,gem 41,{5016=100;5017=100;5018=100},5,{gold=60000},,100,,,8,<50;79>,,,
313,gem 42,{5019=100;5020=100;5021=100},30,{gold=405000},,100,,,8,<60;84>,,,
314,gem 42,{5019=100;5020=100;5021=100},30,{gold=405000},,100,,,8,<60;84>,,,
315,gem 51,{5022=100;5023=100;5024=100},40,{gold=600000},,100,,,8,<70;99>,,,
316,gem 51,{5022=100;5023=100;5024=100},20,{gold=300000},,100,,,8,<70;99>,,,
317,gem 52,{5025=100;5026=100;5027=100},50,{gold=825000},,100,,,8,<80;99>,,,
318,gem 52,{5025=100;5026=100;5027=100},50,{gold=825000},,100,,,8,<80;99>,,,
319,gem 53,{5028=100;5029=100;5030=100},60,{gold=1200000},,100,,,8,<85;104>,,,
320,gem 53,{5028=100;5029=100;5030=100},30,{gold=600000},,100,,,8,<85;104>,,,
321,gem 54,{5031=100;5032=100;5033=100},50,{gold=1100000},,100,,,8,<90;119>,,,
322,gem 54,{5031=100;5032=100;5033=100},25,{gold=550000},,100,,,8,<90;119>,,,
323,gem 55,{5034=100;5035=100;5036=100},60,{gold=1380000},,100,,,8,<95;119>,,,
324,gem 55,{5034=100;5035=100;5036=100},30,{gold=690000},,100,,,8,<95;119>,,,
325,gem 61,{5037=100;5038=100;5039=100},60,{gold=1400000},,100,,,8,<100;119>,,,
326,gem 61,{5037=100;5038=100;5039=100},30,{gold=700000},,100,,,8,<100;119>,,,
327,gem 62,{5040=100;5041=100;5042=100},60,{gold=1440000},,100,,,8,<105;124>,,,
328,gem 62,{5040=100;5041=100;5042=100},30,{gold=720000},,100,,,8,<105;124>,,,
329,gem 63,{5043=100;5044=100;5045=100},60,{gold=1500000},,100,,,8,<110;129>,,,
330,gem 63,{5043=100;5044=100;5045=100},30,{gold=750000},,100,,,8,<110;129>,,,
331,gem 64,{5046=100;5047=100;5048=100},60,{gold=1580000},,100,,,8,<115;134>,,,
332,gem 64,{5046=100;5047=100;5048=100},30,{gold=790000},,100,,,8,<115;134>,,,
333,gem 65,{5049=100;5050=100;5051=100},60,{gold=1680000},,100,,,8,<120;139>,,,
334,gem 65,{5049=100;5050=100;5051=100},30,{gold=840000},,100,,,8,<120;139>,,,
,,,,,,,,,,,,,
401,gem 21,{5001=100;5002=100;5003=100},10,{gold=75000},,100,,,9,<1;27>,,,
402,gem 21,{5001=100;5002=100;5003=100},5,{gold=37500},,100,,,9,<1;27>,,,
403,gem 22,{5004=100;5005=100;5006=100},10,{gold=75000},,100,,,9,<1;39>,,,
404,gem 22,{5004=100;5005=100;5006=100},5,{gold=37500},,100,,,9,<1;39>,,,
405,gem 31,{5007=100;5008=100;5009=100},10,{gold=75000},,100,,,9,<1;49>,,,
406,gem 31,{5007=100;5008=100;5009=100},5,{gold=37500},,100,,,9,<1;49>,,,
407,gem 32,{5010=100;5011=100;5012=100},10,{gold=90000},,100,,,9,<28;59>,,,
408,gem 32,{5010=100;5011=100;5012=100},5,{gold=45000},,100,,,9,<28;59>,,,
409,gem 33,{5013=100;5014=100;5015=100},10,{gold=105000},,100,,,9,<40;69>,,,
410,gem 33,{5013=100;5014=100;5015=100},5,{gold=52500},,100,,,9,<40;69>,,,
411,gem 41,{5016=100;5017=100;5018=100},10,{gold=120000},,100,,,9,<50;79>,,,
412,gem 41,{5016=100;5017=100;5018=100},5,{gold=60000},,100,,,9,<50;79>,,,
413,gem 42,{5019=100;5020=100;5021=100},30,{gold=405000},,100,,,9,<60;84>,,,
414,gem 42,{5019=100;5020=100;5021=100},30,{gold=405000},,100,,,9,<60;84>,,,
415,gem 51,{5022=100;5023=100;5024=100},40,{gold=600000},,100,,,9,<70;99>,,,
416,gem 51,{5022=100;5023=100;5024=100},20,{gold=300000},,100,,,9,<70;99>,,,
417,gem 52,{5025=100;5026=100;5027=100},50,{gold=825000},,100,,,9,<80;99>,,,
418,gem 52,{5025=100;5026=100;5027=100},50,{gold=825000},,100,,,9,<80;99>,,,
419,gem 53,{5028=100;5029=100;5030=100},60,{gold=1200000},,100,,,9,<85;104>,,,
420,gem 53,{5028=100;5029=100;5030=100},30,{gold=600000},,100,,,9,<85;104>,,,
