"21",Tip: Legend has it that anyone who sees Ho-Oh can gain eternal happiness.,小提示：傳說看到鳳王的人能夠獲得永遠的幸福,Tip: Legend has it that anyone who sees Ho-Oh can gain eternal happiness.,알림: 전설에 따르면 칠색조를 본 사람은 영원한 행복이 약속된다고 합니다.,
"22",Tip: Trainers can enable 3x battle speed when they reach level 20,小提示：玩家等級達到20級時可開啟戰鬥3倍速,Tip: Trainers can enable 3x battle speed when they reach level 20,알림: 유저가 20레벨을 달성하면 전투 3배속을 개방할 수 있습니다.,
"23",Tip: Giving the Pokémon a mint from the bag will change its character.,小提示：對精靈使用背包內的薄荷，可以使其獲得指定的性格喲,Tip: Giving the Pokémon a mint from the bag will change its character.,알림: 포켓몬에게 가방 안의 민트를 사용하면 지정한 성격을 획득할 수 있습니다.,
"24","Tip: When the player reaches level 35, the quick upgrade of the move can be enabled.",小提示：玩家等級達到35級後，可開啟技能的快速升級功能,"Tip: When the player reaches level 35, the quick upgrade of the move can be enabled.",알림: 유저 35레벨 달성 시 기술의 빠른 레벨업 기능이 개방됩니다.,
"25",Tip: Pokémons can also be reborn if the Held Items and Pokémons are the same.,小提示：攜帶道具和精靈一致，同樣也可以重生,Tip: Pokémons can also be reborn if the Held Items and Pokémons are the same.,알림: 휴대 아이템은 포켓몬과 동일하게 부활할 수 있습니다.,
"26","Tip: When there is no mint in the bag, the feature of changing nature by items will be hidden automatically.",小提示：在背包內沒有薄荷時，道具改變性格功能將會自動隱藏起來,"Tip: When there is no mint in the bag, the feature of changing nature by items will be hidden automatically.","""알림: 가방에 민트가 없을 경우, 아이템 성격 변경 기능이 자동으로 숨겨집니다.""",
"27",Tip: Some new Pokémons are entering the Pokedex soon. Do look forward to it!,小提示：圖鑒內藏著一些不久將到來的精靈，一起期待吧,Tip: Some new Pokémons are entering the Pokedex soon. Do look forward to it!,알림: 도감에 보이지 않는 포켓몬도 이후 추가될 수 있습니다.,
"28",Tip: The current technology cannot convert super rare legendary beast shards into ordinary universal shards.,小提示：超稀有的神獸萬能碎片，目前的科技水準沒有辦法再轉化成普通萬能碎片,Tip: The current technology cannot convert super rare legendary beast shards into ordinary universal shards.,"알림:전설의 포켓몬 만능 조각,현재로서  과학 기술 수준으로는 다시 일반 만능 조각으로 전환할 수 없습니다.",
"29","Tip: After level 36, you can spend energy to get a chance of finding catchable Pokémons.",小提示：36級後，使用體力有幾率發現可捕捉的精靈喲,"Tip: After level 36, you can spend energy to get a chance of finding catchable Pokémons.",알림: 36레벨 이후 체력 사용 시 일정 확률로 포획 가능한 포켓몬을 발견합니다.,
"30","Tip: In arena fair battle, the order of action of same Pokémon or two Pokémon with same speed is totally random.",小提示：對戰競技場公平賽中，同精靈或同速度的兩個精靈的出手行動順序是純隨機的,"Tip: In arena fair battle, the order of action of same Pokémon or two Pokémon with same speed is totally random.",알림:대전 아레나 경기중에 같은 포켓몬이나 같은 속도의 두 포켓몬의 행동 순서는 순전히 무작위이다.,
