变量名,_beizhu,cardID,weight,weight2,CDTime,isForce,serverOpenDays,extraAward
默认值,"""""",0,0,0,0,0,0,{}
ID,名字备注,怪物ID,自然属性权重，对应 unit natureType,第二自然属性权重，对应 unit natureType,冷却时间,强制开关,开服天数,额外奖励
38,Rafflesia,173,75,75,,,,{rmb=10;20171=1}
39,Hairball,191,75,75,,,,{rmb=10;20191=1}
40,moru moth,192,75,75,,,,{rmb=10;20191=1}
41,monkey monster,231,75,,,,,{rmb=10;20231=1}
42,Fire Monkey,232,75,,,,,{rmb=10;20231=1}
43,casey,261,100,,,,,{rmb=10;20261=1}
44,Yongkila,262,100,,,,,{rmb=10;20261=1}
45,Hu Di,263,100,,,,,{rmb=10;20261=1}
46,wrist strength,271,100,,,,,{rmb=10;20271=1}
47,Hao Li,272,100,,,,,{rmb=10;20271=1}
48,Strange power,273,100,,,,,{rmb=10;20271=1}
49,trumpet buds,281,100,100,,,,{rmb=10;20281=1}
50,Mouth flower,282,100,100,,,,{rmb=10;20281=1}
51,big food flower,283,100,100,,,,{rmb=10;20281=1}
52,Small fist stone,301,100,100,,,,{rmb=10;20301=1}
53,Rumble stone,302,100,100,,,,{rmb=10;20301=1}
54,Magneto,331,100,100,,,,{rmb=10;20331=1}
55,Three in One Magneto,332,100,100,,,,{rmb=10;20331=1}
56,Magneto,333,100,100,,,,{rmb=10;20331=1}
57,doodle,351,100,100,,,,{rmb=10;20351=1}
58,Duduli,352,100,100,,,,{rmb=10;20351=1}
59,smelly mud,371,100,,,,,{rmb=10;20371=1}
60,smelly mud,372,100,,,,,{rmb=10;20371=1}
61,Ghost,391,100,100,,,,{rmb=10;20391=1}
62,ghost stone,392,100,100,,,,{rmb=10;20391=1}
63,Gengar,393,100,100,,,,{rmb=10;20391=1}
64,Caracalla,451,100,,,,,{rmb=10;20451=1}
65,Gala Gala,452,100,,,,,{rmb=10;20451=1}
66,dauntless boy,461,100,,,,,{rmb=10;20461=1}
67,flying legs,462,100,,,,,{rmb=10;20461=1}
68,Kuaiquan Lang,463,100,,,,,{rmb=10;20461=1}
69,War dancer,464,100,,,,,{rmb=10;20461=1}
70,big tongue,471,100,,,,,{rmb=10;20471=1}
71,Big tongue licking,472,100,,,,,{rmb=10;20471=1}
72,gas bomb,481,100,,,,,{rmb=10;20481=1}
73,double bomb gas,482,100,,,,,{rmb=10;20481=1}
74,one horned rhino,491,100,100,,,,{rmb=10;20491=1}
75,Rhinoceros,492,100,100,,,,{rmb=10;20491=1}
76,Super Armored Rhinoceros,493,100,100,,,,{rmb=10;20491=1}
77,horned goldfish,541,100,,,,,{rmb=10;20541=1}
78,goldfish king,542,100,,,,,{rmb=10;20541=1}
79,starfish,551,100,,,,,{rmb=10;20551=1}
80,jewel starfish,552,100,100,,,,{rmb=10;20551=1}
81,flying mantis,571,100,100,,,,{rmb=10;20571=1}
82,Giant Pincer Mantis,572,100,100,,,,{rmb=10;20571=1}
83,Zap monster,591,100,,,,,{rmb=10;20591=1}
84,Electrocute,592,100,,,,,{rmb=10;20591=1}
85,Electric Shock Monster,593,100,,,,,{rmb=10;20591=1}
86,Duckbill baby,601,100,,,,,{rmb=10;20601=1}
87,Platypus,602,100,,,,,{rmb=10;20601=1}
88,Platypus,603,100,,,,,{rmb=10;20601=1}
89,Gyarados,631,100,100,,,,{rmb=10;20631=1}
90,fossil helmet,691,100,100,,,,{rmb=10;20691=1}
91,sickle helmet,692,100,100,,,,{rmb=10;20691=1}
92,frozen bird,721,100,100,,,,{rmb=10;20721=1}
93,lightning bird,731,100,100,,,,{rmb=10;20731=1}
94,flame bird,741,100,100,,,,{rmb=10;20741=1}
95,mini dragon,751,0,,,,,{rmb=10;20751=1}
96,hackron,752,0,,,,,{rmb=10;20751=1}
97,fast dragon,753,100,,,,50,{rmb=10;20751=1}
98,Mew-two,761,0,,,,,{rmb=10;20761=1}
99,dream,771,100,,,,,{rmb=10;20771=1}
100,Chrysanthemum leaves,781,100,,,,,{rmb=10;20781=1}
101,bay leaf,782,100,,,,,{rmb=10;20781=1}
102,Geranium,783,100,,,,,{rmb=10;20781=1}
103,fireball mouse,791,100,,,,,{rmb=10;20791=1}
104,Fire Rock Rat,792,100,,,,,{rmb=10;20791=1}
105,Pyrobeast,793,100,,,,,{rmb=10;20791=1}
106,Little Saw Alligator,801,100,,,,,{rmb=10;20801=1}
107,blue crocodile,802,100,,,,,{rmb=10;20801=1}
108,big crocodile,803,100,,,,,{rmb=10;20801=1}
109,Mare sheep,881,100,,,,,{rmb=10;20881=1}
110,wooly sheep,882,100,,,,,{rmb=10;20881=1}
111,Dianlong,883,100,,,,,{rmb=10;20881=1}
112,Lu Lili,891,100,100,,,,{rmb=10;20891=1}
113,Mary Lou,892,100,100,,,,{rmb=10;20891=1}
114,Mary Luli,893,100,100,,,,{rmb=10;20891=1}
115,Hercules,1071,100,100,,,,{rmb=10;21071=1}
116,Huanla,1081,100,100,,,,{rmb=10;21081=1}
117,Mala,1082,100,100,,,,{rmb=10;21081=1}
118,Dai Ruby,1171,100,100,,,,{rmb=10;21171=1}
119,Heluga,1172,100,100,,,,{rmb=10;21171=1}
120,Thunder God,1221,100,,,,,{rmb=10;21221=1}
121,Yandi,1231,100,,,,,{rmb=10;21231=1}
122,Suicune,1241,100,,,,,{rmb=10;21241=1}
123,Young Kiras,1251,100,100,,,,{rmb=10;21251=1}
124,Shakiras,1252,100,100,,,,{rmb=10;21251=1}
125,Bangeras,1253,100,100,,,,{rmb=10;21251=1}
126,Rogia,1261,0,0,,,,{rmb=10;21261=1}
127,Phoenix King,1271,0,0,,,,{rmb=10;21271=1}
128,Mu Shougong,1291,100,,,,,{rmb=10;21291=1}
129,forest lizard,1292,100,,,,,{rmb=10;21291=1}
130,lizard king,1293,100,,,,,{rmb=10;21291=1}
131,water jump fish,1311,100,,,,,{rmb=10;21311=1}
132,Marsh jumping fish,1312,100,100,,,,{rmb=10;21311=1}
133,marsh monster,1313,100,100,,,,{rmb=10;21311=1}
134,Lotus leaf boy,1351,100,100,,,,{rmb=10;21351=1}
135,lotus hat boy,1352,100,100,,,,{rmb=10;21351=1}
136,Lotte Kappa,1353,100,100,,,,{rmb=10;21351=1}
137,Lalulas,1391,100,100,,,,{rmb=10;21391=1}
138,Kirulian,1392,100,100,,,,{rmb=10;21391=1}
139,Xanadu,1393,100,100,,,,{rmb=10;21391=1}
140,Already,1394,100,100,,,,{rmb=10;21391=1}
141,lazy otter,1421,100,,,,,{rmb=10;21421=1}
142,hyperactive ape,1422,100,,,,,{rmb=10;21421=1}
143,leave king,1423,100,,,,,{rmb=10;21421=1}
144,goo niu niu,1441,100,,,,,{rmb=10;21441=1}
145,roar bomb,1442,100,,,,,{rmb=10;21441=1}
146,Boom,1443,100,,,,,{rmb=10;21441=1}
147,cocoa dora,1501,100,100,,,,{rmb=10;21501=1}
148,Cordora,1502,100,100,,,,{rmb=10;21501=1}
149,Boss Cordora,1503,100,100,,,,{rmb=10;21501=1}
150,dumbfounded,1611,100,100,,,,{rmb=10;21611=1}
151,fire camel,1612,100,100,,,,{rmb=10;21611=1}
152,night watch,1811,100,,,,,{rmb=10;21811=1}
153,Wandering Eidolon,1812,100,,,,,{rmb=10;21811=1}
154,night genie,1813,100,,,,,{rmb=10;21811=1}
155,Absolu,1841,100,,,,,{rmb=10;21841=1}
156,seal ball,1861,100,100,,,,{rmb=10;21861=1}
157,sea magic lion,1862,100,100,,,,{rmb=10;21861=1}
158,Diya sea lion,1863,100,100,,,,{rmb=10;21861=1}
159,baby dragon,1891,100,100,,,30,{rmb=10;21891=1}
160,Crustosaurus,1892,100,100,,,30,{rmb=10;21891=1}
161,Tyrannosaurus,1893,100,100,,,30,{rmb=10;21891=1}
162,iron dumbbell,1901,100,100,,,,{rmb=10;21901=1}
163,metal monster,1902,100,100,,,,{rmb=10;21901=1}
164,Metagros,1903,100,100,,,,{rmb=10;21901=1}
165,Gayoka,1961,0,0,,,,{rmb=10;21961=1}
166,Gulardo,1971,0,0,,,,{rmb=10;21971=1}
167,Turtle,2011,100,,,,,{rmb=10;22011=1}
168,wood turtle,2012,100,,,,,{rmb=10;22011=1}
169,Terra Turtle,2013,100,100,,,,{rmb=10;22011=1}
170,kitty monster,2071,100,,,,,{rmb=10;22071=1}
171,luke cat,2072,100,,,,,{rmb=10;22071=1}
172,roentgen cat,2073,100,,,,,{rmb=10;22071=1}
173,round land shark,2231,100,100,,,50,{rmb=10;22231=1}
174,Fangtooth Shark,2232,100,100,,,50,{rmb=10;22231=1}
175,biting land shark,2233,100,100,,,50,{rmb=10;22231=1}
176,Riolu,2241,100,,,,,{rmb=10;22241=1}
177,lucario,2242,100,100,,,50,{rmb=10;22241=1}
,super lucario,2243,0,0,,,,{rmb=10;22241=1}
179,bad frog,2271,100,100,,,,{rmb=10;22271=1}
180,Poison Skeleton Frog,2272,100,100,,,,{rmb=10;22271=1}
181,Snow hat monster,2301,100,100,,,,{rmb=10;22301=1}
182,blizzard king,2302,100,100,,,,{rmb=10;22301=1}
183,Dialga,2351,0,0,,,,{rmb=10;22351=1}
184,Palkia,2361,0,0,,,,{rmb=10;22361=1}
185,Giratina another form,2391,0,0,,,,{rmb=10;22391=1}
186,warm pig,2481,100,,,,,{rmb=10;22481=1}
187,fried pork,2482,100,100,,,,{rmb=10;22481=1}
188,King Yanwu,2483,100,100,,,,{rmb=10;22481=1}
189,stone balls,2591,100,,,,,{rmb=10;22591=1}
190,mantle rock,2592,100,,,,,{rmb=10;22591=1}
191,Pangyan monster,2593,100,,,,,{rmb=10;22591=1}
192,screw gopher,2611,100,,,,,{rmb=10;22611=1}
193,Gopher,2612,100,100,,,,{rmb=10;22611=1}
194,porter,2631,100,,,,,{rmb=10;22631=1}
195,Ironbone,2632,100,,,,,{rmb=10;22631=1}
196,construction veteran,2633,100,,,,,{rmb=10;22631=1}
197,Centipede,2681,100,100,,,,{rmb=10;22681=1}
198,wheel ball,2682,100,100,,,,{rmb=10;22681=1}
199,centipede king,2683,100,100,,,,{rmb=10;22681=1}
200,black eyed crocodile,2721,100,100,,,,{rmb=10;22721=1}
201,rogue crocodile,2722,100,100,,,,{rmb=10;22721=1}
202,rogue crocodile,2723,100,100,,,,{rmb=10;22721=1}
203,soroya,2821,100,,,,,{rmb=10;22821=1}
204,Zoroak,2822,100,,,,,{rmb=10;22821=1}
205,mini ice,2871,100,,,,,{rmb=10;22871=1}
206,lots of ice,2872,100,,,,,{rmb=10;22871=1}
207,double as much ice,2873,100,,,,,{rmb=10;22871=1}
208,Electric flying squirrel,2891,100,100,,,,{rmb=10;22891=1}
209,Floating·female,2921,100,,,,,{rmb=10;22921=1}
210,fluffy male,2922,100,,,,,{rmb=10;22922=1}
211,chubby female,2923,100,,,,,{rmb=10;22921=1}
212,chubby male,2924,100,,,,,{rmb=10;22922=1}
213,gears,2961,100,,,,,{rmb=10;22961=1}
214,gear set,2962,100,,,,,{rmb=10;22961=1}
215,Gear Monster,2963,100,,,,,{rmb=10;22961=1}
216,Teeth,3001,100,,,,,{rmb=10;23001=1}
217,Axodont,3002,100,,,,,{rmb=10;23001=1}
218,Double Ax War Dragon,3003,100,,,,,{rmb=10;23001=1}
219,sneezing bear,3011,100,,,,,{rmb=10;23011=1}
220,tundra bear,3012,100,,,,,{rmb=10;23011=1}
221,geometric snowflake,3021,100,,,,,{rmb=10;23021=1}
222,Single headed dragon,3141,100,100,,,,{rmb=10;23141=1}
223,Two-headed Tyrannosaurus,3142,100,100,,,,{rmb=10;23141=1}
224,three dragons,3143,100,100,,,,{rmb=10;23141=1}
225,Harley Chestnut,3281,100,,,,,{rmb=10;23281=1}
226,Chubby Harry,3282,100,,,,,{rmb=10;23281=1}
227,Bricaron,3283,100,100,,,,{rmb=10;23281=1}
228,Firefox,3291,100,,,,,{rmb=10;23291=1}
229,long tail firefox,3292,100,,,,,{rmb=10;23291=1}
230,demon fire red fox,3293,100,100,,,,{rmb=10;23291=1}
231,croaking frog,3301,100,,,,,{rmb=10;23301=1}
232,Croaking frog,3302,100,,,,,{rmb=10;23301=1}
233,Koga Ninja Frog,3303,100,100,,,,{rmb=10;23301=1}
234,little lion,3341,100,100,,,,{rmb=10;23341=1}
235,Flame Lion,3342,100,100,,,,{rmb=10;23341=1}
236,Hua Beibei,3351,100,,,,,{rmb=10;23351=1}
237,Mosaic,3352,100,,,,,{rmb=10;23351=1}
238,Mrs. Huajie,3353,100,,,,,{rmb=10;23351=1}
239,Single scabbard,3411,100,100,,,,{rmb=10;23411=1}
240,double scabbard,3412,100,100,,,,{rmb=10;23411=1}
,Shield Sword Monster Shield Form,3413,100,100,,,,{rmb=10;23411=1}
241,Soft Puffs,3431,100,,,,,{rmb=10;23431=1}
242,fat sweetie,3432,100,,,,,{rmb=10;23431=1}
243,Arm gun shrimp,3471,100,,,,,{rmb=10;23471=1}
244,Steel cannon arm shrimp,3472,100,,,,,{rmb=10;23471=1}
245,ice dragon,3501,100,100,,,,{rmb=10;23501=1}
246,ice dragon,3502,100,100,,,,{rmb=10;23501=1}
247,Wrestling Hawkman,3511,100,100,,,,{rmb=10;23511=1}
248,sticky treasure,3541,100,,,,,{rmb=10;23541=1}
249,Sticky Mel,3542,100,,,,,{rmb=10;23541=1}
250,sticky dragon,3543,100,,,,,{rmb=10;23541=1}
251,Little wood spirit,3561,100,100,,,,{rmb=10;23561=1}
252,dead wood demon,3562,100,100,,,,{rmb=10;23561=1}
253,rock snake,401,100,100,,,,{rmb=10;20401=1}
254,steel snake,402,100,100,,,,{rmb=10;20401=1}
255,Snorkelling,711,100,,,,30,{rmb=10;20711=1}
256,Snorlax,712,100,,,,30,{rmb=10;20711=1}
257,buzzing bat,3591,100,100,,,50,{rmb=10;23591=1}
258,Sonic Dragon,3592,100,100,,,50,{rmb=10;23591=1}
259,Tianxi,3631,0,0,,,,{rmb=10;23631=1}
260,Candle Spirit,2991,100,100,,,,{rmb=10;22991=1}
261,ghost lights,2992,100,100,,,,{rmb=10;22991=1}
262,Crystal Lantern,2993,100,100,,,,{rmb=10;22991=1}
263,Rift seat,1981,0,0,,,,{rmb=10;21981=1}
264,Darkley,2431,0,0,,,,{rmb=10;22431=1}
265,Regichkas,2381,0,0,,,,{rmb=10;22381=1}
266,burning bug,3151,100,100,,,50,{rmb=10;23151=1}
267,Vulcan moth,3152,100,100,,,50,{rmb=10;23151=1}
268,vine snake,2471,100,,,,50,{rmb=10;22471=1}
269,ivy snake,2472,100,,,,50,{rmb=10;22471=1}
270,monarch snake,2473,100,,,,50,{rmb=10;22471=1}
271,reggie lock,1911,100,100,,,50,{rmb=10;21911=1}
272,Regis,1921,100,100,,,50,{rmb=10;21921=1}
273,Regis Chilloo,1931,100,100,,,50,{rmb=10;21931=1}
274,wood owl,3661,100,100,,,50,{rmb=10;23661=1}
275,cast feather owl,3662,100,100,,,50,{rmb=10;23661=1}
276,sniper tree owl,3663,100,100,,,50,{rmb=10;23661=1}
277,Cresselia,2401,100,,,,50,{rmb=10;22401=1}
278,Scallion Duck,341,100,100,,,50,{rmb=10;20341=1}
279,Shadow Doll,1801,100,,,,50,{rmb=10;21801=1}
280,curse doll,1802,100,,,,50,{rmb=10;21801=1}
281,Baby Ding,151,100,100,,,30,{rmb=10;20151=1}
282,Fat Ding,152,100,100,,,30,{rmb=10;20151=1}
283,Fat Keding,153,100,100,,,30,{rmb=10;20151=1}
284,supersonic bat,161,100,100,,,80,{rmb=10;20161=1}
285,big mouth bat,162,100,100,,,80,{rmb=10;20161=1}
286,Forked bat,163,100,100,,,80,{rmb=10;20161=1}
287,up to duck,221,100,,,,50,{rmb=10;20221=1}
288,Gotha Duck,222,100,,,,50,{rmb=10;20221=1}
289,katti dog,241,100,,,,,{rmb=10;20241=1}
290,wind speed dog,242,100,,,,,{rmb=10;20241=1}
291,Laplace,641,100,100,,,80,{rmb=10;20641=1}
292,scorpio,1031,100,100,,,80,{rmb=10;21031=1}
293,scorpio king,1032,100,100,,,80,{rmb=10;21031=1}
294,snow boy,1851,100,,,,,{rmb=10;21851=1}
295,ice ghost guard,1852,100,,,,,{rmb=10;21851=1}
296,Snow Fairy,1853,100,100,,,,{rmb=10;21851=1}
297,Ladias,1941,100,100,,,80,{rmb=10;21941=1}
298,Latios,1951,100,100,,,80,{rmb=10;21951=1}
299,Pogaman,2031,100,,,,80,{rmb=10;22031=1}
300,Prince Bo,2032,100,,,,80,{rmb=10;22031=1}
301,Emperor Napoleon,2033,100,100,,,80,{rmb=10;22031=1}
302,goth baby,2841,100,,,,50,{rmb=10;22841=1}
303,goth kid,2842,100,,,,50,{rmb=10;22841=1}
304,Miss Goth,2843,100,,,,50,{rmb=10;22841=1}
305,good and bad stars,3771,100,100,,,80,{rmb=10;23771=1}
306,super bad star,3772,100,100,,,80,{rmb=10;23771=1}
307,sweet bamboo,3841,100,,,,80,{rmb=10;23841=1}
308,sweet dancer,3842,100,,,,80,{rmb=10;23841=1}
309,sweet after,3843,100,,,,80,{rmb=10;23841=1}
310,fire chicken,1301,100,,,,80,{rmb=10;21301=1}
311,Strong Chicken,1302,100,,,,80,{rmb=10;21301=1}
312,flame chicken,1303,100,,,,80,{rmb=10;21301=1}
313,shemi,2441,0,0,,,,{rmb=10;22441=1}
314,Punish Hoopa,3641,0,0,,,,{rmb=10;23641=1}
315,Liberate Hoopa,3642,0,0,,,,{rmb=10;23641=1}
316,Rashiram,3211,0,0,,,,{rmb=10;23211=1}
317,czech rom,3221,0,0,,,,{rmb=10;23221=1}
318,Kyurem,3241,0,0,,,,{rmb=10;23241=1}
319,Bobbi,861,100,,,,100,{rmb=10;20861=1}
320,Poke Kigu,862,100,100,,,100,{rmb=10;20861=1}
321,Pokkiss,863,100,100,,,100,{rmb=10;20861=1}
322,Dumbie,4131,100,,,,100,{rmb=10;24131=1}
323,Tetragnathus,4132,100,100,,,100,{rmb=10;24131=1}
324,Meloetta Song,3261,0,0,,,,{rmb=10;23261=1}
325,Kiraqi,1991,0,0,,,,{rmb=10;21991=1}
326,Meltan,4171,0,0,,,,{rmb=10;24171=1}
327,Melmetta,4172,0,0,,,,{rmb=10;24171=1}
328,Yveltal,3611,0,0,,,,{rmb=10;23611=1}
329,rabbi,1281,0,0,,,,{rmb=10;21281=1}
330,Ash version of Pikachu,7001,100,,,,80,{rmb=10;27001=1}
