变量名,groupID,desc,weight,cards,badges,boss
90032,14,,1,<500731;500721;500741;0;601261;0>,<0;0;0;0;4002;0;>,<5>
90033,14,,1,<0;0;0;501951;601261;501941>,<0;0;0;0;4003;0;>,<5>
90034,14,,1,<0;0;0;0;601231;0>,<0;0;0;0;4004;0;>,<5>
90035,14,,1,<500802;500041;500402;500793;601221;500783>,<0;0;0;0;4005;0;>,<5>
90036,14,,1,<500802;500041;500402;500793;601221;500783>,<0;0;0;0;4006;0;>,<5>
,,,,,,
90041,115,,1,<502822;502822;502822;502822;602822;502822>,<0;0;0;0;4102;0;>,<5>
90042,15,,1,<509003;509003;509003;509003;609003;509003>,<0;0;0;0;4103;0;>,<5>
90043,15,,0,<0;0;0;601253;602822;601423>,<0;0;0;0;4104;0;>,<5>
90044,15,,1,<501241;501231;501221;0;602822;0>,<0;0;0;0;4105;0;>,<5>
90045,15,,1,<501241;501231;501221;0;602822;0>,<0;0;0;0;4106;0;>,<5>
90046,15,,1,<501241;501231;501221;0;602822;0>,<0;0;0;0;4107;0;>,<5>
,,,,,,
90051,116,,1,<500092;500092;500092;500092;600092;500092>,<0;0;0;0;4201;0;>,<5>
90052,16,,1,<0;0;0;0;607001;0>,<0;0;0;0;4202;0;>,<5>
90053,16,,1,<500092;500092;500092;500092;600092;500092>,<0;0;0;0;4203;0;>,<5>
90054,16,,1,<500092;500092;500092;500092;600092;500092>,<0;0;0;0;4204;0;>,<5>
90055,16,,1,<0;0;0;0;607001;0>,<0;0;0;0;4205;0;>,<5>
90056,16,,1,<500092;500092;500092;500092;600092;500092>,<0;0;0;0;4206;0;>,<5>
,,,,,,
90061,117,,1,<0;0;0;0;700761;0>,<0;0;0;0;4301;0;>,<5>
90062,17,,1,<501921;501931;501911;502242;600771;502242>,<0;0;0;0;4302;0;>,<5>
90063,17,,1,<500013;500003;500023;0;600761;0>,<0;0;0;0;4303;0;>,<5>
90064,17,,1,<0;0;0;0;700761;0>,<0;0;0;0;4304;0;>,<5>
90065,17,,1,<501921;501931;501911;502242;600771;502242>,<0;0;0;0;4305;0;>,<5>
90066,17,,1,<500013;500003;500023;0;600761;0>,<0;0;0;0;4306;0;>,<5>
,,,,,,
90071,118,,1,<602391;0;602391;0;0;0>,<0;0;0;0;4401;0;>,<2>
90072,18,,1,<0;602391;0;0;602441;0>,<0;0;0;0;4402;0;>,<5>
90073,18,,0,<0;0;0;602351;602441;602361>,<0;0;0;0;4403;0;>,<5>
90074,18,,0,<0;0;0;602351;602431;602361>,<0;0;0;0;4404;0;>,<5>
90075,18,,1,<501971;601961;501961;602351;503642;602361>,<0;0;0;0;4405;0;>,<5>
90076,18,,1,<501261;0;501981;601941;503641;601951>,<0;0;0;0;4406;0;>,<5>
,,,,,,
90081,119,,1,<0;0;0;0;701982;0>,<0;0;0;0;5001;0;>,<5>
90082,19,,1,<601981;601981;601981;501981;601981;501981>,<0;0;0;0;5002;0;>,<5>
90083,19,,1,<0;0;0;600863;602233;602242>,<0;0;0;0;5003;0;>,<5>
90084,19,,1,<0;0;0;0;701982;0>,<0;0;0;0;5004;0;>,<5>
90085,19,,1,<601981;601981;601981;501981;601981;501981>,<0;0;0;0;5005;0;>,<5>
90086,19,,1,<0;0;0;600863;602233;602242>,<0;0;0;0;5006;0;>,<5>
,,,,,,
90091,120,,1,<602723;600712;603303;501293;600092;500013>,<110701;0;110702;110703;0;110704;>,<5>
90092,20,,1,<600011;600021;600001;0;600092;0>,<110701;0;110702;110703;0;110704;>,<5>
90093,20,,1,<602723;600712;603303;501293;600092;500013>,<110701;0;110702;110703;0;110704;>,<5>
90094,20,,1,<600011;600021;600001;0;600092;0>,<110701;0;110702;110703;0;110704;>,<5>
90095,20,,1,<602723;600712;603303;501293;600092;500013>,<110701;0;110702;110703;0;110704;>,<5>
90096,20,,1,<600011;600021;600001;0;600092;0>,<110701;0;110702;110703;0;110704;>,<5>
,,,,,,
90101,121,,1,<601961;0;602391;0;701982;0>,<111701;0;111702;111703;0;111704;>,<5>
90102,21,,1,<0;0;0;0;701982;0>,<111701;0;111702;111703;0;111704;>,<5>
90103,21,,1,<0;0;0;0;701982;0>,<111701;0;111702;111703;0;111704;>,<5>
90104,21,,1,<601961;0;602391;0;701982;0>,<111701;0;111702;111703;0;111704;>,<5>
90105,21,,1,<0;0;0;0;701982;0>,<111701;0;111702;111703;0;111704;>,<5>
90106,21,,1,<0;0;0;0;701982;0>,<111701;0;111702;111703;0;111704;>,<5>
,,,,,,
91001,111,,,<500082;0;501351;0;501291;0>,<101701;0;101702;0;10013;0;>,<5>
91002,111,,,<500171;0;500101;0;502471;0>,<101701;0;101702;0;10014;0;>,<5>
91003,111,,,<500071;0;500173;0;503301;0>,<101701;0;101702;0;10018;0;>,<5>
91004,111,,,<500061;0;500033;0;500021;0>,<101701;0;101702;0;10031;0;>,<5>
91005,111,,,<500192;0;500122;0;503301;0>,<101701;0;101702;0;10018;0;>,<5>
91006,11,,,<500033;0;500171;0;502471;0>,<101701;0;101702;0;10014;0;>,<5>
91007,11,,,<500452;0;500044;0;501301;0>,<101701;0;101702;0;10016;0;>,<5>
91008,11,,,<500111;0;500352;0;503281;0>,<101701;0;101702;0;10026;0;>,<5>
91009,11,,,<500191;0;500352;0;500801;0>,<101701;0;101702;0;10032;0;>,<5>
91010,11,,,<503561;0;500892;0;503291;0>,<101701;0;101702;0;10030;0;>,<5>
91011,11,,,<500352;0;500231;0;502481;0>,<101701;0;101702;0;10029;0;>,<5>
91012,11,,,<500121;0;501351;0;500011;0>,<101701;0;101702;0;10027;0;>,<5>
91013,11,,,<500123;0;500081;0;500001;0>,<101701;0;101702;0;10023;0;>,<5>
91014,11,,,<500112;0;500352;0;502471;0>,<101701;0;101702;0;10014;0;>,<5>
91015,11,,,<500891;0;501353;0;500021;0>,<101701;0;101702;0;10031;0;>,<5>
91016,11,,,<500062;0;500031;0;501311;0>,<101701;0;101702;0;10017;0;>,<5>
91017,11,,,<503561;0;500112;0;501291;0>,<101701;0;101702;0;10013;0;>,<5>
91018,11,,,<500081;0;501353;0;500781;0>,<101701;0;101702;0;10024;0;>,<5>
91019,11,,,<500172;0;500102;0;500021;0>,<101701;0;101702;0;10031;0;>,<5>
91020,11,,,<503562;0;500031;0;503281;0>,<101701;0;101702;0;10026;0;>,<5>
91021,11,,,<500061;0;500121;0;501301;0>,<101701;0;101702;0;10016;0;>,<5>
91022,11,,,<503562;0;500062;0;502031;0>,<101701;0;101702;0;10033;0;>,<5>
91023,11,,,<500352;0;500113;0;503291;0>,<101701;0;101702;0;10030;0;>,<5>
91024,11,,,<500541;0;500123;0;503301;0>,<101701;0;101702;0;10018;0;>,<5>
91025,11,,,<500891;0;501351;0;501301;0>,<101701;0;101702;0;10016;0;>,<5>
91026,11,,,<500123;0;500101;0;503291;0>,<101701;0;101702;0;10030;0;>,<5>
91027,11,,,<500173;0;500172;0;500781;0>,<101701;0;101702;0;10024;0;>,<5>
91028,11,,,<500101;0;500112;0;502031;0>,<101701;0;101702;0;10033;0;>,<5>
91029,11,,,<500192;0;500121;0;500001;0>,<101701;0;101702;0;10023;0;>,<5>
91030,11,,,<501351;0;500033;0;503291;0>,<101701;0;101702;0;10030;0;>,<5>
92001,112,,,<0;500172;0;500082;0;500113>,<0;0;0;102701;0;102702;>,<2>
92002,112,,,<0;500282;0;500113;0;500082>,<0;10057;0;102701;0;102702;>,<2>
92003,112,,,<0;500082;0;500471;0;500471>,<0;0;0;102701;0;102702;>,<2>
92004,112,,,<0;500071;0;500031;0;500631>,<0;0;0;102701;0;102702;>,<2>
92005,112,,,<0;501032;0;500082;0;500082>,<0;0;0;102701;0;102702;>,<2>
92006,12,,,<0;501853;0;500123;0;500123>,<0;0;0;102701;0;102702;>,<2>
92007,12,,,<0;503012;0;500471;0;500241>,<0;0;0;102701;0;102702;>,<2>
92008,12,,,<0;502961;0;500471;0;503771>,<0;10081;0;102701;0;102702;>,<2>
92009,12,,,<0;502842;0;500482;0;500123>,<0;10079;0;102701;0;102702;>,<2>
92010,12,,,<0;500792;0;503771;0;500631>,<0;10028;0;102701;0;102702;>,<2>
92011,12,,,<0;500091;0;500241;0;500031>,<0;10051;0;102701;0;102702;>,<2>
92012,12,,,<0;502011;0;500492;0;503771>,<0;10025;0;102701;0;102702;>,<2>
92013,12,,,<0;502871;0;500471;0;500241>,<0;10080;0;102701;0;102702;>,<2>
92014,12,,,<0;502963;0;500123;0;500082>,<0;10081;0;102701;0;102702;>,<2>
92015,12,,,<0;500123;0;500492;0;500123>,<0;0;0;102701;0;102702;>,<2>
92016,12,,,<0;502593;0;500482;0;500482>,<0;10075;0;102701;0;102702;>,<2>
92017,12,,,<0;501851;0;500241;0;500241>,<0;0;0;102701;0;102702;>,<2>
92018,12,,,<0;500021;0;503771;0;500241>,<0;10031;0;102701;0;102702;>,<2>
92019,12,,,<0;500111;0;502921;0;500471>,<0;0;0;102701;0;102702;>,<2>
92020,12,,,<0;501853;0;500123;0;500283>,<0;0;0;102701;0;102702;>,<2>
92021,12,,,<0;500173;0;500471;0;500113>,<0;0;0;102701;0;102702;>,<2>
92022,12,,,<0;501852;0;500283;0;500123>,<0;0;0;102701;0;102702;>,<2>
92023,12,,,<0;502303;0;500082;0;500283>,<0;10074;0;102701;0;102702;>,<2>
92024,12,,,<0;500151;0;500113;0;500283>,<0;10053;0;102701;0;102702;>,<2>
92025,12,,,<0;500171;0;500492;0;500283>,<0;0;0;102701;0;102702;>,<2>
92026,12,,,<0;500352;0;500471;0;502921>,<0;0;0;102701;0;102702;>,<2>
92027,12,,,<0;502842;0;503771;0;500492>,<0;10079;0;102701;0;102702;>,<2>
92028,12,,,<0;502922;0;500241;0;500113>,<0;0;0;102701;0;102702;>,<2>
92029,12,,,<0;502591;0;500471;0;500123>,<0;10075;0;102701;0;102702;>,<2>
92030,12,,,<0;500781;0;500492;0;502921>,<0;10024;0;102701;0;102702;>,<2>
93001,113,,,<503412;500712;500341;0;502872;0>,<103701;103702;103703;0;10080;0;>,<5>
93002,113,,,<502841;501911;500024;0;503502;0>,<103701;103702;103703;0;10034;0;>,<5>
93003,113,,,<501393;501422;500603;0;502872;0>,<103701;103702;103703;0;10080;0;>,<5>
93004,113,,,<501902;500893;502593;0;500541;0>,<103701;103702;103703;0;0;0;>,<5>
93005,113,,,<500024;503143;501801;0;503021;0>,<103701;103702;103703;0;10005;0;>,<5>
93006,13,,,<503011;500272;500092;0;500541;0>,<103701;103702;103703;0;0;0;>,<5>
93007,13,,,<500331;503141;500493;0;500331;0>,<103701;103702;103703;0;10020;0;>,<5>
93008,13,,,<501851;500731;503341;0;501852;0>,<103701;103702;103703;0;0;0;>,<5>
93009,13,,,<502471;502031;500463;0;501892;0>,<103701;103702;103703;0;10009;0;>,<5>
93010,13,,,<501611;501423;500271;0;500691;0>,<103701;103702;103703;0;0;0;>,<5>
93011,13,,,<503502;500791;501612;0;500692;0>,<103701;103702;103703;0;0;0;>,<5>
93012,13,,,<500261;502991;502962;0;500101;0>,<103701;103702;103703;0;0;0;>,<5>
93013,13,,,<500862;502891;500793;0;500101;0>,<103701;103702;103703;0;0;0;>,<5>
93014,13,,,<503432;502873;500273;0;501851;0>,<103701;103702;103703;0;0;0;>,<5>
93015,13,,,<501393;503143;503592;0;501852;0>,<103701;103702;103703;0;0;0;>,<5>
93016,13,,,<502013;502033;500741;0;500692;0>,<103701;103702;103703;0;0;0;>,<5>
93017,13,,,<509002;501351;503591;0;503502;0>,<103701;103702;103703;0;10034;0;>,<5>
93018,13,,,<504131;500121;500591;0;500331;0>,<103701;103702;103703;0;10020;0;>,<5>
93019,13,,,<501443;503293;500272;0;503501;0>,<103701;103702;103703;0;10034;0;>,<5>
93020,13,,,<501901;500272;500392;0;501853;0>,<103701;103702;103703;0;0;0;>,<5>
93021,13,,,<500401;500004;503143;0;500331;0>,<103701;103702;103703;0;10020;0;>,<5>
93022,13,,,<502631;501031;501503;0;501853;0>,<103701;103702;103703;0;0;0;>,<5>
93023,13,,,<500302;500222;500631;0;500692;0>,<103701;103702;103703;0;0;0;>,<5>
93024,13,,,<502921;503141;500783;0;500072;0>,<103701;103702;103703;0;0;0;>,<5>
93025,13,,,<500261;502611;500542;0;500101;0>,<103701;103702;103703;0;0;0;>,<5>
93026,13,,,<500002;500802;500021;0;500031;0>,<103701;103702;103703;0;10022;0;>,<5>
93027,13,,,<503353;500393;502633;0;500101;0>,<103701;103702;103703;0;0;0;>,<5>
93028,13,,,<503502;502612;500111;0;501892;0>,<103701;103702;103703;0;10009;0;>,<5>
93029,13,,,<501503;501081;503541;0;500692;0>,<103701;103702;103703;0;0;0;>,<5>
93030,13,,,<503012;500061;501502;0;502872;0>,<103701;103702;103703;0;10080;0;>,<5>
94001,114,,,<500602;502822;502821;0;601231;0>,<104701;104702;104703;0;10095;0;>,<5>
94002,114,,,<502073;509001;500092;0;600802;0>,<104701;104702;104703;0;10032;0;>,<5>
94003,114,,,<503471;500781;501032;0;601221;0>,<104701;104702;104703;0;10094;0;>,<5>
94004,114,,,<500753;500011;503302;0;601261;0>,<104701;104702;104703;0;10102;0;>,<5>
94005,114,,,<502591;500012;501393;0;601221;0>,<104701;104702;104703;0;10094;0;>,<5>
94006,14,,,<500464;501421;502473;0;601221;0>,<104701;104702;104703;0;10094;0;>,<5>
94007,14,,,<500692;503412;502483;0;600402;0>,<104701;104702;104703;0;0;0;>,<5>
94008,14,,,<500301;500592;502871;0;601261;0>,<104701;104702;104703;0;10102;0;>,<5>
94009,14,,,<503021;502242;501903;0;600802;0>,<104701;104702;104703;0;10032;0;>,<5>
94010,14,,,<503251;500331;501931;0;601241;0>,<104701;104702;104703;0;10096;0;>,<5>
94011,14,,,<503502;503141;502873;0;601941;0>,<104701;104702;104703;0;10037;0;>,<5>
94012,14,,,<500151;503283;503843;0;601231;0>,<104701;104702;104703;0;10095;0;>,<5>
94013,14,,,<500781;500221;503341;0;600402;0>,<104701;104702;104703;0;0;0;>,<5>
94014,14,,,<500241;500282;501801;0;600741;0>,<104701;104702;104703;0;10091;0;>,<5>
94015,14,,,<500264;500261;504132;0;600793;0>,<104701;104702;104703;0;10028;0;>,<5>
94016,14,,,<500004;500721;503342;0;601261;0>,<104701;104702;104703;0;10102;0;>,<5>
94017,14,,,<500691;502961;502471;0;601941;0>,<104701;104702;104703;0;10037;0;>,<5>
94018,14,,,<500593;501863;500393;0;601261;0>,<104701;104702;104703;0;10102;0;>,<5>
94019,14,,,<500014;500392;502473;0;600721;0>,<104701;104702;104703;0;10089;0;>,<5>
94020,14,,,<500022;502072;502231;0;601221;0>,<104701;104702;104703;0;10094;0;>,<5>
94021,14,,,<500281;500803;500472;0;600402;0>,<104701;104702;104703;0;0;0;>,<5>
94022,14,,,<501892;500331;502961;0;601941;0>,<104701;104702;104703;0;10037;0;>,<5>
94023,14,,,<503411;503502;500302;0;600402;0>,<104701;104702;104703;0;0;0;>,<5>
94024,14,,,<503352;500052;501293;0;601221;0>,<104701;104702;104703;0;10094;0;>,<5>
94025,14,,,<503543;501801;500013;0;600041;0>,<104701;104702;104703;0;0;0;>,<5>
94026,14,,,<502963;500331;500861;0;600041;0>,<104701;104702;104703;0;0;0;>,<5>
94027,14,,,<501801;500092;501851;0;601941;0>,<104701;104702;104703;0;10037;0;>,<5>
94028,14,,,<500881;500023;502612;0;601271;0>,<104701;104702;104703;0;10040;0;>,<5>
94029,14,,,<501863;500241;500282;0;601221;0>,<104701;104702;104703;0;10094;0;>,<5>
94030,14,,,<500863;500472;503281;0;600793;0>,<104701;104702;104703;0;10028;0;>,<5>
95001,115,,,<502922;502071;500883;601221;0;601221>,<105701;20072;105702;105703;0;105703>,<2>
95002,115,,,<503301;500782;501862;609003;0;601231>,<105701;20024;105702;105703;0;105703>,<2>
95003,115,,,<501941;501393;502891;601241;0;601423>,<105701;20067;105702;105703;0;105703>,<2>
95004,115,,,<502591;501941;502473;601423;0;602822>,<105701;20037;105702;105703;0;105703>,<2>
95005,115,,,<502922;507001;501032;601231;0;601221>,<105701;0;105702;105703;0;105703>,<2>
95006,15,,,<501443;500781;500282;601221;0;601423>,<105701;20024;105702;105703;0;105703>,<2>
95007,15,,,<501081;503772;509001;601423;0;601253>,<105701;20012;105702;105703;0;105703>,<2>
95008,15,,,<500552;501812;503592;601221;0;602822>,<105701;20070;105702;105703;0;105703>,<2>
95009,15,,,<502242;500152;502841;602822;0;601241>,<105701;20053;105702;105703;0;105703>,<2>
95010,15,,,<500741;501071;500013;601221;0;609003>,<105701;20093;105702;105703;0;105703>,<2>
95011,15,,,<502631;503011;503841;601241;0;601423>,<105701;0;105702;105703;0;105703>,<2>
95012,15,,,<502992;500793;502231;602822;0;601241>,<105701;20028;105702;105703;0;105703>,<2>
95013,15,,,<500013;502872;500283;601221;0;602822>,<105701;20080;105702;105703;0;105703>,<2>
95014,15,,,<500004;502961;502872;601231;0;601241>,<105701;20081;105702;105703;0;105703>,<2>
95015,15,,,<502993;502633;503772;601241;0;609003>,<105701;20076;105702;105703;0;105703>,<2>
95016,15,,,<503151;500402;502611;602822;0;601221>,<105701;0;105702;105703;0;105703>,<2>
95017,15,,,<502873;500603;503661;601241;0;602822>,<105701;20062;105702;105703;0;105703>,<2>
95018,15,,,<502231;503412;501032;601221;0;601241>,<105701;20007;105702;105703;0;105703>,<2>
95019,15,,,<501303;500691;502722;602822;0;601423>,<105701;0;105702;105703;0;105703>,<2>
95020,15,,,<500392;503021;500462;602822;0;609003>,<105701;20005;105702;105703;0;105703>,<2>
95021,15,,,<501221;503471;503283;601253;0;609003>,<105701;0;105702;105703;0;105703>,<2>
95022,15,,,<501311;501081;503282;609003;0;601231>,<105701;0;105702;105703;0;105703>,<2>
95023,15,,,<502992;500012;503353;602822;0;601253>,<105701;20027;105702;105703;0;105703>,<2>
95024,15,,,<501921;503283;503502;602822;0;601423>,<105701;20026;105702;105703;0;105703>,<2>
95025,15,,,<500551;502843;502301;601221;0;601423>,<105701;20079;105702;105703;0;105703>,<2>
95026,15,,,<503542;500883;500793;601423;0;609003>,<105701;20065;105702;105703;0;105703>,<2>
95027,15,,,<500272;503302;502242;601221;0;601231>,<105701;20018;105702;105703;0;105703>,<2>
95028,15,,,<500641;500731;501032;601423;0;609003>,<105701;20090;105702;105703;0;105703>,<2>
95029,15,,,<502822;500272;501811;601253;0;602822>,<105701;20056;105702;105703;0;105703>,<2>
95030,15,,,<502991;500273;501951;602822;0;601221>,<105701;20056;105702;105703;0;105703>,<2>
96001,116,,,<500711;500015;500331;0;607001;0>,<106701;106702;106703;0;0;0;>,<5>
96002,116,,,<500631;500015;500333;0;607001;0>,<106701;106702;106703;0;0;0;>,<5>
96003,116,,,<500641;500162;500602;0;600092;0>,<106701;106702;106703;0;20051;0;>,<5>
96004,116,,,<500263;500333;500493;0;607001;0>,<106701;106702;106703;0;0;0;>,<5>
96005,116,,,<500641;500393;500331;0;600092;0>,<106701;106702;106703;0;20051;0;>,<5>
96006,16,,,<500241;500572;500391;0;607001;0>,<106701;106702;106703;0;0;0;>,<5>
96007,16,,,<500492;500161;500163;0;600092;0>,<106701;106702;106703;0;20051;0;>,<5>
96008,16,,,<500592;500241;500721;0;600092;0>,<106701;106702;106703;0;20051;0;>,<5>
96009,16,,,<500333;500641;500161;0;600092;0>,<106701;106702;106703;0;20051;0;>,<5>
96010,16,,,<500712;500263;500015;0;600092;0>,<106701;106702;106703;0;20051;0;>,<5>
96011,16,,,<500163;500392;500603;0;600092;0>,<106701;106702;106703;0;20051;0;>,<5>
96012,16,,,<503143;500163;500602;0;600092;0>,<106701;106702;106703;0;20051;0;>,<5>
96013,16,,,<500332;500603;500721;0;607001;0>,<106701;106702;106703;0;0;0;>,<5>
96014,16,,,<500571;500391;500721;0;600092;0>,<106701;106702;106703;0;20051;0;>,<5>
96015,16,,,<500261;500162;500391;0;600092;0>,<106701;106702;106703;0;20051;0;>,<5>
96016,16,,,<500161;500332;500711;0;607001;0>,<106701;106702;106703;0;0;0;>,<5>
96017,16,,,<500162;500591;500491;0;607001;0>,<106701;106702;106703;0;0;0;>,<5>
96018,16,,,<500711;500592;500593;0;607001;0>,<106701;106702;106703;0;0;0;>,<5>
96019,16,,,<500333;500641;500711;0;607001;0>,<106701;106702;106703;0;0;0;>,<5>
96020,16,,,<500721;500711;500393;0;607001;0>,<106701;106702;106703;0;0;0;>,<5>
96021,16,,,<500015;500391;500712;0;600092;0>,<106701;106702;106703;0;20051;0;>,<5>
96022,16,,,<500721;500263;500161;0;600092;0>,<106701;106702;106703;0;20051;0;>,<5>
96023,16,,,<500592;500402;500711;0;600092;0>,<106701;106702;106703;0;20051;0;>,<5>
96024,16,,,<500602;500711;500391;0;600092;0>,<106701;106702;106703;0;20051;0;>,<5>
96025,16,,,<500641;500241;500631;0;607001;0>,<106701;106702;106703;0;0;0;>,<5>
96026,16,,,<500493;500631;500602;0;600092;0>,<106701;106702;106703;0;20051;0;>,<5>
96027,16,,,<500493;500394;500331;0;607001;0>,<106701;106702;106703;0;0;0;>,<5>
96028,16,,,<500163;500603;500572;0;607001;0>,<106701;106702;106703;0;0;0;>,<5>
96029,16,,,<500603;500721;500262;0;607001;0>,<106701;106702;106703;0;0;0;>,<5>
96030,16,,,<500331;500024;500491;0;607001;0>,<106701;106702;106703;0;0;0;>,<5>
97001,117,,,<501422;504131;500014;600761;0;601911>,<107701;20088;107702;107703;0;107704;>,<2>
97002,117,,,<500402;501501;501032;600023;0;601921>,<107701;20004;107702;107703;0;107704;>,<2>
97003,117,,,<503141;500861;500711;600023;0;600003>,<107701;20064;107702;107703;0;107704;>,<2>
97004,117,,,<503143;503021;502401;600003;0;600003>,<107701;20005;107702;107703;0;107704;>,<2>
97005,117,,,<500721;500711;501841;600761;0;600003>,<107701;0;107702;107703;0;107704;>,<2>
97006,17,,,<500881;503771;501503;600013;0;600013>,<107701;20012;107702;107703;0;107704;>,<2>
97007,17,,,<500641;501312;503021;600003;0;600013>,<107701;20017;107702;107703;0;107704;>,<2>
97008,17,,,<502821;503591;502722;600003;0;602242>,<107701;20087;107702;107703;0;107704;>,<2>
97009,17,,,<500261;500592;501951;601911;0;600003>,<107701;20003;107702;107703;0;107704;>,<2>
97010,17,,,<503543;501903;500731;602242;0;601911>,<107701;20010;107702;107703;0;107704;>,<2>
97011,17,,,<501253;500863;500331;602242;0;600771>,<107701;20064;107702;107703;0;107704;>,<2>
97012,17,,,<501291;501902;501501;602242;0;601921>,<107701;20010;107702;107703;0;107704;>,<2>
97013,17,,,<502722;500862;501893;601911;0;600771>,<107701;20064;107702;107703;0;107704;>,<2>
97014,17,,,<502473;500601;502722;602242;0;600771>,<107701;20062;107702;107703;0;107704;>,<2>
97015,17,,,<502822;501891;503772;600013;0;600003>,<107701;20009;107702;107703;0;107704;>,<2>
97016,17,,,<501903;503771;502723;601911;0;601921>,<107701;20012;107702;107703;0;107704;>,<2>
97017,17,,,<504131;501841;503353;600023;0;600771>,<107701;0;107702;107703;0;107704;>,<2>
97018,17,,,<501812;501303;502472;600771;0;601931>,<107701;20016;107702;107703;0;107704;>,<2>
97019,17,,,<501902;500261;502473;601931;0;600771>,<107701;20001;107702;107703;0;107704;>,<2>
97020,17,,,<502241;500024;500593;600023;0;601911>,<107701;20031;107702;107703;0;107704;>,<2>
97021,17,,,<500162;503251;501032;600023;0;600771>,<107701;20101;107702;107703;0;107704;>,<2>
97022,17,,,<501292;500163;501313;601921;0;600003>,<107701;20054;107702;107703;0;107704;>,<2>
97023,17,,,<504132;502233;500391;600761;0;600761>,<107701;20073;107702;107703;0;107704;>,<2>
97024,17,,,<503413;500391;502991;600761;0;601931>,<107701;20059;107702;107703;0;107704;>,<2>
97025,17,,,<500163;500572;501812;600761;0;602242>,<107701;20002;107702;107703;0;107704;>,<2>
97026,17,,,<503592;503412;501421;600023;0;601921>,<107701;20007;107702;107703;0;107704;>,<2>
97027,17,,,<502471;502472;503151;600023;0;601931>,<107701;20014;107702;107703;0;107704;>,<2>
97028,17,,,<501241;501171;501812;600761;0;600761>,<107701;0;107702;107703;0;107704;>,<2>
97029,17,,,<502033;500161;501503;600023;0;601911>,<107701;20054;107702;107703;0;107704;>,<2>
97030,17,,,<500004;503842;500241;600761;0;602242>,<107701;20086;107702;107703;0;107704;>,<2>
98001,118,,,<600132;0;602683;602361;601261;603642>,<108701;0;108702;108703;20102;108704;>,<5>
98002,118,,,<600302;0;600401;602441;601971;601951>,<108701;0;108702;108703;20041;108704;>,<5>
98003,118,,,<600015;0;601393;603641;602391;601261>,<108701;0;108702;108703;20105;108704;>,<5>
98004,118,,,<601931;0;600051;601961;601981;601961>,<108701;0;108702;108703;20045;108704;>,<5>
98005,118,,,<601893;0;600015;602361;601971;601961>,<108701;0;108702;108703;20041;108704;>,<5>
98006,18,,,<602073;0;603002;601961;601261;601961>,<108701;0;108702;108703;20102;108704;>,<5>
98007,18,,,<600472;0;600341;602351;602431;601941>,<108701;0;108702;108703;20106;108704;>,<5>
98008,18,,,<600592;0;600152;602391;603641;601951>,<108701;0;108702;108703;20112;108704;>,<5>
98009,18,,,<603431;0;604131;601951;602431;601961>,<108701;0;108702;108703;20106;108704;>,<5>
98010,18,,,<600053;0;609001;601261;602431;601961>,<108701;0;108702;108703;20106;108704;>,<5>
98011,18,,,<600372;0;603542;601261;602431;603641>,<108701;0;108702;108703;20106;108704;>,<5>
98012,18,,,<601853;0;600491;601961;601261;601941>,<108701;0;108702;108703;20102;108704;>,<5>
98013,18,,,<601171;0;603351;602391;602351;601951>,<108701;0;108702;108703;20042;108704;>,<5>
98014,18,,,<600463;0;602612;601981;601961;601961>,<108701;0;108702;108703;20103;108704;>,<5>
98015,18,,,<600011;0;604132;602361;601951;603641>,<108701;0;108702;108703;20038;108704;>,<5>
