变量名,hp,mp1,initMp1,hpRecover,mp1Recover,mp2Recover,damage,specialDamage,defence,specialDefence,defenceIgnore,specialDefenceIgnore,speed,strike,strikeDamage,strikeResistance,block,breakBlock,blockPower,hit,dodge,damageHit,damageDodge,damageAdd,damageSub,ultimateAdd,ultimateSub,damageDeepen,damageReduce,suckBlood,rebound,cure,natureRestraint,controlPer,immuneControl
21,8250,1000,1,0,0,0,1162,1162,349,349,0,0,32,,,,,,,,,,,,,,,,,,,,,,
22,8771,1000,1,0,0,0,1190,1190,358,358,0,0,33,,,,,,,,,,,,,,,,,,,,,,
23,9292,1000,1,0,0,0,1220,1220,366,366,0,0,34,,,,,,,,,,,,,,,,,,,,,,
24,9813,1000,1,0,0,0,1249,1249,375,375,0,0,36,,,,,,,,,,,,,,,,,,,,,,
25,10334,1000,1,0,0,0,1279,1279,383,383,0,0,37,,,,,,,,,,,,,,,,,,,,,,
26,10855,1000,1,0,0,0,1308,1308,392,392,0,0,38,,,,,,,,,,,,,,,,,,,,,,
27,11448,1000,1,0,0,0,1338,1338,400,400,0,0,39,,,,,,,,,,,,,,,,,,,,,,
28,12041,1000,1,0,0,0,1369,1369,410,410,0,0,40,,,,,,,,,,,,,,,,,,,,,,
29,12634,1000,1,0,0,0,1400,1400,419,419,0,0,42,,,,,,,,,,,,,,,,,,,,,,
30,13227,1000,1,0,0,0,1431,1431,429,429,0,0,43,,,,,,,,,,,,,,,,,,,,,,
31,13820,1000,1,0,0,0,1462,1462,438,438,0,0,44,,,,,,,,,,,,,,,,,,,,,,
32,14490,1000,1,0,0,0,1493,1493,448,448,0,0,45,,,,,,,,,,,,,,,,,,,,,,
33,15160,1000,1,0,0,0,1526,1526,458,458,0,0,46,,,,,,,,,,,,,,,,,,,,,,
34,15830,1000,1,0,0,0,1559,1559,468,468,0,0,48,,,,,,,,,,,,,,,,,,,,,,
35,16500,1000,1,0,0,0,1592,1592,478,478,0,0,49,,,,,,,,,,,,,,,,,,,,,,
36,17170,1000,1,0,0,0,1625,1625,488,488,0,0,50,,,,,,,,,,,,,,,,,,,,,,
37,17922,1000,1,0,0,0,1658,1658,498,498,0,0,51,,,,,,,,,,,,,,,,,,,,,,
38,18674,1000,1,0,0,0,1692,1692,508,508,0,0,53,,,,,,,,,,,,,,,,,,,,,,
39,19426,1000,1,0,0,0,1727,1727,519,519,0,0,54,,,,,,,,,,,,,,,,,,,,,,
40,20178,1000,1,0,0,0,1761,1761,529,529,0,0,56,,,,,,,,,,,,,,,,,,,,,,
41,20930,1000,1,0,0,0,1796,1796,540,540,0,0,57,,,,,,,,,,,,,,,,,,,,,,
42,21769,1000,1,0,0,0,1830,1830,550,550,0,0,58,,,,,,,,,,,,,,,,,,,,,,
43,22608,1000,1,0,0,0,1867,1867,561,561,0,0,60,,,,,,,,,,,,,,,,,,,,,,
44,23447,1000,1,0,0,0,1904,1904,572,572,0,0,61,,,,,,,,,,,,,,,,,,,,,,
45,24286,1000,1,0,0,0,1941,1941,583,583,0,0,63,,,,,,,,,,,,,,,,,,,,,,
46,25125,1000,1,0,0,0,1978,1978,594,594,0,0,64,,,,,,,,,,,,,,,,,,,,,,
47,26057,1000,1,0,0,0,2015,2015,605,605,0,0,66,,,,,,,,,,,,,,,,,,,,,,
48,26989,1000,1,0,0,0,2054,2054,617,617,0,0,67,,,,,,,,,,,,,,,,,,,,,,
49,27921,1000,1,0,0,0,2093,2093,628,628,0,0,69,,,,,,,,,,,,,,,,,,,,,,
50,28853,1000,1,0,0,0,2132,2132,640,640,0,0,70,,,,,,,,,,,,,,,,,,,,,,
51,29785,1000,1,0,0,0,2171,2171,651,651,0,0,72,,,,,,,,,,,,,,,,,,,,,,
52,30816,1000,1,0,0,0,2210,2210,663,663,0,0,74,,,,,,,,,,,,,,,,,,,,,,
53,31847,1000,1,0,0,0,2251,2251,675,675,0,0,75,,,,,,,,,,,,,,,,,,,,,,
54,32878,1000,1,0,0,0,2292,2292,688,688,0,0,77,,,,,,,,,,,,,,,,,,,,,,
55,33909,1000,1,0,0,0,2333,2333,700,700,0,0,78,,,,,,,,,,,,,,,,,,,,,,
56,34940,1000,1,0,0,0,2374,2374,713,713,0,0,80,,,,,,,,,,,,,,,,,,,,,,
57,36075,1000,1,0,0,0,2415,2415,725,725,0,0,82,,,,,,,,,,,,,,,,,,,,,,
58,37210,1000,1,0,0,0,2459,2459,738,738,0,0,83,,,,,,,,,,,,,,,,,,,,,,
59,38345,1000,1,0,0,0,2503,2503,751,751,0,0,85,,,,,,,,,,,,,,,,,,,,,,
60,39480,1000,1,0,0,0,2547,2547,764,764,0,0,86,,,,,,,,,,,,,,,,,,,,,,
61,40615,1000,1,0,0,0,2591,2591,777,777,0,0,88,,,,,,,,,,,,,,,,,,,,,,
62,41859,1000,1,0,0,0,2635,2635,790,790,0,0,90,,,,,,,,,,,,,,,,,,,,,,
63,43103,1000,1,0,0,0,2681,2681,804,804,0,0,92,,,,,,,,,,,,,,,,,,,,,,
64,44347,1000,1,0,0,0,2727,2727,818,818,0,0,93,,,,,,,,,,,,,,,,,,,,,,
65,45591,1000,1,0,0,0,2773,2773,832,832,0,0,95,,,,,,,,,,,,,,,,,,,,,,
66,46835,1000,1,0,0,0,2819,2819,846,846,0,0,97,,,,,,,,,,,,,,,,,,,,,,
67,48193,1000,1,0,0,0,2865,2865,860,860,0,0,99,,,,,,,,,,,,,,,,,,,,,,
68,49551,1000,1,0,0,0,2915,2915,875,875,0,0,101,,,,,,,,,,,,,,,,,,,,,,
69,50909,1000,1,0,0,0,2964,2964,889,889,0,0,102,,,,,,,,,,,,,,,,,,,,,,
70,52267,1000,1,0,0,0,3014,3014,904,904,0,0,104,,,,,,,,,,,,,,,,,,,,,,
71,53625,1000,1,0,0,0,3063,3063,918,918,0,0,106,,,,,,,,,,,,,,,,,,,,,,
72,55103,1000,1,0,0,0,3113,3113,933,933,0,0,108,,,,,,,,,,,,,,,,,,,,,,
73,56581,1000,1,0,0,0,3165,3165,949,949,0,0,110,,,,,,,,,,,,,,,,,,,,,,
74,58059,1000,1,0,0,0,3217,3217,965,965,0,0,112,,,,,,,,,,,,,,,,,,,,,,
75,59537,1000,1,0,0,0,3269,3269,981,981,0,0,114,,,,,,,,,,,,,,,,,,,,,,
76,61015,1000,1,0,0,0,3321,3321,997,997,0,0,116,,,,,,,,,,,,,,,,,,,,,,
77,62619,1000,1,0,0,0,3373,3373,1013,1013,0,0,118,,,,,,,,,,,,,,,,,,,,,,
78,64223,1000,1,0,0,0,3428,3428,1029,1029,0,0,120,,,,,,,,,,,,,,,,,,,,,,
79,65827,1000,1,0,0,0,3483,3483,1046,1046,0,0,122,,,,,,,,,,,,,,,,,,,,,,
80,67431,1000,1,0,0,0,3538,3538,1062,1062,0,0,124,,,,,,,,,,,,,,,,,,,,,,
81,69035,1000,1,0,0,0,3593,3593,1079,1079,0,0,126,,,,,,,,,,,,,,,,,,,,,,
82,70770,1000,1,0,0,0,3648,3648,1095,1095,0,0,128,,,,,,,,,,,,,,,,,,,,,,
83,72505,1000,1,0,0,0,3706,3706,1112,1112,0,0,131,,,,,,,,,,,,,,,,,,,,,,
84,74240,1000,1,0,0,0,3764,3764,1129,1129,0,0,133,,,,,,,,,,,,,,,,,,,,,,
85,75975,1000,1,0,0,0,3822,3822,1146,1146,0,0,136,,,,,,,,,,,,,,,,,,,,,,
86,77710,1000,1,0,0,0,3880,3880,1163,1163,0,0,138,,,,,,,,,,,,,,,,,,,,,,
87,79581,1000,1,0,0,0,3938,3938,1180,1180,0,0,140,,,,,,,,,,,,,,,,,,,,,,
88,81452,1000,1,0,0,0,3999,3999,1199,1199,0,0,142,,,,,,,,,,,,,,,,,,,,,,
89,83323,1000,1,0,0,0,4061,4061,1217,1217,0,0,145,,,,,,,,,,,,,,,,,,,,,,
90,85194,1000,1,0,0,0,4122,4122,1236,1236,0,0,147,,,,,,,,,,,,,,,,,,,,,,
91,87065,1000,1,0,0,0,4184,4184,1254,1254,0,0,149,,,,,,,,,,,,,,,,,,,,,,
92,89077,1000,1,0,0,0,4245,4245,1273,1273,0,0,152,,,,,,,,,,,,,,,,,,,,,,
93,91089,1000,1,0,0,0,4310,4310,1292,1292,0,0,154,,,,,,,,,,,,,,,,,,,,,,
94,93101,1000,1,0,0,0,4375,4375,1312,1312,0,0,157,,,,,,,,,,,,,,,,,,,,,,
95,95113,1000,1,0,0,0,4440,4440,1331,1331,0,0,159,,,,,,,,,,,,,,,,,,,,,,
96,97125,1000,1,0,0,0,4505,4505,1351,1351,0,0,162,,,,,,,,,,,,,,,,,,,,,,
97,99284,1000,1,0,0,0,4570,4570,1370,1370,0,0,165,,,,,,,,,,,,,,,,,,,,,,
98,101443,1000,1,0,0,0,4639,4639,1391,1391,0,0,167,,,,,,,,,,,,,,,,,,,,,,
99,103602,1000,1,0,0,0,4707,4707,1411,1411,0,0,170,,,,,,,,,,,,,,,,,,,,,,
100,105761,1000,1,0,0,0,4776,4776,1432,1432,0,0,172,,,,,,,,,,,,,,,,,,,,,,
101,107920,1000,1,0,0,0,4844,4844,1452,1452,0,0,175,,,,,,,,,,,,,,,,,,,,,,
102,110232,1000,1,0,0,0,4913,4913,1473,1473,0,0,178,,,,,,,,,,,,,,,,,,,,,,
103,112544,1000,1,0,0,0,4985,4985,1495,1495,0,0,181,,,,,,,,,,,,,,,,,,,,,,
104,114856,1000,1,0,0,0,5057,5057,1517,1517,0,0,183,,,,,,,,,,,,,,,,,,,,,,
105,117168,1000,1,0,0,0,5129,5129,1539,1539,0,0,186,,,,,,,,,,,,,,,,,,,,,,
106,119480,1000,1,0,0,0,5201,5201,1561,1561,0,0,189,,,,,,,,,,,,,,,,,,,,,,
107,121950,1000,1,0,0,0,5273,5273,1583,1583,0,0,192,,,,,,,,,,,,,,,,,,,,,,
108,124420,1000,1,0,0,0,5349,5349,1605,1605,0,0,195,,,,,,,,,,,,,,,,,,,,,,
109,126890,1000,1,0,0,0,5425,5425,1628,1628,0,0,198,,,,,,,,,,,,,,,,,,,,,,
110,129360,1000,1,0,0,0,5501,5501,1650,1650,0,0,201,,,,,,,,,,,,,,,,,,,,,,
111,131830,1000,1,0,0,0,5577,5577,1673,1673,0,0,204,,,,,,,,,,,,,,,,,,,,,,
112,134463,1000,1,0,0,0,5653,5653,1695,1695,0,0,207,,,,,,,,,,,,,,,,,,,,,,
113,137096,1000,1,0,0,0,5733,5733,1719,1719,0,0,210,,,,,,,,,,,,,,,,,,,,,,
114,139729,1000,1,0,0,0,5813,5813,1743,1743,0,0,213,,,,,,,,,,,,,,,,,,,,,,
115,142362,1000,1,0,0,0,5893,5893,1767,1767,0,0,216,,,,,,,,,,,,,,,,,,,,,,
116,144995,1000,1,0,0,0,5973,5973,1791,1791,0,0,219,,,,,,,,,,,,,,,,,,,,,,
117,147796,1000,1,0,0,0,6053,6053,1815,1815,0,0,222,,,,,,,,,,,,,,,,,,,,,,
118,150597,1000,1,0,0,0,6137,6137,1841,1841,0,0,226,,,,,,,,,,,,,,,,,,,,,,
119,153398,1000,1,0,0,0,6222,6222,1866,1866,0,0,229,,,,,,,,,,,,,,,,,,,,,,
120,156199,1000,1,0,0,0,6306,6306,1892,1892,0,0,233,,,,,,,,,,,,,,,,,,,,,,
121,159000,1000,1,0,0,0,6391,6391,1917,1917,0,0,236,,,,,,,,,,,,,,,,,,,,,,
122,161975,1000,1,0,0,0,6475,6475,1943,1943,0,0,239,,,,,,,,,,,,,,,,,,,,,,
123,164950,1000,1,0,0,0,6564,6564,1969,1969,0,0,243,,,,,,,,,,,,,,,,,,,,,,
124,167925,1000,1,0,0,0,6652,6652,1996,1996,0,0,246,,,,,,,,,,,,,,,,,,,,,,
125,170900,1000,1,0,0,0,6741,6741,2022,2022,0,0,250,,,,,,,,,,,,,,,,,,,,,,
126,173875,1000,1,0,0,0,6829,6829,2049,2049,0,0,253,,,,,,,,,,,,,,,,,,,,,,
127,177030,1000,1,0,0,0,6918,6918,2075,2075,0,0,257,,,,,,,,,,,,,,,,,,,,,,
128,180185,1000,1,0,0,0,7011,7011,2103,2103,0,0,260,,,,,,,,,,,,,,,,,,,,,,
129,183340,1000,1,0,0,0,7104,7104,2131,2131,0,0,264,,,,,,,,,,,,,,,,,,,,,,
130,186495,1000,1,0,0,0,7197,7197,2159,2159,0,0,267,,,,,,,,,,,,,,,,,,,,,,
131,189650,1000,1,0,0,0,7290,7290,2187,2187,0,0,271,,,,,,,,,,,,,,,,,,,,,,
132,192990,1000,1,0,0,0,7383,7383,2215,2215,0,0,275,,,,,,,,,,,,,,,,,,,,,,
133,196330,1000,1,0,0,0,7480,7480,2244,2244,0,0,279,,,,,,,,,,,,,,,,,,,,,,
134,199670,1000,1,0,0,0,7577,7577,2273,2273,0,0,283,,,,,,,,,,,,,,,,,,,,,,
135,203010,1000,1,0,0,0,7674,7674,2302,2302,0,0,287,,,,,,,,,,,,,,,,,,,,,,
136,206350,1000,1,0,0,0,7771,7771,2331,2331,0,0,291,,,,,,,,,,,,,,,,,,,,,,
137,209880,1000,1,0,0,0,7868,7868,2360,2360,0,0,295,,,,,,,,,,,,,,,,,,,,,,
138,213410,1000,1,0,0,0,7970,7970,2391,2391,0,0,299,,,,,,,,,,,,,,,,,,,,,,
139,216940,1000,1,0,0,0,8073,8073,2422,2422,0,0,303,,,,,,,,,,,,,,,,,,,,,,
140,220470,1000,1,0,0,0,8175,8175,2453,2453,0,0,307,,,,,,,,,,,,,,,,,,,,,,
141,224000,1000,1,0,0,0,8278,8278,2484,2484,0,0,311,,,,,,,,,,,,,,,,,,,,,,
142,227725,1000,1,0,0,0,8380,8380,2515,2515,0,0,315,,,,,,,,,,,,,,,,,,,,,,
143,231450,1000,1,0,0,0,8487,8487,2547,2547,0,0,319,,,,,,,,,,,,,,,,,,,,,,
144,235175,1000,1,0,0,0,8594,8594,2579,2579,0,0,324,,,,,,,,,,,,,,,,,,,,,,
145,238900,1000,1,0,0,0,8701,8701,2611,2611,0,0,328,,,,,,,,,,,,,,,,,,,,,,
146,242625,1000,1,0,0,0,8808,8808,2643,2643,0,0,332,,,,,,,,,,,,,,,,,,,,,,
147,246551,1000,1,0,0,0,8915,8915,2675,2675,0,0,336,,,,,,,,,,,,,,,,,,,,,,
148,250477,1000,1,0,0,0,9027,9027,2709,2709,0,0,341,,,,,,,,,,,,,,,,,,,,,,
149,254403,1000,1,0,0,0,9139,9139,2742,2742,0,0,345,,,,,,,,,,,,,,,,,,,,,,
150,258329,1000,1,0,0,0,9251,9251,2776,2776,0,0,350,,,,,,,,,,,,,,,,,,,,,,
151,262255,1000,1,0,0,0,9363,9363,2809,2809,0,0,354,,,,,,,,,,,,,,,,,,,,,,
152,266388,1000,1,0,0,0,9475,9475,2843,2843,0,0,359,,,,,,,,,,,,,,,,,,,,,,
153,270521,1000,1,0,0,0,9592,9592,2878,2878,0,0,364,,,,,,,,,,,,,,,,,,,,,,
154,274654,1000,1,0,0,0,9709,9709,2913,2913,0,0,368,,,,,,,,,,,,,,,,,,,,,,
155,278787,1000,1,0,0,0,9826,9826,2948,2948,0,0,373,,,,,,,,,,,,,,,,,,,,,,
156,282920,1000,1,0,0,0,9943,9943,2983,2983,0,0,378,,,,,,,,,,,,,,,,,,,,,,
157,287265,1000,1,0,0,0,10060,10060,3018,3018,0,0,383,,,,,,,,,,,,,,,,,,,,,,
158,291610,1000,1,0,0,0,10183,10183,3055,3055,0,0,388,,,,,,,,,,,,,,,,,,,,,,
159,295955,1000,1,0,0,0,10305,10305,3092,3092,0,0,392,,,,,,,,,,,,,,,,,,,,,,
160,300300,1000,1,0,0,0,10428,10428,3129,3129,0,0,397,,,,,,,,,,,,,,,,,,,,,,
161,304645,1000,1,0,0,0,10550,10550,3166,3166,0,0,402,,,,,,,,,,,,,,,,,,,,,,
162,309207,1000,1,0,0,0,10673,10673,3203,3203,0,0,407,,,,,,,,,,,,,,,,,,,,,,
163,313769,1000,1,0,0,0,10800,10800,3241,3241,0,0,412,,,,,,,,,,,,,,,,,,,,,,
164,318331,1000,1,0,0,0,10928,10928,3279,3279,0,0,418,,,,,,,,,,,,,,,,,,,,,,
165,322893,1000,1,0,0,0,11055,11055,3317,3317,0,0,423,,,,,,,,,,,,,,,,,,,,,,
166,327455,1000,1,0,0,0,11183,11183,3355,3355,0,0,428,,,,,,,,,,,,,,,,,,,,,,
167,332239,1000,1,0,0,0,11310,11310,3393,3393,0,0,433,,,,,,,,,,,,,,,,,,,,,,
168,337023,1000,1,0,0,0,11444,11444,3433,3433,0,0,439,,,,,,,,,,,,,,,,,,,,,,
169,341807,1000,1,0,0,0,11577,11577,3473,3473,0,0,444,,,,,,,,,,,,,,,,,,,,,,
170,346591,1000,1,0,0,0,11711,11711,3513,3513,0,0,450,,,,,,,,,,,,,,,,,,,,,,
171,351375,1000,1,0,0,0,11844,11844,3553,3553,0,0,455,,,,,,,,,,,,,,,,,,,,,,
172,356387,1000,1,0,0,0,11978,11978,3593,3593,0,0,461,,,,,,,,,,,,,,,,,,,,,,
173,361399,1000,1,0,0,0,12117,12117,3635,3635,0,0,466,,,,,,,,,,,,,,,,,,,,,,
174,366411,1000,1,0,0,0,12256,12256,3677,3677,0,0,472,,,,,,,,,,,,,,,,,,,,,,
175,371423,1000,1,0,0,0,12395,12395,3719,3719,0,0,477,,,,,,,,,,,,,,,,,,,,,,
176,376435,1000,1,0,0,0,12534,12534,3761,3761,0,0,483,,,,,,,,,,,,,,,,,,,,,,
177,381681,1000,1,0,0,0,12673,12673,3803,3803,0,0,489,,,,,,,,,,,,,,,,,,,,,,
178,386927,1000,1,0,0,0,12817,12817,3846,3846,0,0,495,,,,,,,,,,,,,,,,,,,,,,
179,392173,1000,1,0,0,0,12962,12962,3889,3889,0,0,500,,,,,,,,,,,,,,,,,,,,,,
180,397419,1000,1,0,0,0,13106,13106,3932,3932,0,0,506,,,,,,,,,,,,,,,,,,,,,,
181,402665,1000,1,0,0,0,13251,13251,3975,3975,0,0,512,,,,,,,,,,,,,,,,,,,,,,
182,408150,1000,1,0,0,0,13395,13395,4018,4018,0,0,518,,,,,,,,,,,,,,,,,,,,,,
183,413635,1000,1,0,0,0,13546,13546,4063,4063,0,0,524,,,,,,,,,,,,,,,,,,,,,,
184,419120,1000,1,0,0,0,13696,13696,4109,4109,0,0,531,,,,,,,,,,,,,,,,,,,,,,
185,424605,1000,1,0,0,0,13847,13847,4154,4154,0,0,537,,,,,,,,,,,,,,,,,,,,,,
186,430090,1000,1,0,0,0,13997,13997,4200,4200,0,0,543,,,,,,,,,,,,,,,,,,,,,,
187,435819,1000,1,0,0,0,14148,14148,4245,4245,0,0,549,,,,,,,,,,,,,,,,,,,,,,
188,441548,1000,1,0,0,0,14305,14305,4292,4292,0,0,556,,,,,,,,,,,,,,,,,,,,,,
189,447277,1000,1,0,0,0,14462,14462,4339,4339,0,0,562,,,,,,,,,,,,,,,,,,,,,,
190,453006,1000,1,0,0,0,14619,14619,4386,4386,0,0,569,,,,,,,,,,,,,,,,,,,,,,
191,458735,1000,1,0,0,0,14776,14776,4433,4433,0,0,575,,,,,,,,,,,,,,,,,,,,,,
192,464713,1000,1,0,0,0,14933,14933,4480,4480,0,0,582,,,,,,,,,,,,,,,,,,,,,,
193,470691,1000,1,0,0,0,15096,15096,4529,4529,0,0,588,,,,,,,,,,,,,,,,,,,,,,
194,476669,1000,1,0,0,0,15259,15259,4578,4578,0,0,595,,,,,,,,,,,,,,,,,,,,,,
195,482647,1000,1,0,0,0,15422,15422,4627,4627,0,0,601,,,,,,,,,,,,,,,,,,,,,,
196,488625,1000,1,0,0,0,15585,15585,4676,4676,0,0,608,,,,,,,,,,,,,,,,,,,,,,
197,494858,1000,1,0,0,0,15748,15748,4725,4725,0,0,615,,,,,,,,,,,,,,,,,,,,,,
198,501091,1000,1,0,0,0,15917,15917,4776,4776,0,0,622,,,,,,,,,,,,,,,,,,,,,,
199,507324,1000,1,0,0,0,16087,16087,4826,4826,0,0,629,,,,,,,,,,,,,,,,,,,,,,
200,513557,1000,1,0,0,0,16256,16256,4877,4877,0,0,636,,,,,,,,,,,,,,,,,,,,,,
201,519790,1000,1,0,0,0,16426,16426,4927,4927,0,0,643,,,,,,,,,,,,,,,,,,,,,,
202,526284,1000,1,0,0,0,16595,16595,4978,4978,0,0,650,,,,,,,,,,,,,,,,,,,,,,
203,532778,1000,1,0,0,0,16771,16771,5031,5031,0,0,657,,,,,,,,,,,,,,,,,,,,,,
204,539272,1000,1,0,0,0,16947,16947,5084,5084,0,0,665,,,,,,,,,,,,,,,,,,,,,,
205,545766,1000,1,0,0,0,17123,17123,5137,5137,0,0,672,,,,,,,,,,,,,,,,,,,,,,
206,552260,1000,1,0,0,0,17299,17299,5190,5190,0,0,679,,,,,,,,,,,,,,,,,,,,,,
207,559020,1000,1,0,0,0,17475,17475,5243,5243,0,0,687,,,,,,,,,,,,,,,,,,,,,,
208,565780,1000,1,0,0,0,17658,17658,5297,5297,0,0,694,,,,,,,,,,,,,,,,,,,,,,
209,572540,1000,1,0,0,0,17840,17840,5352,5352,0,0,702,,,,,,,,,,,,,,,,,,,,,,
210,579300,1000,1,0,0,0,18023,18023,5406,5406,0,0,709,,,,,,,,,,,,,,,,,,,,,,
211,586060,1000,1,0,0,0,18205,18205,5461,5461,0,0,717,,,,,,,,,,,,,,,,,,,,,,
212,593091,1000,1,0,0,0,18388,18388,5515,5515,0,0,725,,,,,,,,,,,,,,,,,,,,,,
213,600122,1000,1,0,0,0,18577,18577,5572,5572,0,0,733,,,,,,,,,,,,,,,,,,,,,,
214,607153,1000,1,0,0,0,18767,18767,5629,5629,0,0,740,,,,,,,,,,,,,,,,,,,,,,
215,614184,1000,1,0,0,0,18956,18956,5686,5686,0,0,748,,,,,,,,,,,,,,,,,,,,,,
216,621215,1000,1,0,0,0,19146,19146,5743,5743,0,0,756,,,,,,,,,,,,,,,,,,,,,,
217,628522,1000,1,0,0,0,19335,19335,5800,5800,0,0,764,,,,,,,,,,,,,,,,,,,,,,
218,635829,1000,1,0,0,0,19531,19531,5859,5859,0,0,772,,,,,,,,,,,,,,,,,,,,,,
219,643136,1000,1,0,0,0,19727,19727,5918,5918,0,0,781,,,,,,,,,,,,,,,,,,,,,,
220,650443,1000,1,0,0,0,19923,19923,5977,5977,0,0,789,,,,,,,,,,,,,,,,,,,,,,
221,657750,1000,1,0,0,0,20119,20119,6036,6036,0,0,797,,,,,,,,,,,,,,,,,,,,,,
222,665339,1000,1,0,0,0,20315,20315,6095,6095,0,0,805,,,,,,,,,,,,,,,,,,,,,,
223,672928,1000,1,0,0,0,20519,20519,6156,6156,0,0,814,,,,,,,,,,,,,,,,,,,,,,
224,680517,1000,1,0,0,0,20722,20722,6217,6217,0,0,822,,,,,,,,,,,,,,,,,,,,,,
225,688106,1000,1,0,0,0,20926,20926,6278,6278,0,0,831,,,,,,,,,,,,,,,,,,,,,,
226,695695,1000,1,0,0,0,21129,21129,6339,6339,0,0,839,,,,,,,,,,,,,,,,,,,,,,
227,703572,1000,1,0,0,0,21333,21333,6400,6400,0,0,848,,,,,,,,,,,,,,,,,,,,,,
228,711449,1000,1,0,0,0,21543,21543,6463,6463,0,0,857,,,,,,,,,,,,,,,,,,,,,,
229,719326,1000,1,0,0,0,21754,21754,6526,6526,0,0,865,,,,,,,,,,,,,,,,,,,,,,
230,727203,1000,1,0,0,0,21964,21964,6589,6589,0,0,874,,,,,,,,,,,,,,,,,,,,,,
231,735080,1000,1,0,0,0,22175,22175,6652,6652,0,0,883,,,,,,,,,,,,,,,,,,,,,,
232,743250,1000,1,0,0,0,22385,22385,6715,6715,0,0,892,,,,,,,,,,,,,,,,,,,,,,
233,751420,1000,1,0,0,0,22603,22603,6781,6781,0,0,901,,,,,,,,,,,,,,,,,,,,,,
234,759590,1000,1,0,0,0,22821,22821,6846,6846,0,0,910,,,,,,,,,,,,,,,,,,,,,,
235,767760,1000,1,0,0,0,23039,23039,6912,6912,0,0,919,,,,,,,,,,,,,,,,,,,,,,
236,775930,1000,1,0,0,0,23257,23257,6977,6977,0,0,928,,,,,,,,,,,,,,,,,,,,,,
237,784398,1000,1,0,0,0,23475,23475,7043,7043,0,0,937,,,,,,,,,,,,,,,,,,,,,,
238,792866,1000,1,0,0,0,23700,23700,7110,7110,0,0,947,,,,,,,,,,,,,,,,,,,,,,
239,801334,1000,1,0,0,0,23925,23925,7178,7178,0,0,956,,,,,,,,,,,,,,,,,,,,,,
240,809802,1000,1,0,0,0,24150,24150,7245,7245,0,0,966,,,,,,,,,,,,,,,,,,,,,,
241,818270,1000,1,0,0,0,24375,24375,7313,7313,0,0,975,,,,,,,,,,,,,,,,,,,,,,
